State,District,Year,Groundnut,,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Whole Year,,,Autumn,,,Winter,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2005 - 2006,"2,034.00","3,899.00",1.92,,,,,,,,,,,,,,,
,,2006 - 2007,"2,035.00","4,015.00",1.97,,,,,,,,,,,,,,,
,,2007 - 2008,"2,074.00","4,279.00",2.06,,,,,,,,,,,,,,,
,,2008 - 2009,"2,127.00","4,167.00",1.96,,,,,,,,,,,,,,,
,,2009 - 2010,"2,090.00","4,479.00",2.14,,,,,,,,,,,,,,,
,,2010 - 2011,"2,059.00","3,699.00",1.8,,,,,,,,,,,,,,,
,,2011 - 2012,"2,050.00","4,904.00",2.39,,,,,,,,,,,,,,,
,,2012 - 2013,"1,865.00","2,821.00",1.51,,,,,,,,,,,,,,,
,,2013 - 2014,"1,841.00","3,472.00",1.89,,,,,,,,,,,,,,,
,,2014 - 2015,"1,799.00","3,647.00",2.03,,,,,,,,,,,,,,,
,,2015 - 2016,"1,819.00","3,957.00",2.18,,,,,,,,,,,,,,,
,,2016 - 2017,"1,673.00","4,018.00",2.4,,,,,,,,,,,,,,,
,,2017 - 2018,"1,774.00","4,132.00",2.33,,,,,,,,,,,,,,,
,,2018 - 2019,"1,805.00","3,646.00",2.02,1,1,1,,,,,,,,,,,,
,,2019 - 2020,"1,596.00","3,753.00",2.35,,,,,,,,,,,,,,,
,,2020 - 2021,"1,940.00","4,258.00",2.19,,,,,,,,,,,,,,,
,,2021 - 2022,"1,709.00","3,353.00",1.96,,,,,,,,,,,,,,,
,,2022 - 2023,"1,551.00","3,239.00",2.09,,,,2,2,1,,,,,,,,,
,29. Uttar kannad,2000 - 2001,"2,947.00","4,342.00",1.47,737,740,1,,,,,,,,,,,,
,,2001 - 2002,,,,"3,257.00","5,166.00",1.59,,,,,,,,,,,,
,,2002 - 2003,"2,851.00","5,136.00",1.8,635,338,0.53,,,,,,,,,,,,
,,2003 - 2004,"3,013.00","4,688.00",1.56,622,251,0.4,,,,,,,,,,,,
,,2004 - 2005,"2,984.00","5,045.00",1.69,590,380,0.64,,,,,,,,,,,,
,,2005 - 2006,"2,872.00","4,572.00",1.59,554,272,0.49,,,,,,,,,,,,
,,2006 - 2007,"2,809.00","4,318.00",1.54,424,136,0.32,,,,,,,,,,,,
,,2007 - 2008,"2,761.00","4,699.00",1.7,323,230,0.71,,,,,,,,,,,,
,,2008 - 2009,"2,650.00","4,031.00",1.52,302,108,0.36,,,,,,,,,,,,
,,2009 - 2010,"2,635.00","4,667.00",1.77,316,145,0.46,,,,,,,,,,,,
,,2010 - 2011,"2,588.00","4,273.00",1.65,356,228,0.64,,,,,,,,,,,,
,,2011 - 2012,"2,312.00","3,418.00",1.48,266,147,0.55,,,,,,,,,,,,
,,2012 - 2013,"1,548.00","2,949.00",1.91,182,102,0.56,674,691,1.03,,,,,,,,,
,,2013 - 2014,"2,200.00","3,994.00",1.82,176,149,0.85,,,,,,,,,,,,
,,2014 - 2015,"1,921.00","3,779.00",1.97,149,109,0.73,33,28,0.85,,,,,,,,,
,,2015 - 2016,"1,827.00","2,893.00",1.58,123,83,0.67,,,,,,,,,,,,
,,2016 - 2017,"1,636.00","3,464.00",2.12,72,36,0.5,,,,,,,,,,,,
,,2017 - 2018,"1,607.00","3,469.00",2.16,76,84,1.11,,,,,,,,,,,,
,,2018 - 2019,961,"2,124.00",2.21,22,15,0.68,,,,,,,,,,,,
,,2019 - 2020,"1,213.00","2,751.00",2.27,21,19,0.9,23,26,1.13,,,,,,,,,
,,2020 - 2021,"1,716.00","3,899.00",2.27,31,29,0.94,41,46,1.12,,,,,,,,,
,,2021 - 2022,"1,182.00","2,255.00",1.91,30,22,0.73,36,39,1.08,,,,,,,,,
,,2022 - 2023,990,"2,299.00",2.32,23,18,0.78,1,1,1,,,,,,,,,
,30. Vijayanagar,2022 - 2023,"16,202.00","35,321.00",2.18,"29,048.00","30,994.00",1.07,"2,519.00","2,544.00",1.01,,,,,,,,,
,31. Yadgir,2010 - 2011,"31,286.00","18,873.00",0.6,"5,426.00","3,893.00",0.72,,,,,,,,,,,,
,,2011 - 2012,"23,194.00","13,247.00",0.57,"4,490.00","2,120.00",0.47,,,,,,,,,,,,
,,2012 - 2013,"9,770.00","16,512.00",1.69,"8,608.00","5,921.00",0.69,"14,431.00","9,665.00",0.67,,,,,,,,,
,,2013 - 2014,,,,"6,246.00","5,228.00",0.84,"34,699.00","26,239.00",0.76,,,,,,,,,
,,2014 - 2015,,,,"3,751.00","3,225.00",0.86,"39,607.00","23,140.00",0.58,,,,,,,,,
,,2015 - 2016,,,,"3,680.00","2,353.00",0.64,"35,160.00","14,496.00",0.41,,,,,,,,,
,,2016 - 2017,,,,"2,921.00","1,940.00",0.66,"50,371.00","45,890.00",0.91,,,,,,,,,
,,2017 - 2018,,,,634,"1,014.00",1.6,"48,534.00","51,917.00",1.07,,,,,,,,,
,,2018 - 2019,,,,"1,635.00","1,825.00",1.12,"33,099.00","26,161.00",0.79,,,,,,,,,
,,2019 - 2020,,,,"2,519.00","3,355.00",1.33,"8,244.00","10,416.00",1.26,,,,,,,,,
,,2020 - 2021,,,,577,833,1.44,"22,403.00","31,476.00",1.4,,,,,,,,,
,,2021 - 2022,,,,518,648,1.25,"20,301.00","21,438.00",1.06,,,,,,,,,
,,2022 - 2023,"19,787.00","43,136.00",2.18,522,745,1.43,277,333,1.2,,,,,,,,,
14. Kerala,1. Alappuzha,2022 - 2023,,,,,,,,,,0.34,0.18,0.53,,,,,,
,2. Kasaragod,2020 - 2021,,,,,,,,,,4.6,5.8,1.26,,,,,,
,3. Palakkad,2000 - 2001,,,,"3,676.00","2,733.00",0.74,,,,,,,,,,,,
,,2001 - 2002,,,,"2,437.00","1,812.00",0.74,,,,,,,,,,,,
,,2002 - 2003,,,,"2,422.00","1,801.00",0.74,,,,,,,,,,,,
,,2003 - 2004,,,,"2,687.00","1,988.00",0.74,,,,,,,,,,,,
,,2004 - 2005,,,,"1,346.00",996,0.74,,,,,,,,,,,,
,,2005 - 2006,,,,"3,299.00","2,441.00",0.74,,,,,,,,,,,,
,,2006 - 2007,,,,"2,813.00","2,081.00",0.74,,,,,,,,,,,,
,,2007 - 2008,,,,"2,910.00","2,153.00",0.74,,,,,,,,,,,,
,,2008 - 2009,,,,"1,733.00","1,282.00",0.74,,,,,,,,,,,,
,,2009 - 2010,,,,"1,339.00",991,0.74,,,,,,,,,,,,
,,2012 - 2013,,,,,,,,,,784,976,1.24,,,,,,
,,2013 - 2014,,,,,,,,,,710,868,1.22,,,,,,
,,2014 - 2015,,,,,,,,,,480,692,1.44,,,,,,
,,2015 - 2016,,,,,,,,,,449,619,1.38,,,,,,
,,2016 - 2017,,,,,,,,,,358,505,1.41,,,,,,
,,2017 - 2018,,,,,,,,,,274,382,1.39,,,,,,
,,2018 - 2019,,,,,,,,,,187.3,239.4,1.28,,,,,,
,,2019 - 2020,,,,,,,,,,117,147,1.26,,,,,,
,,2020 - 2021,,,,,,,,,,106.4,135.2,1.27,,,,,,
,,2021 - 2022,,,,,,,,,,119,157,1.32,,,,,,
,,2022 - 2023,,,,,,,,,,125.49,187.6,1.49,,,,,,
,4. Thiruvananthapuram,2000 - 2001,,,,1,,0,,,,,,,,,,,,
,,2007 - 2008,,,,1,1,1,,,,,,,,,,,,
,,2009 - 2010,,,,1,1,1,,,,,,,,,,,,
,,2020 - 2021,,,,,,,,,,0.14,0.18,1.29,,,,,,
,,2022 - 2023,,,,,,,,,,0.12,0.15,1.25,,,,,,
,5. Thrissur,2022 - 2023,,,,,,,,,,0.01,5.99,599,,,,,,
15. Madhya Pradesh,1. Agar malwa,2013 - 2014,,,,"1,077.00","1,138.00",1.06,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2015 - 2016,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2016 - 2017,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2018 - 2019,,,,578,334,0.58,,,,,,,,,,,,
,,2019 - 2020,,,,334,235,0.7,,,,,,,,,,,,
,,2020 - 2021,,,,298,357,1.2,,,,,,,,,,,,
,,2021 - 2022,,,,324,393,1.21,,,,,,,,,,,,
,,2022 - 2023,,,,133,177,1.33,,,,,,,,,,,,
,2. Alirajpur,2008 - 2009,,,,"10,627.00","10,717.00",1.01,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,"9,971.00","10,035.00",1.01,,,,,,
,,2010 - 2011,,,,"10,094.00","12,298.00",1.22,,,,,,,,,,,,
,,2011 - 2012,,,,"10,139.00","11,719.00",1.16,,,,,,,,,,,,
,,2012 - 2013,,,,"8,670.00","9,147.00",1.06,,,,,,,,,,,,
,,2013 - 2014,,,,"10,067.00","8,635.00",0.86,,,,,,,,,,,,
,,2014 - 2015,,,,"9,000.00","17,000.00",1.89,,,,,,,,,,,,
,,2015 - 2016,,,,"11,000.00","11,000.00",1,,,,,,,,,,,,
,,2016 - 2017,,,,"15,000.00","18,000.00",1.2,,,,,,,,,,,,
,,2017 - 2018,,,,"9,690.00","12,920.00",1.33,150,250,1.67,,,,,,,,,
,,2018 - 2019,,,,"10,293.00","17,786.00",1.73,,,,,,,,,,,,
,,2019 - 2020,,,,"12,072.00","14,138.00",1.17,180,225,1.25,,,,,,,,,
,,2020 - 2021,,,,"11,340.00","24,426.00",2.15,180,227,1.26,,,,,,,,,
,,2021 - 2022,,,,"15,822.00","24,366.00",1.54,169,214,1.27,,,,,,,,,
,,2022 - 2023,,,,"13,262.00","26,259.00",1.98,169,214,1.27,,,,,,,,,
,3. Anuppur,2003 - 2004,,,,517,370,0.72,,,,,,,,,,,,
,,2004 - 2005,,,,518,430,0.83,,,,,,,,,,,,
,,2005 - 2006,,,,492,340,0.69,,,,,,,,,,,,
,,2006 - 2007,,,,532,359,0.67,,,,,,,,,,,,
,,2007 - 2008,,,,539,286,0.53,,,,,,,,,,,,
,,2008 - 2009,,,,539,449,0.83,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,475,268,0.56,,,,,,
,,2010 - 2011,,,,464,356,0.77,,,,,,,,,,,,
,,2011 - 2012,,,,540,558,1.03,,,,,,,,,,,,
,,2012 - 2013,,,,594,759,1.28,,,,,,,,,,,,
,,2013 - 2014,,,,556,517,0.93,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2015 - 2016,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2016 - 2017,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2017 - 2018,,,,650,440,0.68,,,,,,,,,,,,
,,2018 - 2019,,,,153,148,0.97,,,,,,,,,,,,
,,2019 - 2020,,,,213,269,1.26,20,,0,,,,,,,,,
,,2020 - 2021,,,,129,225,1.74,20,0,0,,,,,,,,,
,,2021 - 2022,,,,51,89,1.75,20,0,0,,,,,,,,,
,,2022 - 2023,,,,105,184,1.75,20,0,0,,,,,,,,,
,4. Ashoknagar,2003 - 2004,,,,343,454,1.32,,,,,,,,,,,,
,,2004 - 2005,,,,429,682,1.59,,,,,,,,,,,,
,,2005 - 2006,,,,546,743,1.36,,,,,,,,,,,,
,,2006 - 2007,,,,508,635,1.25,,,,,,,,,,,,
,,2007 - 2008,,,,493,683,1.39,,,,,,,,,,,,
,,2008 - 2009,,,,502,707,1.41,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,469,680,1.45,,,,,,
,,2010 - 2011,,,,510,931,1.83,,,,,,,,,,,,
,,2011 - 2012,,,,487,944,1.94,,,,,,,,,,,,
,,2012 - 2013,,,,387,731,1.89,,,,,,,,,,,,
,,2013 - 2014,,,,420,651,1.55,,,,,,,,,,,,
,,2015 - 2016,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2017 - 2018,,,,600,670,1.12,,,,,,,,,,,,
,,2018 - 2019,,,,413,692,1.68,,,,,,,,,,,,
,,2019 - 2020,,,,661,"1,392.00",2.11,,,,,,,,,,,,
,,2020 - 2021,,,,"1,073.00","2,180.00",2.03,,,,,,,,,,,,
,,2021 - 2022,,,,"2,554.00","6,561.00",2.57,,,,,,,,,,,,
,,2022 - 2023,,,,"5,101.00","11,732.00",2.3,,,,,,,,,,,,
,5. Balaghat,2000 - 2001,,,,134,203,1.51,,,,,,,,,,,,
,,2001 - 2002,,,,138,129,0.93,,,,,,,,,,,,
,,2002 - 2003,,,,300,235,0.78,,,,,,,,,,,,
,,2003 - 2004,,,,197,174,0.88,,,,,,,,,,,,
,,2004 - 2005,,,,90,121,1.34,,,,,,,,,,,,
,,2005 - 2006,,,,417,426,1.02,,,,,,,,,,,,
,,2006 - 2007,,,,438,383,0.87,,,,,,,,,,,,
,,2007 - 2008,,,,432,399,0.92,,,,,,,,,,,,
,,2008 - 2009,,,,535,532,0.99,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,801,663,0.83,,,,,,
,,2010 - 2011,,,,817,"1,074.00",1.31,,,,,,,,,,,,
,,2011 - 2012,,,,751,890,1.19,,,,,,,,,,,,
,,2012 - 2013,,,,698,"1,045.00",1.5,,,,,,,,,,,,
,,2013 - 2014,,,,630,670,1.06,,,,,,,,,,,,
,,2017 - 2018,,,,10,10,1,20,20,1,,,,,,,,,
,,2019 - 2020,,,,3,4,1.33,59,61,1.03,,,,,,,,,
,,2020 - 2021,,,,3,8,2.67,59,61,1.03,,,,,,,,,
,,2021 - 2022,,,,,,,21,22,1.05,,,,,,,,,
,,2022 - 2023,,,,,,,21,22,1.05,,,,,,,,,
,6. Barwani,2000 - 2001,,,,"18,020.00","11,281.00",0.63,,,,,,,,,,,,
,,2001 - 2002,,,,"17,410.00","13,584.00",0.78,,,,,,,,,,,,
,,2002 - 2003,,,,"17,254.00","12,486.00",0.72,,,,,,,,,,,,
,,2003 - 2004,,,,"17,155.00","15,505.00",0.9,,,,,,,,,,,,
,,2004 - 2005,,,,"17,690.00","10,144.00",0.57,,,,,,,,,,,,
,,2005 - 2006,,,,"15,750.00","9,148.00",0.58,,,,,,,,,,,,
,,2006 - 2007,,,,"14,031.00","8,487.00",0.6,,,,,,,,,,,,
,,2007 - 2008,,,,"15,642.00","11,162.00",0.71,,,,,,,,,,,,
,,2008 - 2009,,,,"14,837.00","10,164.00",0.69,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,"13,105.00","9,671.00",0.74,,,,,,
,,2010 - 2011,,,,"11,788.00","12,266.00",1.04,,,,,,,,,,,,
,,2011 - 2012,,,,"10,797.00","13,691.00",1.27,,,,,,,,,,,,
,,2012 - 2013,,,,"9,348.00","14,330.00",1.53,,,,,,,,,,,,
,,2013 - 2014,,,,"9,772.00","11,647.00",1.19,,,,,,,,,,,,
,,2014 - 2015,,,,"9,000.00","17,000.00",1.89,,,,,,,,,,,,
,,2015 - 2016,,,,"12,000.00","13,000.00",1.08,,,,,,,,,,,,
,,2016 - 2017,,,,"12,000.00","9,000.00",0.75,,,,,,,,,,,,
,,2017 - 2018,,,,"7,370.00","6,890.00",0.93,600,600,1,,,,,,,,,
,,2018 - 2019,,,,"6,576.00","10,522.00",1.6,,,,,,,,,,,,
,,2019 - 2020,,,,"7,077.00","8,683.00",1.23,"1,085.00","1,790.00",1.65,,,,,,,,,
,,2020 - 2021,,,,"7,402.00","13,287.00",1.8,"1,085.00","1,725.00",1.59,,,,,,,,,
,,2021 - 2022,,,,"6,857.00","18,926.00",2.76,"1,085.00","1,693.00",1.56,,,,,,,,,
,,2022 - 2023,,,,"5,679.00","12,186.00",2.15,"1,065.00","1,656.00",1.55,,,,,,,,,
,7. Betul,2000 - 2001,,,,"5,490.00","5,042.00",0.92,,,,,,,,,,,,
,,2001 - 2002,,,,"5,488.00","6,290.00",1.15,,,,,,,,,,,,
,,2002 - 2003,,,,"6,353.00","5,532.00",0.87,,,,,,,,,,,,
,,2003 - 2004,,,,"8,451.00","9,968.00",1.18,,,,,,,,,,,,
,,2004 - 2005,,,,"6,390.00","7,085.00",1.11,,,,,,,,,,,,
,,2005 - 2006,,,,"5,652.00","6,040.00",1.07,,,,,,,,,,,,
,,2006 - 2007,,,,"5,705.00","5,367.00",0.94,,,,,,,,,,,,
,,2007 - 2008,,,,"5,649.00","6,114.00",1.08,,,,,,,,,,,,
,,2008 - 2009,,,,"5,585.00","5,941.00",1.06,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,"5,517.00","6,143.00",1.11,,,,,,
,,2010 - 2011,,,,"5,535.00","8,068.00",1.46,,,,,,,,,,,,
,,2011 - 2012,,,,"5,542.00","7,783.00",1.4,,,,,,,,,,,,
,,2012 - 2013,,,,"5,339.00","7,437.00",1.39,,,,,,,,,,,,
,,2013 - 2014,,,,"5,052.00","8,660.00",1.71,,,,,,,,,,,,
,,2014 - 2015,,,,"4,000.00","16,000.00",4,,,,,,,,,,,,
,,2015 - 2016,,,,"6,000.00","5,000.00",0.83,,,,,,,,,,,,
,,2016 - 2017,,,,"6,000.00","10,000.00",1.67,,,,,,,,,,,,
,,2017 - 2018,,,,"6,620.00","8,880.00",1.34,40,50,1.25,,,,,,,,,
,,2018 - 2019,,,,"4,615.00","5,589.00",1.21,,,,,,,,,,,,
,,2019 - 2020,,,,"3,440.00","3,635.00",1.06,100,140,1.4,,,,,,,,,
,,2020 - 2021,,,,"3,624.00","9,857.00",2.72,100,100,1,,,,,,,,,
,,2021 - 2022,,,,"2,501.00","4,751.00",1.9,65,65,1,,,,,,,,,
,,2022 - 2023,,,,"2,626.00","5,331.00",2.03,35,34,0.97,,,,,,,,,
,8. Bhind,2000 - 2001,,,,8,5,0.63,,,,,,,,,,,,
,,2001 - 2002,,,,8,7,0.88,,,,,,,,,,,,
,,2002 - 2003,,,,7,6,0.86,,,,,,,,,,,,
,,2003 - 2004,,,,7,6,0.86,,,,,,,,,,,,
,,2004 - 2005,,,,4,6,1.5,,,,,,,,,,,,
,,2005 - 2006,,,,2,2,1,,,,,,,,,,,,
,,2006 - 2007,,,,2,1,0.5,,,,,,,,,,,,
,,2007 - 2008,,,,1,,0,,,,,,,,,,,,
,,2018 - 2019,,,,40,29,0.73,,,,,,,,,,,,
,,2019 - 2020,,,,21,39,1.86,,,,,,,,,,,,
,,2020 - 2021,,,,88,85,0.97,,,,,,,,,,,,
,,2021 - 2022,,,,452,595,1.32,,,,,,,,,,,,
,,2022 - 2023,,,,498,"1,106.00",2.22,,,,,,,,,,,,
,9. Bhopal,2000 - 2001,,,,227,344,1.52,,,,,,,,,,,,
,,2001 - 2002,,,,240,274,1.14,,,,,,,,,,,,
,,2002 - 2003,,,,296,266,0.9,,,,,,,,,,,,
,,2003 - 2004,,,,401,424,1.06,,,,,,,,,,,,
,,2004 - 2005,,,,413,424,1.03,,,,,,,,,,,,
,,2005 - 2006,,,,426,467,1.1,,,,,,,,,,,,
,,2006 - 2007,,,,377,382,1.01,,,,,,,,,,,,
,,2007 - 2008,,,,406,464,1.14,,,,,,,,,,,,
,,2008 - 2009,,,,377,446,1.18,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,373,433,1.16,,,,,,
,,2010 - 2011,,,,319,479,1.5,,,,,,,,,,,,
,,2011 - 2012,,,,332,530,1.6,,,,,,,,,,,,
,,2012 - 2013,,,,349,679,1.95,,,,,,,,,,,,
,,2013 - 2014,,,,318,327,1.03,,,,,,,,,,,,
,,2016 - 2017,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2017 - 2018,,,,520,550,1.06,,,,,,,,,,,,
,,2018 - 2019,,,,181,274,1.51,,,,,,,,,,,,
,,2019 - 2020,,,,110,240,2.18,,,,,,,,,,,,
,,2020 - 2021,,,,77,48,0.62,,,,,,,,,,,,
,,2021 - 2022,,,,74,129,1.74,,,,,,,,,,,,
,,2022 - 2023,,,,73,151,2.07,,,,,,,,,,,,
,10. Burhanpur,2003 - 2004,,,,677,709,1.05,,,,,,,,,,,,
,,2004 - 2005,,,,556,654,1.18,,,,,,,,,,,,
,,2005 - 2006,,,,512,498,0.97,,,,,,,,,,,,
,,2006 - 2007,,,,584,579,0.99,,,,,,,,,,,,
,,2007 - 2008,,,,500,558,1.12,,,,,,,,,,,,
,,2008 - 2009,,,,505,507,1,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,485,534,1.1,,,,,,
,,2010 - 2011,,,,475,779,1.64,,,,,,,,,,,,
,,2011 - 2012,,,,434,724,1.67,,,,,,,,,,,,
,,2012 - 2013,,,,427,933,2.19,,,,,,,,,,,,
,,2013 - 2014,,,,428,534,1.25,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2017 - 2018,,,,460,790,1.72,300,580,1.93,,,,,,,,,
,,2018 - 2019,,,,186,367,1.97,,,,,,,,,,,,
,,2019 - 2020,,,,188,440,2.34,75,154,2.05,,,,,,,,,
,,2020 - 2021,,,,228,522,2.29,75,154,2.05,,,,,,,,,
,,2021 - 2022,,,,120,224,1.87,75,137,1.83,,,,,,,,,
,,2022 - 2023,,,,107,170,1.59,75,136,1.81,,,,,,,,,
,11. Chhatarpur,2000 - 2001,,,,"7,332.00","4,321.00",0.59,,,,,,,,,,,,
,,2001 - 2002,,,,"7,621.00","5,653.00",0.74,,,,,,,,,,,,
,,2002 - 2003,,,,"6,855.00","2,575.00",0.38,,,,,,,,,,,,
,,2003 - 2004,,,,"7,058.00","4,936.00",0.7,,,,,,,,,,,,
,,2004 - 2005,,,,"6,857.00","4,434.00",0.65,,,,,,,,,,,,
,,2005 - 2006,,,,"7,376.00","4,233.00",0.57,,,,,,,,,,,,
,,2006 - 2007,,,,"6,472.00","3,142.00",0.49,,,,,,,,,,,,
,,2007 - 2008,,,,"7,507.00","3,870.00",0.52,,,,,,,,,,,,
,,2008 - 2009,,,,"7,276.00","4,790.00",0.66,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,"7,262.00","4,557.00",0.63,,,,,,
,,2010 - 2011,,,,"6,458.00","5,016.00",0.78,,,,,,,,,,,,
,,2011 - 2012,,,,"5,943.00","4,632.00",0.78,,,,,,,,,,,,
,,2012 - 2013,,,,"9,637.00","13,357.00",1.39,,,,,,,,,,,,
,,2013 - 2014,,,,"11,054.00","12,292.00",1.11,,,,,,,,,,,,
,,2014 - 2015,,,,"4,000.00","8,000.00",2,,,,,,,,,,,,
,,2015 - 2016,,,,"10,000.00","6,000.00",0.6,,,,,,,,,,,,
,,2016 - 2017,,,,"13,000.00","23,000.00",1.77,,,,,,,,,,,,
,,2017 - 2018,,,,"14,020.00","19,990.00",1.43,,,,,,,,,,,,
,,2018 - 2019,,,,"14,897.00","19,962.00",1.34,,,,,,,,,,,,
,,2019 - 2020,,,,"23,572.00","29,713.00",1.26,,,,,,,,,,,,
,,2020 - 2021,,,,"35,196.00","55,821.00",1.59,,,,,,,,,,,,
,,2021 - 2022,,,,"63,552.00","74,420.00",1.17,,,,,,,,,,,,
,,2022 - 2023,,,,"71,474.00","1,08,641.00",1.52,,,,,,,,,,,,
,12. Chhindwara,2000 - 2001,,,,"27,241.00","30,921.00",1.14,,,,,,,,,,,,
,,2001 - 2002,,,,"24,340.00","24,143.00",0.99,,,,,,,,,,,,
,,2002 - 2003,,,,"27,915.00","19,364.00",0.69,,,,,,,,,,,,
,,2003 - 2004,,,,"28,047.00","43,512.00",1.55,,,,,,,,,,,,
,,2004 - 2005,,,,"25,894.00","42,097.00",1.63,,,,,,,,,,,,
,,2005 - 2006,,,,"25,862.00","30,549.00",1.18,,,,,,,,,,,,
,,2006 - 2007,,,,"24,813.00","32,963.00",1.33,,,,,,,,,,,,
,,2007 - 2008,,,,"26,113.00","34,895.00",1.34,,,,,,,,,,,,
,,2008 - 2009,,,,"25,590.00","32,791.00",1.28,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,"23,514.00","32,385.00",1.38,,,,,,
,,2010 - 2011,,,,"19,856.00","33,169.00",1.67,,,,,,,,,,,,
,,2011 - 2012,,,,"23,431.00","62,172.00",2.65,,,,,,,,,,,,
,,2012 - 2013,,,,"17,663.00","30,009.00",1.7,,,,,,,,,,,,
,,2013 - 2014,,,,"17,484.00","43,444.00",2.48,,,,,,,,,,,,
,,2014 - 2015,,,,"18,000.00","30,000.00",1.67,,,,,,,,,,,,
,,2015 - 2016,,,,"25,000.00","46,000.00",1.84,,,,,,,,,,,,
,,2016 - 2017,,,,"27,000.00","50,000.00",1.85,,,,,,,,,,,,
,,2017 - 2018,,,,"14,000.00","19,600.00",1.4,"2,440.00","5,230.00",2.14,,,,,,,,,
,,2018 - 2019,,,,"9,840.00","14,484.00",1.47,,,,,,,,,,,,
,,2019 - 2020,,,,"8,088.00","21,300.00",2.63,743,"1,070.00",1.44,,,,,,,,,
,,2020 - 2021,,,,"7,408.00","41,063.00",5.54,743,"1,048.00",1.41,,,,,,,,,
,,2021 - 2022,,,,"5,298.00","12,286.00",2.32,100,141,1.41,,,,,,,,,
,,2022 - 2023,,,,"5,075.00","11,557.00",2.28,100,141,1.41,,,,,,,,,
,13. Damoh,2000 - 2001,,,,"1,302.00","1,322.00",1.02,,,,,,,,,,,,
,,2001 - 2002,,,,"1,220.00","1,164.00",0.95,,,,,,,,,,,,
,,2002 - 2003,,,,948,518,0.55,,,,,,,,,,,,
,,2003 - 2004,,,,803,688,0.86,,,,,,,,,,,,
,,2004 - 2005,,,,530,581,1.1,,,,,,,,,,,,
,,2005 - 2006,,,,434,484,1.12,,,,,,,,,,,,
,,2006 - 2007,,,,300,228,0.76,,,,,,,,,,,,
,,2007 - 2008,,,,283,207,0.73,,,,,,,,,,,,
,,2008 - 2009,,,,338,285,0.84,,,,,,,,,,,,
,,2009 - 2010,,,,,,,,,,292,269,0.92,,,,,,
,,2010 - 2011,,,,245,334,1.36,,,,,,,,,,,,
,,2011 - 2012,,,,268,351,1.31,,,,,,,,,,,,
,,2012 - 2013,,,,184,253,1.38,,,,,,,,,,,,
,,2013 - 2014,,,,93,73,0.78,,,,,,,,,,,,
,,2014 - 2015,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2015 - 2016,,,,"1,000.00","1,000.00",1,,,,,,,,,,,,
,,2016 - 2017,,,,"2,000.00","3,000.00",1.5,,,,,,,,,,,,
,,2017 - 2018,,,,"1,650.00","2,390.00",1.45,,,,,,,,,,,,
,,2018 - 2019,,,,45,59,1.31,,,,,,,,,,,,
,,2019 - 2020,,,,61,45,0.74,,,,,,,,,,,,
,,2020 - 2021,,,,64,154,2.41,,,,,,,,,,,,
,,2021 - 2022,,,,18,43,2.39,,,,,,,,,,,,
,,2022 - 2023,,,,56,126,2.25,,,,,,,,,,,,
,14. Datia,2000 - 2001,,,,"6,928.00","7,386.00",1.07,,,,,,,,,,,,
,,2001 - 2002,,,,"11,045.00","12,407.00",1.12,,,,,,,,,,,,
,,2002 - 2003,,,,"8,285.00","5,033.00",0.61,,,,,,,,,,,,
,,2003 - 2004,,,,"9,245.00","9,089.00",0.98,,,,,,,,,,,,
,,2004 - 2005,,,,"9,314.00","7,137.00",0.77,,,,,,,,,,,,
,,2005 - 2006,,,,"8,340.00","7,622.00",0.91,,,,,,,,,,,,
,,2006 - 2007,,,,"5,998.00","4,079.00",0.68,,,,,,,,,,,,
,,2007 - 2008,,,,"5,714.00","3,715.00",0.65,,,,,,,,,,,,
