state,district,year,potato_whole_year_yield_tonne_per_hectare
,,2015 - 2016,7.57
,,2016 - 2017,7.17
,,2017 - 2018,6.78
,,2018 - 2019,7.61
,,2019 - 2020,7.33
,,2020 - 2021,7.66
,,2021 - 2022,5.0
,Banswara,2001 - 2002,2.0
,,2002 - 2003,1.4
,,2003 - 2004,2.43
,,2004 - 2005,1.44
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.33
,,2009 - 2010,1.0
,,2011 - 2012,45.0
,,2012 - 2013,45.0
,,2013 - 2014,45.0
,,2017 - 2018,45.0
,,2018 - 2019,5.0
,,2019 - 2020,1.0
,,2020 - 2021,1.92
,,2021 - 2022,1.0
,,2022 - 2023,5.0
,Baran,2000 - 2001,7.46
,,2001 - 2002,6.73
,,2002 - 2003,5.7
,,2003 - 2004,3.94
,,2004 - 2005,1.69
,,2005 - 2006,3.92
,,2006 - 2007,5.78
,,2007 - 2008,4.86
,,2008 - 2009,11.84
,,2009 - 2010,4.11
,,2010 - 2011,6.62
,,2011 - 2012,8.55
,,2012 - 2013,3.97
,,2013 - 2014,5.21
,,2014 - 2015,4.36
,,2015 - 2016,8.88
,,2016 - 2017,7.97
,,2017 - 2018,5.73
,,2018 - 2019,2.75
,,2019 - 2020,7.7
,,2020 - 2021,6.59
,,2021 - 2022,3.76
,,2022 - 2023,9.6
,Barmer,2001 - 2002,1.0
,,2009 - 2010,0.0
,,2010 - 2011,1.0
,,2014 - 2015,1.0
,,2022 - 2023,40.0
,Bharatpur,2000 - 2001,8.91
,,2001 - 2002,12.8
,,2002 - 2003,9.09
,,2003 - 2004,12.19
,,2004 - 2005,12.32
,,2005 - 2006,12.19
,,2006 - 2007,14.07
,,2007 - 2008,11.54
,,2008 - 2009,10.81
,,2009 - 2010,12.02
,,2010 - 2011,11.6
,,2011 - 2012,9.82
,,2012 - 2013,8.7
,,2013 - 2014,8.0
,,2014 - 2015,11.0
,,2015 - 2016,15.62
,,2016 - 2017,14.32
,,2017 - 2018,11.36
,,2018 - 2019,15.07
,,2019 - 2020,13.67
,,2020 - 2021,12.79
,,2021 - 2022,13.43
,,2022 - 2023,14.82
,Bhilwara,2000 - 2001,3.75
,,2001 - 2002,3.5
,,2002 - 2003,1.36
,,2003 - 2004,4.0
,,2004 - 2005,3.45
,,2005 - 2006,3.09
,,2006 - 2007,3.5
,,2007 - 2008,1.29
,,2008 - 2009,4.0
,,2009 - 2010,1.33
,,2010 - 2011,1.67
,,2011 - 2012,2.6
,,2012 - 2013,1.53
,,2013 - 2014,3.56
,,2014 - 2015,2.43
,,2015 - 2016,2.75
,,2016 - 2017,3.0
,,2017 - 2018,3.7
,,2018 - 2019,5.09
,,2019 - 2020,3.0
,,2020 - 2021,2.0
,,2021 - 2022,2.11
,,2022 - 2023,1.86
,Bikaner,2000 - 2001,0.33
,,2001 - 2002,0.5
,,2002 - 2003,0.33
,,2003 - 2004,0.5
,,2004 - 2005,0.5
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,2.5
,,2016 - 2017,2.0
,,2017 - 2018,1.27
,,2018 - 2019,1.21
,,2019 - 2020,1.27
,,2020 - 2021,13.75
,,2021 - 2022,13.19
,,2022 - 2023,22.97
,Bundi,2000 - 2001,2.76
,,2001 - 2002,2.33
,,2002 - 2003,1.81
,,2003 - 2004,2.12
,,2004 - 2005,2.77
,,2005 - 2006,4.96
,,2006 - 2007,4.79
,,2007 - 2008,4.43
,,2008 - 2009,4.34
,,2009 - 2010,4.94
,,2010 - 2011,6.85
,,2011 - 2012,5.15
,,2012 - 2013,6.73
,,2013 - 2014,10.71
,,2014 - 2015,8.77
,,2015 - 2016,6.78
,,2016 - 2017,9.44
,,2017 - 2018,8.61
,,2018 - 2019,9.73
,,2019 - 2020,6.6
,,2020 - 2021,6.27
,,2021 - 2022,4.82
,,2022 - 2023,5.36
,Chittorgarh,2000 - 2001,2.13
,,2001 - 2002,5.45
,,2002 - 2003,1.2
,,2003 - 2004,2.54
,,2004 - 2005,3.69
,,2005 - 2006,5.0
,,2006 - 2007,9.34
,,2007 - 2008,5.0
,,2008 - 2009,6.3
,,2009 - 2010,4.0
,,2010 - 2011,7.36
,,2011 - 2012,5.42
,,2012 - 2013,7.94
,,2013 - 2014,4.83
,,2014 - 2015,5.83
,,2015 - 2016,4.9
,,2016 - 2017,10.77
,,2017 - 2018,8.3
,,2018 - 2019,8.92
,,2019 - 2020,13.68
,,2020 - 2021,29.55
,,2021 - 2022,11.1
,,2022 - 2023,63.75
,Churu,2000 - 2001,1.0
,,2007 - 2008,0.5
,,2009 - 2010,1.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2014 - 2015,8.5
,,2015 - 2016,13.6
,,2016 - 2017,2.0
,,2018 - 2019,4.0
,,2019 - 2020,30.0
,,2020 - 2021,1.0
,,2021 - 2022,13.0
,Dausa,2000 - 2001,0.0
,,2001 - 2002,1.67
,,2002 - 2003,1.6
,,2003 - 2004,1.67
,,2004 - 2005,1.13
,,2005 - 2006,1.0
,,2006 - 2007,1.7
,,2007 - 2008,4.08
,,2008 - 2009,4.33
,,2009 - 2010,5.0
,,2010 - 2011,4.0
,,2011 - 2012,4.53
,,2012 - 2013,2.0
,,2013 - 2014,2.0
,,2014 - 2015,2.0
,,2015 - 2016,2.33
,,2017 - 2018,10.0
,,2019 - 2020,5.67
,,2020 - 2021,5.0
,,2021 - 2022,4.0
,,2022 - 2023,4.0
,Dholpur,2000 - 2001,4.5
,,2001 - 2002,4.51
,,2002 - 2003,1.8
,,2003 - 2004,1.5
,,2004 - 2005,23.96
,,2005 - 2006,19.99
,,2006 - 2007,12.61
,,2007 - 2008,10.0
,,2008 - 2009,10.0
,,2009 - 2010,10.0
,,2010 - 2011,2.01
,,2011 - 2012,19.99
,,2012 - 2013,12.65
,,2013 - 2014,13.0
,,2014 - 2015,11.5
,,2015 - 2016,17.0
,,2016 - 2017,24.58
,,2017 - 2018,24.19
,,2018 - 2019,19.02
,,2019 - 2020,20.0
,,2020 - 2021,20.5
,,2021 - 2022,19.71
,,2022 - 2023,19.81
,Dungarpur,2000 - 2001,3.67
,,2002 - 2003,5.0
,,2004 - 2005,4.88
,,2005 - 2006,5.0
,,2006 - 2007,5.57
,,2007 - 2008,5.0
,,2011 - 2012,6.0
,,2013 - 2014,5.0
,,2022 - 2023,5.0
,Ganganagar,2000 - 2001,20.0
,,2001 - 2002,20.0
,,2002 - 2003,20.0
,,2003 - 2004,6.74
,,2004 - 2005,0.17
,,2005 - 2006,2.64
,,2006 - 2007,29.75
,,2007 - 2008,13.34
,,2008 - 2009,11.56
,,2009 - 2010,37.72
,,2010 - 2011,19.69
,,2011 - 2012,18.0
,,2012 - 2013,20.06
,,2013 - 2014,3.29
,,2014 - 2015,31.1
,,2015 - 2016,4.34
,,2016 - 2017,34.15
,,2017 - 2018,28.07
,,2018 - 2019,11.33
,,2019 - 2020,26.47
,,2020 - 2021,17.08
,,2021 - 2022,31.11
,,2022 - 2023,4.05
,Hanumangarh,2000 - 2001,3.79
,,2001 - 2002,3.79
,,2002 - 2003,9.91
,,2003 - 2004,10.0
,,2004 - 2005,19.38
,,2005 - 2006,2.5
,,2006 - 2007,11.72
,,2007 - 2008,7.55
,,2008 - 2009,20.97
,,2009 - 2010,13.9
,,2010 - 2011,16.82
,,2011 - 2012,13.05
,,2012 - 2013,21.12
,,2013 - 2014,20.99
,,2014 - 2015,20.98
,,2015 - 2016,19.97
,,2016 - 2017,17.44
,,2017 - 2018,22.41
,,2018 - 2019,23.43
,,2019 - 2020,23.31
,,2020 - 2021,20.66
,,2021 - 2022,31.6
,,2022 - 2023,30.77
,Jaipur,2000 - 2001,0.36
,,2001 - 2002,1.0
,,2002 - 2003,3.95
,,2003 - 2004,3.39
,,2004 - 2005,2.17
,,2005 - 2006,3.0
,,2006 - 2007,7.43
,,2007 - 2008,13.28
,,2008 - 2009,8.85
,,2009 - 2010,10.0
,,2010 - 2011,8.87
,,2011 - 2012,4.57
,,2012 - 2013,8.6
,,2013 - 2014,2.0
,,2014 - 2015,1.86
,,2015 - 2016,1.5
,,2016 - 2017,1.88
,,2017 - 2018,2.6
,,2018 - 2019,3.5
,,2019 - 2020,4.15
,,2020 - 2021,0.36
,,2021 - 2022,1.17
,,2022 - 2023,1.0
,Jaisalmer,2001 - 2002,0.33
,,2003 - 2004,1.0
,,2004 - 2005,2.86
,,2007 - 2008,0.5
,,2009 - 2010,0.0
,,2013 - 2014,0.0
,,2015 - 2016,1.0
,,2021 - 2022,3.0
,Jalore,2000 - 2001,1.88
,,2001 - 2002,2.0
,,2002 - 2003,1.91
,,2003 - 2004,1.81
,,2004 - 2005,0.56
,,2005 - 2006,1.88
,,2006 - 2007,3.0
,,2007 - 2008,1.9
,,2008 - 2009,2.0
,,2009 - 2010,2.52
,,2010 - 2011,2.2
,,2011 - 2012,1.82
,,2012 - 2013,2.31
,,2013 - 2014,4.2
,,2014 - 2015,4.6
,,2015 - 2016,5.13
,,2016 - 2017,5.7
,,2017 - 2018,6.3
,,2018 - 2019,4.0
,,2019 - 2020,3.88
,,2020 - 2021,3.3
,,2021 - 2022,4.4
,,2022 - 2023,3.07
,Jhalawar,2000 - 2001,7.33
,,2001 - 2002,10.49
,,2002 - 2003,3.04
,,2003 - 2004,13.55
,,2004 - 2005,12.53
,,2005 - 2006,1.02
,,2006 - 2007,12.51
,,2007 - 2008,7.23
,,2008 - 2009,3.99
,,2009 - 2010,4.02
,,2010 - 2011,19.08
,,2011 - 2012,19.35
,,2012 - 2013,13.06
,,2013 - 2014,5.56
,,2014 - 2015,6.04
,,2015 - 2016,7.73
,,2016 - 2017,7.72
,,2017 - 2018,7.32
,,2018 - 2019,3.18
,,2019 - 2020,2.27
,,2020 - 2021,5.04
,,2021 - 2022,2.75
,,2022 - 2023,3.16
,Jhunjhunu,2001 - 2002,2.0
,,2002 - 2003,5.0
,,2003 - 2004,4.0
,,2004 - 2005,0.5
,,2005 - 2006,1.0
,,2006 - 2007,2.0
,,2007 - 2008,2.0
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,2.0
,,2011 - 2012,2.0
,,2012 - 2013,4.0
,,2013 - 2014,1.75
,,2014 - 2015,2.08
,,2015 - 2016,2.11
,,2016 - 2017,2.5
,,2017 - 2018,1.0
,,2018 - 2019,2.0
,,2019 - 2020,0.8
,,2020 - 2021,2.03
,,2021 - 2022,15.78
,,2022 - 2023,0.0
,Jodhpur,2012 - 2013,9.0
,,2015 - 2016,5.5
,,2016 - 2017,25.0
,,2017 - 2018,15.0
,,2019 - 2020,20.0
,,2020 - 2021,20.26
,,2021 - 2022,20.53
,,2022 - 2023,11.67
,Karauli,2000 - 2001,1.5
,,2001 - 2002,1.0
,,2002 - 2003,5.0
,,2003 - 2004,3.75
,,2004 - 2005,3.0
,,2005 - 2006,3.0
,,2006 - 2007,2.89
,,2007 - 2008,4.0
,,2008 - 2009,4.06
,,2009 - 2010,3.68
,,2010 - 2011,4.6
,,2011 - 2012,3.26
,,2012 - 2013,2.93
,,2013 - 2014,3.5
,,2014 - 2015,3.58
,,2015 - 2016,6.62
,,2016 - 2017,5.34
,,2017 - 2018,5.87
,,2018 - 2019,5.13
,,2019 - 2020,0.94
,,2020 - 2021,8.02
,,2021 - 2022,7.68
,,2022 - 2023,9.07
,Kota,2000 - 2001,30.0
,,2001 - 2002,30.0
,,2002 - 2003,30.0
,,2003 - 2004,25.96
,,2004 - 2005,20.0
,,2005 - 2006,10.04
,,2006 - 2007,18.93
,,2007 - 2008,20.0
,,2008 - 2009,11.91
,,2009 - 2010,15.0
,,2010 - 2011,15.0
,,2011 - 2012,15.0
,,2012 - 2013,15.0
,,2013 - 2014,15.0
,,2014 - 2015,6.08
,,2015 - 2016,12.0
,,2016 - 2017,7.75
,,2017 - 2018,5.72
,,2018 - 2019,2.43
,,2019 - 2020,5.57
,,2020 - 2021,0.06
,,2021 - 2022,0.03
,,2022 - 2023,0.03
,Nagaur,2000 - 2001,2.0
,,2001 - 2002,1.45
,,2002 - 2003,2.8
,,2003 - 2004,1.23
,,2004 - 2005,1.67
,,2005 - 2006,0.73
,,2006 - 2007,2.0
,,2008 - 2009,1.92
,,2012 - 2013,2.0
,,2013 - 2014,1.0
,,2014 - 2015,3.64
,,2015 - 2016,12.45
,,2016 - 2017,10.8
,,2017 - 2018,10.83
,,2018 - 2019,4.0
,,2019 - 2020,15.0
,,2020 - 2021,10.86
,,2021 - 2022,1.43
,,2022 - 2023,1.0
,Pali,2000 - 2001,1.0
,,2001 - 2002,1.55
,,2002 - 2003,1.0
,,2004 - 2005,1.0
,,2005 - 2006,0.0
,,2006 - 2007,0.58
,,2007 - 2008,1.5
,,2008 - 2009,1.4
,,2011 - 2012,5.0
,,2012 - 2013,0.5
,,2013 - 2014,2.0
,,2014 - 2015,2.8
,,2015 - 2016,1.0
,,2016 - 2017,1.18
,,2017 - 2018,1.47
,,2018 - 2019,1.0
,,2019 - 2020,0.0
,,2020 - 2021,2.0
,,2022 - 2023,1.5
,Pratapgarh,2008 - 2009,4.84
,,2009 - 2010,5.5
,,2011 - 2012,10.0
,,2013 - 2014,8.0
,,2014 - 2015,6.0
,,2015 - 2016,5.0
,,2016 - 2017,5.0
,,2017 - 2018,5.0
,,2018 - 2019,5.0
,,2019 - 2020,5.0
,,2020 - 2021,5.0
,Rajsamand,2001 - 2002,1.79
,,2002 - 2003,1.33
,,2003 - 2004,1.4
,,2004 - 2005,1.8
,,2005 - 2006,3.0
,,2006 - 2007,10.63
,,2007 - 2008,3.0
,,2008 - 2009,3.0
,,2009 - 2010,3.0
,,2010 - 2011,3.0
,,2011 - 2012,5.0
,,2012 - 2013,5.0
,,2013 - 2014,5.0
,,2014 - 2015,4.45
,,2015 - 2016,2.75
,,2016 - 2017,5.0
,,2017 - 2018,4.1
,,2018 - 2019,4.16
,,2019 - 2020,3.56
,,2020 - 2021,5.0
,,2021 - 2022,5.0
,,2022 - 2023,3.0
,Sawai madhopur,2000 - 2001,2.12
,,2001 - 2002,3.0
,,2002 - 2003,3.0
,,2003 - 2004,3.0
,,2004 - 2005,1.0
,,2005 - 2006,2.0
,,2006 - 2007,3.0
,,2007 - 2008,3.0
,,2008 - 2009,3.26
,,2009 - 2010,3.0
,,2010 - 2011,3.5
,,2011 - 2012,3.52
,,2012 - 2013,3.36
,,2013 - 2014,3.0
,,2014 - 2015,2.78
,,2015 - 2016,3.53
,,2016 - 2017,3.2
,,2017 - 2018,3.14
,,2018 - 2019,3.0
,,2019 - 2020,3.35
,,2020 - 2021,3.22
,,2021 - 2022,4.0
,,2022 - 2023,3.0
,Sikar,2002 - 2003,1.0
,,2003 - 2004,1.25
,,2005 - 2006,7.0
,,2006 - 2007,5.0
,,2007 - 2008,1.3
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,3.25
,,2011 - 2012,4.0
,,2012 - 2013,2.38
,,2013 - 2014,32.0
,,2014 - 2015,30.0
,,2015 - 2016,32.0
,,2016 - 2017,32.33
,,2017 - 2018,30.0
,,2018 - 2019,27.5
,,2019 - 2020,25.0
,,2020 - 2021,18.0
,,2021 - 2022,27.63
,,2022 - 2023,8.29
,Sirohi,2000 - 2001,2.99
,,2001 - 2002,2.98
,,2002 - 2003,3.0
,,2003 - 2004,3.0
,,2004 - 2005,3.0
,,2005 - 2006,3.08
,,2006 - 2007,2.99
,,2007 - 2008,2.99
,,2008 - 2009,3.0
,,2009 - 2010,3.0
,,2010 - 2011,29.71
,,2011 - 2012,7.19
,,2012 - 2013,30.0
,,2013 - 2014,30.0
,,2014 - 2015,29.62
,,2015 - 2016,30.0
,,2016 - 2017,30.0
,,2017 - 2018,30.0
,,2018 - 2019,30.0
,,2019 - 2020,30.0
,,2020 - 2021,15.0
,,2021 - 2022,30.0
,,2022 - 2023,29.55
,Tonk,2000 - 2001,4.61
,,2001 - 2002,6.18
,,2002 - 2003,6.0
,,2003 - 2004,7.82
,,2004 - 2005,8.0
,,2005 - 2006,7.5
,,2006 - 2007,2.28
,,2007 - 2008,3.38
,,2008 - 2009,6.0
,,2009 - 2010,1.38
,,2010 - 2011,6.0
,,2011 - 2012,4.97
,,2012 - 2013,6.0
,,2013 - 2014,6.0
,,2014 - 2015,5.0
,,2015 - 2016,6.0
,,2016 - 2017,6.0
,,2017 - 2018,6.0
,,2018 - 2019,6.0
,,2019 - 2020,5.91
,,2020 - 2021,6.0
,,2021 - 2022,6.0
,,2022 - 2023,6.0
,Udaipur,2000 - 2001,2.62
,,2001 - 2002,1.25
,,2002 - 2003,0.0
,,2003 - 2004,2.0
,,2004 - 2005,1.57
,,2005 - 2006,2.4
,,2006 - 2007,72.57
,,2007 - 2008,1.43
,,2008 - 2009,2.25
,,2009 - 2010,2.0
,,2010 - 2011,2.33
,,2011 - 2012,5.67
,,2013 - 2014,1.5
,,2014 - 2015,0.0
,,2015 - 2016,2.5
,,2016 - 2017,2.24
,,2017 - 2018,1.33
,,2018 - 2019,1.83
,,2019 - 2020,2.0
,,2020 - 2021,1.92
,,2021 - 2022,1.05
,,2022 - 2023,1.62
Sikkim,Gangtok,2002 - 2003,5.35
,,2003 - 2004,4.67
,Geyzing,2002 - 2003,3.43
,,2003 - 2004,4.32
,Mangan,2002 - 2003,2.67
,,2003 - 2004,4.26
,Namchi,2002 - 2003,8.95
,,2003 - 2004,4.57
Tamil Nadu,Cuddalore,2007 - 2008,17.0
,Dharmapuri,2000 - 2001,25.27
,,2002 - 2003,21.05
,,2007 - 2008,17.0
,,2011 - 2012,18.0
,,2019 - 2020,
,Dindigul,2000 - 2001,12.09
,,2002 - 2003,13.88
,,2003 - 2004,13.98
,,2004 - 2005,13.16
,,2005 - 2006,9.58
,,2006 - 2007,11.2
,,2007 - 2008,11.46
,,2008 - 2009,12.53
,,2009 - 2010,14.84
,,2011 - 2012,15.31
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Erode,2000 - 2001,18.25
,,2002 - 2003,19.02
,,2003 - 2004,15.59
,,2004 - 2005,14.47
,,2005 - 2006,14.9
,,2006 - 2007,14.92
,,2007 - 2008,16.77
,,2008 - 2009,18.44
,,2009 - 2010,18.37
,,2011 - 2012,18.24
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kanchipuram,2006 - 2007,14.88
,,2007 - 2008,17.0
,Karur,2013 - 2014,
,,2014 - 2015,
,Krishnagiri,2003 - 2004,15.48
,,2004 - 2005,17.45
,,2005 - 2006,14.9
,,2006 - 2007,14.92
,,2007 - 2008,16.77
,,2008 - 2009,18.36
,,2009 - 2010,22.58
,,2011 - 2012,21.01
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Madurai,2022 - 2023,
,Namakkal,2000 - 2001,17.17
,,2006 - 2007,14.92
,,2011 - 2012,18.0
,Pudukkottai,2006 - 2007,15.0
,Ramanathapuram,2007 - 2008,16.8
,Ranipet,2022 - 2023,
,Salem,2000 - 2001,17.2
,,2006 - 2007,15.0
,,2008 - 2009,18.0
,,2011 - 2012,18.0
,Sivaganga,2019 - 2020,
,The nilgiris,2000 - 2001,20.5
,,2002 - 2003,19.44
,,2003 - 2004,19.22
,,2004 - 2005,19.05
,,2005 - 2006,22.54
,,2006 - 2007,20.18
,,2007 - 2008,24.01
,,2008 - 2009,30.68
,,2009 - 2010,25.03
,,2011 - 2012,25.44
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Theni,2000 - 2001,17.0
,,2009 - 2010,18.5
,,2017 - 2018,
,Thiruvallur,2003 - 2004,21.0
,Tirunelveli,2000 - 2001,17.16
,,2007 - 2008,16.57
,,2011 - 2012,22.73
,Tirupathur,2022 - 2023,
,Tiruppur,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,Tiruvannamalai,2005 - 2006,15.0
,,2009 - 2010,18.0
,,2013 - 2014,
,,2019 - 2020,
,Vellore,2005 - 2006,15.0
,,2006 - 2007,15.0
,,2007 - 2008,16.8
,,2008 - 2009,18.33
,,2009 - 2010,18.33
,,2014 - 2015,
,,2016 - 2017,
,Virudhunagar,2009 - 2010,18.33
Telangana,Adilabad,2000 - 2001,3.78
,,2005 - 2006,8.5
,,2006 - 2007,15.0
,,2016 - 2017,
,Jagitial,2021 - 2022,
,Kamareddy,2020 - 2021,
,,2021 - 2022,
,Komaram bheem asifabad,2022 - 2023,
,Mahbubnagar,2005 - 2006,8.45
,,2011 - 2012,10.0
,,2013 - 2014,14.5
,,2014 - 2015,
,Medak,2000 - 2001,3.75
,,2001 - 2002,3.53
,,2002 - 2003,5.41
,,2003 - 2004,8.76
,,2004 - 2005,3.07
,,2005 - 2006,8.42
,,2006 - 2007,15.13
,,2008 - 2009,9.81
,,2009 - 2010,12.35
,,2010 - 2011,11.61
,,2011 - 2012,9.04
,,2013 - 2014,12.96
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Medchal,2016 - 2017,
,,2021 - 2022,
,Nagarkurnool,2016 - 2017,
,,2017 - 2018,
,,2020 - 2021,
,,2022 - 2023,
,Nizamabad,2000 - 2001,3.8
,Rajanna,2021 - 2022,
,Rangareddi,2000 - 2001,3.66
,,2001 - 2002,3.53
,,2002 - 2003,5.41
,,2003 - 2004,8.76
,,2004 - 2005,3.07
,,2005 - 2006,8.42
,,2006 - 2007,15.13
,,2008 - 2009,9.81
,,2009 - 2010,13.22
,,2010 - 2011,11.21
,,2011 - 2012,11.29
,,2013 - 2014,16.67
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sangareddy,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Siddipet,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Vikarabad,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Warangal urban,2020 - 2021,
,Yadadri,2016 - 2017,
,,2020 - 2021,
,,2021 - 2022,
Tripura,Dhalai,2000 - 2001,15.59
,,2001 - 2002,16.69
,,2002 - 2003,15.37
,,2003 - 2004,14.39
,North tripura,2000 - 2001,14.27
,,2001 - 2002,17.87
,,2002 - 2003,18.81
,,2003 - 2004,16.5
,South tripura,2000 - 2001,20.68
,,2001 - 2002,20.34
,,2002 - 2003,20.86
,,2003 - 2004,15.86
,West tripura,2000 - 2001,19.76
,,2001 - 2002,21.1
,,2002 - 2003,19.4
,,2003 - 2004,15.76
Uttar Pradesh,Agra,2000 - 2001,30.49
,,2001 - 2002,35.28
,,2002 - 2003,29.43
,,2003 - 2004,24.91
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Aligarh,2000 - 2001,26.35
,,2001 - 2002,26.15
,,2002 - 2003,24.52
,,2003 - 2004,22.52
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Allahabad,2000 - 2001,20.47
,,2001 - 2002,22.38
,,2002 - 2003,18.31
,,2003 - 2004,20.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ambedkar nagar,2000 - 2001,16.28
,,2001 - 2002,17.48
,,2002 - 2003,16.49
,,2003 - 2004,17.96
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Amethi,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Amroha,2000 - 2001,19.75
,,2001 - 2002,19.31
,,2002 - 2003,19.21
,,2003 - 2004,21.5
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Auraiya,2000 - 2001,22.63
,,2001 - 2002,21.72
,,2002 - 2003,26.51
,,2003 - 2004,21.58
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Azamgarh,2000 - 2001,18.55
,,2001 - 2002,26.54
,,2002 - 2003,20.9
,,2003 - 2004,16.4
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
