state,district,year,sugarcane_whole_year_yield_tonne_per_hectare
,,2015 - 2016,102.6
,,2016 - 2017,73.15
,,2017 - 2018,84.55
,,2018 - 2019,57.0
,,2019 - 2020,101.05
,,2020 - 2021,80.0
,,2021 - 2022,96.0
,,2022 - 2023,90.04
,Bengaluru urban,2000 - 2001,102.6
,,2001 - 2002,80.76
,,2002 - 2003,84.55
,,2003 - 2004,65.6
,,2006 - 2007,87.4
,,2007 - 2008,84.55
,,2010 - 2011,97.0
,,2012 - 2013,83.58
,,2014 - 2015,91.0
,,2017 - 2018,94.0
,,2018 - 2019,85.5
,,2019 - 2020,83.53
,,2020 - 2021,96.0
,,2021 - 2022,97.31
,,2022 - 2023,91.58
,Bidar,2000 - 2001,67.45
,,2001 - 2002,48.45
,,2002 - 2003,72.2
,,2003 - 2004,63.65
,,2005 - 2006,65.55
,,2006 - 2007,72.2
,,2007 - 2008,68.4
,,2008 - 2009,57.95
,,2009 - 2010,70.3
,,2010 - 2011,70.3
,,2011 - 2012,68.4
,,2012 - 2013,69.35
,,2013 - 2014,73.15
,,2014 - 2015,65.55
,,2015 - 2016,43.7
,,2016 - 2017,54.15
,,2017 - 2018,74.1
,,2018 - 2019,56.05
,,2019 - 2020,27.73
,,2020 - 2021,56.0
,,2021 - 2022,88.0
,,2022 - 2023,81.0
,Bijapur,2000 - 2001,84.55
,,2001 - 2002,52.25
,,2002 - 2003,73.15
,,2003 - 2004,62.7
,,2005 - 2006,76.0
,,2006 - 2007,63.65
,,2007 - 2008,55.1
,,2008 - 2009,53.2
,,2009 - 2010,68.4
,,2010 - 2011,83.6
,,2011 - 2012,73.15
,,2012 - 2013,74.1
,,2013 - 2014,76.95
,,2014 - 2015,79.8
,,2015 - 2016,50.35
,,2016 - 2017,68.4
,,2017 - 2018,88.35
,,2018 - 2019,80.75
,,2019 - 2020,69.52
,,2020 - 2021,79.0
,,2021 - 2022,101.0
,,2022 - 2023,93.0
,Chamarajanagar,2000 - 2001,120.65
,,2001 - 2002,95.95
,,2002 - 2003,100.7
,,2003 - 2004,82.65
,,2005 - 2006,92.15
,,2006 - 2007,87.4
,,2007 - 2008,95.0
,,2008 - 2009,82.65
,,2009 - 2010,84.55
,,2010 - 2011,104.5
,,2011 - 2012,125.4
,,2012 - 2013,74.1
,,2013 - 2014,95.0
,,2014 - 2015,83.6
,,2015 - 2016,88.35
,,2016 - 2017,69.35
,,2017 - 2018,110.2
,,2018 - 2019,97.85
,,2019 - 2020,84.76
,,2020 - 2021,105.0
,,2021 - 2022,94.0
,,2022 - 2023,70.0
,Chikballapur,2009 - 2010,95.95
,,2010 - 2011,96.9
,,2011 - 2012,91.2
,,2012 - 2013,83.6
,,2014 - 2015,91.21
,,2018 - 2019,85.5
,,2019 - 2020,83.77
,,2020 - 2021,96.0
,,2021 - 2022,95.93
,,2022 - 2023,90.33
,Chikmagalur,2000 - 2001,77.9
,,2001 - 2002,80.75
,,2002 - 2003,97.85
,,2003 - 2004,85.5
,,2005 - 2006,88.35
,,2006 - 2007,78.85
,,2007 - 2008,77.9
,,2008 - 2009,57.0
,,2009 - 2010,78.85
,,2010 - 2011,78.85
,,2011 - 2012,76.95
,,2012 - 2013,56.05
,,2013 - 2014,57.0
,,2014 - 2015,95.0
,,2015 - 2016,62.7
,,2016 - 2017,69.35
,,2017 - 2018,74.1
,,2018 - 2019,76.0
,,2019 - 2020,89.84
,,2020 - 2021,100.0
,,2021 - 2022,101.21
,,2022 - 2023,89.98
,Chitradurga,2000 - 2001,102.6
,,2001 - 2002,80.75
,,2002 - 2003,82.65
,,2003 - 2004,67.45
,,2006 - 2007,87.4
,,2007 - 2008,84.55
,,2010 - 2011,97.0
,,2011 - 2012,91.2
,,2012 - 2013,83.59
,,2015 - 2016,81.0
,,2016 - 2017,69.33
,,2017 - 2018,94.0
,,2018 - 2019,85.47
,,2019 - 2020,84.86
,,2020 - 2021,96.0
,,2021 - 2022,95.65
,,2022 - 2023,88.33
,Dakshin kannad,2000 - 2001,102.6
,,2001 - 2002,80.75
,,2002 - 2003,84.55
,,2003 - 2004,65.57
,,2006 - 2007,87.39
,,2008 - 2009,86.47
,,2009 - 2010,95.94
,,2010 - 2011,96.88
,,2011 - 2012,91.21
,,2012 - 2013,83.6
,,2013 - 2014,90.25
,,2014 - 2015,91.2
,,2015 - 2016,80.8
,,2016 - 2017,69.4
,,2018 - 2019,85.43
,,2019 - 2020,90.6
,,2020 - 2021,96.0
,,2021 - 2022,94.0
,,2022 - 2023,88.0
,Davangere,2000 - 2001,125.4
,,2001 - 2002,97.85
,,2002 - 2003,107.35
,,2003 - 2004,85.5
,,2005 - 2006,111.15
,,2006 - 2007,123.5
,,2007 - 2008,112.1
,,2008 - 2009,106.4
,,2009 - 2010,122.55
,,2010 - 2011,135.85
,,2011 - 2012,133.0
,,2012 - 2013,110.2
,,2013 - 2014,114.95
,,2014 - 2015,128.25
,,2015 - 2016,128.25
,,2016 - 2017,107.35
,,2017 - 2018,108.3
,,2018 - 2019,112.1
,,2019 - 2020,104.86
,,2020 - 2021,113.0
,,2021 - 2022,108.02
,,2022 - 2023,109.04
,Dharwad,2000 - 2001,90.25
,,2001 - 2002,73.15
,,2002 - 2003,62.7
,,2003 - 2004,32.3
,,2005 - 2006,88.35
,,2006 - 2007,64.6
,,2007 - 2008,64.6
,,2008 - 2009,61.75
,,2009 - 2010,70.3
,,2010 - 2011,56.05
,,2011 - 2012,59.85
,,2012 - 2013,65.55
,,2013 - 2014,68.4
,,2014 - 2015,74.1
,,2015 - 2016,67.45
,,2016 - 2017,69.35
,,2017 - 2018,78.85
,,2018 - 2019,68.4
,,2019 - 2020,60.48
,,2020 - 2021,77.0
,,2021 - 2022,92.0
,,2022 - 2023,78.0
,Gadag,2000 - 2001,102.6
,,2001 - 2002,80.75
,,2002 - 2003,84.55
,,2003 - 2004,65.55
,,2005 - 2006,88.34
,,2006 - 2007,87.4
,,2007 - 2008,84.55
,,2008 - 2009,86.45
,,2009 - 2010,95.95
,,2010 - 2011,96.9
,,2011 - 2012,91.2
,,2012 - 2013,83.6
,,2013 - 2014,93.1
,,2014 - 2015,105.45
,,2015 - 2016,80.75
,,2016 - 2017,56.05
,,2017 - 2018,68.4
,,2018 - 2019,57.95
,,2019 - 2020,47.33
,,2020 - 2021,50.0
,,2021 - 2022,42.01
,,2022 - 2023,51.0
,Gulbarga,2000 - 2001,70.3
,,2001 - 2002,73.15
,,2002 - 2003,50.35
,,2003 - 2004,32.3
,,2005 - 2006,60.8
,,2006 - 2007,60.8
,,2007 - 2008,62.7
,,2008 - 2009,51.3
,,2009 - 2010,63.65
,,2010 - 2011,66.5
,,2011 - 2012,40.85
,,2012 - 2013,49.4
,,2013 - 2014,60.8
,,2014 - 2015,66.5
,,2015 - 2016,41.8
,,2016 - 2017,38.0
,,2017 - 2018,68.4
,,2018 - 2019,76.95
,,2019 - 2020,80.49
,,2020 - 2021,70.0
,,2021 - 2022,96.0
,,2022 - 2023,84.0
,Hassan,2000 - 2001,112.1
,,2001 - 2002,100.7
,,2002 - 2003,97.85
,,2003 - 2004,103.55
,,2005 - 2006,101.65
,,2006 - 2007,115.9
,,2007 - 2008,81.7
,,2008 - 2009,100.7
,,2009 - 2010,116.85
,,2010 - 2011,108.3
,,2011 - 2012,97.85
,,2012 - 2013,75.05
,,2013 - 2014,83.6
,,2014 - 2015,109.25
,,2015 - 2016,142.5
,,2016 - 2017,70.3
,,2017 - 2018,127.3
,,2018 - 2019,105.45
,,2019 - 2020,68.51
,,2020 - 2021,100.0
,,2021 - 2022,91.99
,,2022 - 2023,102.01
,Haveri,2000 - 2001,95.0
,,2001 - 2002,78.85
,,2002 - 2003,37.05
,,2003 - 2004,43.7
,,2005 - 2006,88.35
,,2006 - 2007,86.45
,,2007 - 2008,71.25
,,2008 - 2009,49.4
,,2009 - 2010,75.05
,,2010 - 2011,95.0
,,2011 - 2012,82.65
,,2012 - 2013,65.55
,,2013 - 2014,118.75
,,2014 - 2015,105.45
,,2015 - 2016,97.85
,,2016 - 2017,92.15
,,2017 - 2018,86.45
,,2018 - 2019,68.4
,,2019 - 2020,47.68
,,2020 - 2021,97.0
,,2021 - 2022,87.0
,,2022 - 2023,54.0
,Kodagu,2020 - 2021,96.0
,,2021 - 2022,107.0
,Kolar,2000 - 2001,77.9
,,2001 - 2002,100.7
,,2002 - 2003,82.65
,,2003 - 2004,66.5
,,2005 - 2006,88.35
,,2006 - 2007,87.4
,,2007 - 2008,84.55
,,2010 - 2011,96.9
,,2011 - 2012,91.2
,,2012 - 2013,83.6
,,2016 - 2017,69.35
,,2018 - 2019,85.5
,,2019 - 2020,85.11
,,2020 - 2021,96.0
,,2021 - 2022,94.09
,,2022 - 2023,90.31
,Koppal,2000 - 2001,90.25
,,2001 - 2002,78.85
,,2002 - 2003,62.7
,,2007 - 2008,84.55
,,2008 - 2009,86.45
,,2009 - 2010,95.95
,,2010 - 2011,96.9
,,2011 - 2012,91.2
,,2012 - 2013,83.6
,,2013 - 2014,89.3
,,2014 - 2015,91.2
,,2015 - 2016,80.75
,,2016 - 2017,69.35
,,2017 - 2018,94.05
,,2018 - 2019,85.5
,,2019 - 2020,84.08
,,2020 - 2021,96.0
,,2021 - 2022,95.99
,,2022 - 2023,90.0
,Mandya,2000 - 2001,131.1
,,2001 - 2002,121.6
,,2002 - 2003,113.05
,,2003 - 2004,113.05
,,2005 - 2006,105.45
,,2006 - 2007,110.2
,,2007 - 2008,97.85
,,2008 - 2009,118.75
,,2009 - 2010,110.2
,,2010 - 2011,132.05
,,2011 - 2012,132.05
,,2012 - 2013,120.65
,,2013 - 2014,128.25
,,2014 - 2015,117.8
,,2015 - 2016,110.2
,,2016 - 2017,124.45
,,2017 - 2018,112.1
,,2018 - 2019,107.35
,,2019 - 2020,107.09
,,2020 - 2021,111.0
,,2021 - 2022,118.0
,,2022 - 2023,112.0
,Mysore,2000 - 2001,77.9
,,2001 - 2002,89.3
,,2002 - 2003,103.55
,,2003 - 2004,127.3
,,2005 - 2006,113.05
,,2006 - 2007,142.5
,,2007 - 2008,117.8
,,2008 - 2009,114.0
,,2009 - 2010,106.4
,,2010 - 2011,111.15
,,2011 - 2012,103.55
,,2012 - 2013,83.6
,,2013 - 2014,85.5
,,2014 - 2015,91.2
,,2015 - 2016,98.8
,,2016 - 2017,99.75
,,2017 - 2018,122.55
,,2018 - 2019,92.15
,,2019 - 2020,113.08
,,2020 - 2021,136.0
,,2021 - 2022,113.0
,,2022 - 2023,121.0
,Raichur,2000 - 2001,102.61
,,2001 - 2002,80.76
,,2002 - 2003,84.55
,,2003 - 2004,65.57
,,2005 - 2006,88.33
,,2006 - 2007,87.4
,,2007 - 2008,84.56
,,2009 - 2010,95.97
,,2010 - 2011,96.9
,,2012 - 2013,83.6
,,2013 - 2014,89.3
,,2014 - 2015,91.2
,,2018 - 2019,85.5
,,2019 - 2020,84.0
,,2020 - 2021,96.0
,,2021 - 2022,96.0
,,2022 - 2023,89.99
,Ramanagara,2007 - 2008,68.4
,,2008 - 2009,92.15
,,2009 - 2010,101.65
,,2010 - 2011,109.25
,,2011 - 2012,84.55
,,2012 - 2013,92.15
,,2013 - 2014,76.95
,,2014 - 2015,65.55
,,2015 - 2016,92.15
,,2016 - 2017,104.5
,,2017 - 2018,77.9
,,2018 - 2019,85.5
,,2019 - 2020,66.58
,,2020 - 2021,40.0
,,2021 - 2022,64.93
,,2022 - 2023,44.02
,Shimoga,2000 - 2001,118.75
,,2001 - 2002,105.45
,,2002 - 2003,131.1
,,2003 - 2004,123.5
,,2005 - 2006,109.25
,,2006 - 2007,105.45
,,2007 - 2008,87.4
,,2008 - 2009,99.75
,,2009 - 2010,121.6
,,2010 - 2011,110.2
,,2011 - 2012,105.45
,,2012 - 2013,114.0
,,2013 - 2014,95.95
,,2014 - 2015,99.75
,,2015 - 2016,90.25
,,2016 - 2017,86.45
,,2017 - 2018,88.35
,,2018 - 2019,95.0
,,2019 - 2020,106.37
,,2020 - 2021,120.0
,,2021 - 2022,135.93
,,2022 - 2023,127.02
,Tumkur,2000 - 2001,102.6
,,2001 - 2002,80.75
,,2002 - 2003,92.15
,,2003 - 2004,66.5
,,2005 - 2006,88.35
,,2006 - 2007,87.4
,,2007 - 2008,84.55
,,2008 - 2009,86.45
,,2009 - 2010,112.1
,,2010 - 2011,97.85
,,2011 - 2012,86.45
,,2012 - 2013,84.55
,,2013 - 2014,78.85
,,2014 - 2015,104.5
,,2015 - 2016,104.5
,,2016 - 2017,90.25
,,2017 - 2018,94.05
,,2018 - 2019,85.5
,,2019 - 2020,118.22
,,2020 - 2021,92.0
,,2021 - 2022,103.88
,,2022 - 2023,80.09
,Udupi,2000 - 2001,93.1
,,2001 - 2002,80.75
,,2002 - 2003,84.55
,,2003 - 2004,65.55
,,2005 - 2006,88.36
,,2006 - 2007,87.4
,,2007 - 2008,84.57
,,2008 - 2009,86.4
,,2009 - 2010,95.95
,,2010 - 2011,96.9
,,2011 - 2012,91.2
,,2012 - 2013,83.61
,,2013 - 2014,89.31
,,2014 - 2015,91.19
,,2015 - 2016,80.73
,,2016 - 2017,69.36
,,2017 - 2018,94.09
,,2018 - 2019,85.5
,,2019 - 2020,83.1
,,2020 - 2021,96.0
,,2021 - 2022,93.62
,,2022 - 2023,88.18
,Uttar kannad,2000 - 2001,93.1
,,2001 - 2002,80.75
,,2002 - 2003,62.7
,,2003 - 2004,65.55
,,2005 - 2006,88.35
,,2006 - 2007,87.4
,,2007 - 2008,84.55
,,2008 - 2009,86.45
,,2009 - 2010,83.6
,,2010 - 2011,106.4
,,2011 - 2012,55.1
,,2012 - 2013,106.4
,,2013 - 2014,78.85
,,2014 - 2015,77.9
,,2015 - 2016,73.15
,,2016 - 2017,62.7
,,2018 - 2019,68.4
,,2019 - 2020,57.92
,,2020 - 2021,68.0
,,2021 - 2022,92.0
,,2022 - 2023,74.0
,Vijayanagar,2022 - 2023,70.0
,Yadgir,2010 - 2011,96.9
,,2011 - 2012,91.2
,,2012 - 2013,83.6
,,2013 - 2014,89.3
,,2014 - 2015,91.2
,,2015 - 2016,80.75
,,2016 - 2017,69.35
,,2017 - 2018,94.05
,,2018 - 2019,85.5
,,2019 - 2020,84.11
,,2020 - 2021,96.0
,,2021 - 2022,96.02
,,2022 - 2023,89.99
Kerala,Alappuzha,2000 - 2001,68.1
,,2001 - 2002,68.08
,,2002 - 2003,68.08
,,2003 - 2004,68.09
,,2004 - 2005,68.09
,,2005 - 2006,55.0
,,2006 - 2007,59.58
,,2007 - 2008,74.8
,,2008 - 2009,92.17
,,2009 - 2010,87.73
,,2010 - 2011,87.59
,,2011 - 2012,87.82
,,2012 - 2013,87.53
,,2013 - 2014,89.56
,,2014 - 2015,4.55
,,2015 - 2016,87.54
,,2016 - 2017,80.5
,,2017 - 2018,82.14
,,2018 - 2019,53.0
,,2019 - 2020,75.11
,,2020 - 2021,7.18
,,2021 - 2022,7.9
,,2022 - 2023,8.49
,Ernakulam,2000 - 2001,125.71
,,2001 - 2002,125.83
,,2002 - 2003,126.25
,,2003 - 2004,130.0
,,2004 - 2005,130.0
,,2005 - 2006,66.67
,,2007 - 2008,28.75
,,2008 - 2009,0.0
,,2009 - 2010,0.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2012 - 2013,0.0
,,2013 - 2014,0.0
,,2014 - 2015,0.0
,,2015 - 2016,0.0
,,2016 - 2017,0.0
,,2017 - 2018,0.0
,,2018 - 2019,85.0
,,2019 - 2020,0.0
,,2020 - 2021,5.0
,,2021 - 2022,2.5
,,2022 - 2023,7.12
,Idukki,2000 - 2001,84.47
,,2001 - 2002,84.46
,,2002 - 2003,84.47
,,2003 - 2004,84.4
,,2004 - 2005,84.39
,,2005 - 2006,67.89
,,2006 - 2007,62.43
,,2007 - 2008,60.93
,,2008 - 2009,76.94
,,2009 - 2010,100.88
,,2010 - 2011,100.03
,,2011 - 2012,106.98
,,2012 - 2013,104.46
,,2013 - 2014,105.78
,,2014 - 2015,107.7
,,2015 - 2016,112.21
,,2016 - 2017,112.8
,,2017 - 2018,112.3
,,2018 - 2019,110.1
,,2019 - 2020,132.9
,,2020 - 2021,12.03
,,2021 - 2022,11.8
,,2022 - 2023,11.26
,Kannur,2000 - 2001,162.0
,,2002 - 2003,162.0
,,2003 - 2004,163.33
,,2004 - 2005,162.5
,,2005 - 2006,97.5
,,2006 - 2007,15.0
,,2007 - 2008,25.0
,,2008 - 2009,180.5
,,2009 - 2010,150.0
,,2010 - 2011,141.28
,,2011 - 2012,115.0
,,2012 - 2013,112.5
,,2013 - 2014,90.0
,,2014 - 2015,134.11
,,2015 - 2016,134.27
,,2016 - 2017,112.64
,,2017 - 2018,136.88
,,2018 - 2019,104.21
,,2019 - 2020,69.11
,,2020 - 2021,11.15
,,2021 - 2022,9.99
,,2022 - 2023,7.68
,Kasaragod,2000 - 2001,36.67
,,2002 - 2003,36.67
,,2003 - 2004,40.0
,,2004 - 2005,40.0
,,2005 - 2006,5.0
,,2006 - 2007,10.0
,,2007 - 2008,50.0
,,2008 - 2009,0.0
,,2009 - 2010,60.0
,,2010 - 2011,31.05
,,2011 - 2012,7.94
,,2012 - 2013,30.0
,,2013 - 2014,0.0
,,2014 - 2015,0.0
,,2015 - 2016,0.0
,Kollam,2000 - 2001,103.33
,,2001 - 2002,103.33
,,2002 - 2003,100.0
,,2003 - 2004,100.0
,,2004 - 2005,100.0
,,2005 - 2006,60.0
,,2006 - 2007,20.0
,,2007 - 2008,20.0
,,2008 - 2009,0.0
,,2009 - 2010,0.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2013 - 2014,0.0
,,2014 - 2015,0.0
,,2015 - 2016,0.0
,,2019 - 2020,110.4
,Kottayam,2000 - 2001,46.43
,,2001 - 2002,48.24
,,2002 - 2003,48.33
,,2003 - 2004,48.29
,,2004 - 2005,48.3
,,2005 - 2006,64.29
,,2006 - 2007,40.75
,,2007 - 2008,34.48
,,2008 - 2009,68.75
,,2009 - 2010,47.42
,,2010 - 2011,88.76
,,2011 - 2012,94.03
,,2012 - 2013,83.85
,,2013 - 2014,77.14
,,2014 - 2015,71.5
,,2015 - 2016,83.39
,,2016 - 2017,77.76
,,2017 - 2018,82.94
,,2018 - 2019,70.89
,,2019 - 2020,79.52
,,2020 - 2021,7.29
,,2021 - 2022,6.61
,,2022 - 2023,5.47
,Kozhikode,2000 - 2001,100.0
,,2001 - 2002,100.0
,,2009 - 2010,0.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2014 - 2015,0.0
,,2015 - 2016,0.0
,,2016 - 2017,0.0
,,2017 - 2018,0.0
,,2019 - 2020,87.0
,Malappuram,2000 - 2001,102.0
,,2001 - 2002,101.43
,,2002 - 2003,101.82
,,2003 - 2004,102.5
,,2004 - 2005,103.33
,,2005 - 2006,90.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2012 - 2013,0.0
,,2015 - 2016,0.0
,,2018 - 2019,85.04
,,2019 - 2020,87.08
,,2020 - 2021,9.25
,Palakkad,2000 - 2001,85.07
,,2001 - 2002,85.07
,,2002 - 2003,85.07
,,2003 - 2004,85.1
,,2004 - 2005,85.1
,,2005 - 2006,96.81
,,2006 - 2007,45.59
,,2007 - 2008,35.16
,,2008 - 2009,87.6
,,2009 - 2010,84.62
,,2010 - 2011,82.4
,,2011 - 2012,76.02
,,2012 - 2013,53.26
,,2013 - 2014,83.62
,,2014 - 2015,84.51
,,2015 - 2016,81.56
,,2016 - 2017,83.0
,,2017 - 2018,96.25
,,2018 - 2019,74.25
,,2019 - 2020,80.37
,,2020 - 2021,4.64
,,2021 - 2022,6.78
,,2022 - 2023,9.85
,Pathanamthitta,2000 - 2001,48.88
,,2001 - 2002,48.87
,,2002 - 2003,48.84
,,2003 - 2004,48.84
,,2004 - 2005,48.86
,,2005 - 2006,36.73
,,2006 - 2007,33.33
,,2007 - 2008,9.78
,,2008 - 2009,229.29
,,2009 - 2010,80.0
,,2010 - 2011,43.0
,,2011 - 2012,44.26
,,2012 - 2013,44.0
,,2013 - 2014,105.63
,,2014 - 2015,100.0
,,2015 - 2016,83.05
,,2016 - 2017,110.13
,,2017 - 2018,103.19
,,2018 - 2019,66.7
,,2019 - 2020,116.85
,,2020 - 2021,10.87
,,2021 - 2022,8.56
,,2022 - 2023,8.49
,Thiruvananthapuram,2000 - 2001,100.0
,,2001 - 2002,100.0
,,2003 - 2004,0.0
,,2004 - 2005,0.0
,,2005 - 2006,60.0
,,2006 - 2007,20.0
,,2007 - 2008,40.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2014 - 2015,0.0
,,2015 - 2016,0.0
,Thrissur,2000 - 2001,100.0
,,2001 - 2002,100.0
,,2002 - 2003,100.0
,,2003 - 2004,100.0
,,2004 - 2005,100.0
,,2005 - 2006,70.0
,,2009 - 2010,0.0
,,2010 - 2011,0.0
,,2011 - 2012,0.0
,,2012 - 2013,20.0
,,2013 - 2014,103.45
,,2014 - 2015,83.33
,,2015 - 2016,9.56
,Wayanad,2000 - 2001,100.0
,,2001 - 2002,100.0
,,2002 - 2003,100.0
,,2003 - 2004,100.0
,,2004 - 2005,100.0
,,2005 - 2006,90.0
,,2006 - 2007,30.0
,,2007 - 2008,30.0
,,2008 - 2009,0.0
,,2009 - 2010,0.0
,,2010 - 2011,7.13
,,2011 - 2012,0.0
,,2012 - 2013,0.0
,,2013 - 2014,0.0
,,2014 - 2015,0.0
,,2015 - 2016,0.0
,,2017 - 2018,0.0
Madhya Pradesh,Agar malwa,2013 - 2014,37.86
,,2018 - 2019,4.0
,,2019 - 2020,3.0
,,2020 - 2021,0.0
,,2021 - 2022,30.0
,Alirajpur,2008 - 2009,30.0
,,2009 - 2010,30.0
,,2012 - 2013,36.67
,,2013 - 2014,50.0
,,2014 - 2015,20.0
,,2018 - 2019,3.0
,,2020 - 2021,0.0
,,2021 - 2022,10.0
,,2022 - 2023,2.0
,Anuppur,2002 - 2003,0.0
,,2003 - 2004,25.56
,,2004 - 2005,25.71
,,2006 - 2007,36.25
,,2007 - 2008,22.86
,,2008 - 2009,36.0
,,2009 - 2010,32.5
,,2010 - 2011,15.0
,,2017 - 2018,3.0
,,2018 - 2019,2.56
,,2019 - 2020,2.56
,,2020 - 2021,4.06
,,2021 - 2022,32.0
,,2022 - 2023,2.82
,Ashoknagar,2003 - 2004,23.19
,,2004 - 2005,23.21
,,2005 - 2006,21.87
,,2006 - 2007,24.85
,,2007 - 2008,24.52
,,2008 - 2009,24.85
,,2009 - 2010,24.2
,,2010 - 2011,18.25
,,2011 - 2012,22.37
,,2012 - 2013,34.69
,,2013 - 2014,32.96
,,2014 - 2015,30.0
,,2018 - 2019,3.25
,,2019 - 2020,3.6
,,2020 - 2021,43.0
,,2021 - 2022,25.05
,,2022 - 2023,3.25
,Balaghat,2000 - 2001,20.26
,,2001 - 2002,39.98
,,2002 - 2003,43.31
,,2003 - 2004,39.98
,,2004 - 2005,39.97
,,2005 - 2006,41.27
,,2006 - 2007,39.99
,,2007 - 2008,39.97
,,2008 - 2009,49.96
,,2009 - 2010,49.97
,,2010 - 2011,49.97
,,2011 - 2012,37.11
,,2012 - 2013,49.97
,,2013 - 2014,53.3
,,2014 - 2015,50.0
,,2015 - 2016,30.0
,,2017 - 2018,5.15
,,2018 - 2019,5.0
,,2019 - 2020,5.33
,,2020 - 2021,8.4
,,2021 - 2022,86.0
,,2022 - 2023,8.6
,Barwani,2000 - 2001,9.83
,,2001 - 2002,31.37
,,2002 - 2003,36.04
,,2003 - 2004,34.73
,,2004 - 2005,29.68
,,2005 - 2006,26.31
,,2006 - 2007,30.7
,,2007 - 2008,24.12
,,2008 - 2009,28.51
,,2009 - 2010,24.56
,,2010 - 2011,35.09
,,2011 - 2012,29.17
,,2012 - 2013,48.55
,,2013 - 2014,41.68
,,2014 - 2015,30.0
,,2016 - 2017,18.0
,,2017 - 2018,5.82
,,2018 - 2019,5.28
,,2019 - 2020,4.75
,,2020 - 2021,68.5
,,2021 - 2022,68.5
,,2022 - 2023,6.85
,Betul,2000 - 2001,21.13
,,2001 - 2002,42.13
,,2002 - 2003,43.43
,,2003 - 2004,44.72
,,2004 - 2005,41.48
,,2005 - 2006,43.59
,,2006 - 2007,42.29
,,2007 - 2008,45.54
,,2008 - 2009,44.89
,,2009 - 2010,45.54
,,2010 - 2011,35.83
,,2011 - 2012,39.05
,,2012 - 2013,56.29
,,2013 - 2014,61.12
,,2014 - 2015,28.75
,,2015 - 2016,48.0
,,2016 - 2017,28.17
,,2017 - 2018,6.34
,,2018 - 2019,4.29
,,2019 - 2020,5.63
,,2020 - 2021,10.0
,,2021 - 2022,76.5
,,2022 - 2023,7.61
,Bhind,2000 - 2001,22.13
,,2001 - 2002,25.35
,,2002 - 2003,25.2
,,2003 - 2004,25.19
,,2004 - 2005,25.26
,,2005 - 2006,25.33
,,2006 - 2007,25.3
,,2007 - 2008,25.28
,,2008 - 2009,18.97
,,2009 - 2010,20.0
,,2010 - 2011,26.25
,,2011 - 2012,19.62
,,2012 - 2013,15.63
,,2013 - 2014,28.0
,,2018 - 2019,3.08
,,2019 - 2020,6.1
,,2020 - 2021,0.0
,,2021 - 2022,40.0
,,2022 - 2023,4.9
,Bhopal,2000 - 2001,14.3
,,2001 - 2002,21.67
,,2002 - 2003,19.88
,,2003 - 2004,21.69
,,2004 - 2005,22.05
,,2005 - 2006,22.88
,,2006 - 2007,26.46
,,2007 - 2008,25.36
,,2008 - 2009,21.41
,,2009 - 2010,24.33
,,2010 - 2011,21.06
,,2011 - 2012,23.2
,,2012 - 2013,29.77
,,2013 - 2014,29.37
,,2014 - 2015,20.0
,,2016 - 2017,36.67
,,2018 - 2019,2.41
,,2019 - 2020,2.76
,,2020 - 2021,4.91
,,2021 - 2022,50.0
,,2022 - 2023,5.14
,Burhanpur,2003 - 2004,56.6
,,2004 - 2005,55.9
,,2005 - 2006,55.9
,,2006 - 2007,55.9
,,2007 - 2008,55.9
,,2008 - 2009,52.41
,,2009 - 2010,48.92
,,2010 - 2011,52.72
,,2011 - 2012,51.95
,,2012 - 2013,68.31
,,2013 - 2014,61.04
,,2014 - 2015,40.0
,,2015 - 2016,65.0
,,2017 - 2018,6.45
,,2018 - 2019,3.25
,,2019 - 2020,6.84
,,2020 - 2021,67.85
,,2021 - 2022,68.5
,,2022 - 2023,6.85
,Chhatarpur,2000 - 2001,11.05
,,2001 - 2002,22.34
,,2002 - 2003,22.34
,,2003 - 2004,23.9
,,2004 - 2005,20.41
,,2005 - 2006,21.29
,,2006 - 2007,18.39
,,2007 - 2008,16.86
,,2008 - 2009,23.46
,,2009 - 2010,24.32
,,2010 - 2011,22.35
,,2011 - 2012,16.31
,,2012 - 2013,21.86
,,2013 - 2014,36.39
,,2014 - 2015,20.0
,,2016 - 2017,30.43
,,2017 - 2018,2.17
,,2018 - 2019,3.26
,,2019 - 2020,2.74
,,2020 - 2021,3.36
,,2021 - 2022,33.75
,,2022 - 2023,3.05
,Chhindwara,2000 - 2001,28.25
,,2001 - 2002,44.04
,,2002 - 2003,57.6
,,2003 - 2004,64.37
,,2004 - 2005,57.59
,,2005 - 2006,61.83
,,2006 - 2007,65.22
,,2007 - 2008,66.91
,,2008 - 2009,65.22
,,2009 - 2010,66.06
,,2010 - 2011,67.76
,,2011 - 2012,68.24
,,2012 - 2013,67.9
,,2013 - 2014,69.32
,,2014 - 2015,58.33
,,2015 - 2016,47.5
,,2017 - 2018,4.0
,,2018 - 2019,8.06
,,2019 - 2020,8.46
,,2020 - 2021,9.7
,,2021 - 2022,97.5
,,2022 - 2023,9.75
,Damoh,2000 - 2001,7.81
,,2001 - 2002,25.45
,,2002 - 2003,22.44
