state,district,year,sugarcane_whole_year_area_hectare,sugarcane_whole_year_production_tonne,sugarcane_whole_year_yield_tonne_per_hectare,sugarcane_autumn_area_hectare,sugarcane_autumn_production_tonne,sugarcane_autumn_yield_tonne_per_hectare,sugarcane_kharif_area_hectare,sugarcane_kharif_production_tonne,sugarcane_kharif_yield_tonne_per_hectare,sugarcane_winter_area_hectare,sugarcane_winter_production_tonne,sugarcane_winter_yield_tonne_per_hectare,sugarcane_rabi_area_hectare,sugarcane_rabi_production_tonne,sugarcane_rabi_yield_tonne_per_hectare,sugarcane_summer_area_hectare,sugarcane_summer_production_tonne,sugarcane_summer_yield_tonne_per_hectare
,,2019 - 2020,,,,,,,241.0,,43.42,,,,,,,,,
,,2020 - 2021,,,,,,,242.0,,45.34,,,,,,,,,
,,2021 - 2022,150.0,,12.3,,,,,,,,,,,,,,,
,,2022 - 2023,102.0,,43.49,,,,,,,,,,,,,,,
Odisha,Anugul,2000 - 2001,180.0,,52.13,,,,,,,,,,,,,,,
,,2001 - 2002,173.0,,55.32,,,,,,,,,,,,,,,
,,2002 - 2003,223.0,,46.27,,,,,,,,,,,,,,,
,,2003 - 2004,321.0,,53.5,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,148.0,,54.37,,,,,,
,,2005 - 2006,,,,,,,,,,180.0,,53.59,,,,,,
,,2006 - 2007,,,,,,,,,,120.0,,58.9,,,,,,
,,2007 - 2008,,,,,,,,,,180.0,,59.86,,,,,,
,,2008 - 2009,,,,,,,,,,112.0,,57.73,,,,,,
,,2009 - 2010,,,,,,,,,,57.0,,52.78,,,,,,
,,2010 - 2011,,,,,,,,,,107.0,,51.76,,,,,,
,,2011 - 2012,,,,,,,,,,61.0,,50.26,,,,,,
,,2012 - 2013,,,,,,,,,,75.0,,55.56,,,,,,
,,2013 - 2014,,,,,,,,,,42.0,,55.12,,,,,,
,,2014 - 2015,,,,,,,,,,43.0,,48.84,,,,,,
,,2015 - 2016,,,,,,,,,,10.0,570.2,57.02,,,,,,
,,2016 - 2017,,,,,,,,,,38.0,,52.54,,,,,,
,,2017 - 2018,,,,,,,,,,20.0,891.8,44.59,,,,,,
,,2018 - 2019,,,,,,,,,,19.0,869.3,45.75,,,,,,
,,2019 - 2020,,,,,,,,,,6.0,351.4,58.57,,,,,,
,,2020 - 2021,,,,,,,,,,8.0,736.0,92.0,,,,,,
,,2021 - 2022,,,,,,,,,,16.0,660.1,41.26,,,,,,
,,2022 - 2023,,,,,,,,,,55.0,,52.27,,,,,,
,Balangir,2000 - 2001,,,59.3,,,,,,,,,,,,,,,
,,2001 - 2002,732.0,,57.92,,,,,,,,,,,,,,,
,,2002 - 2003,327.0,,56.57,,,,,,,,,,,,,,,
,,2003 - 2004,347.0,,61.63,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,958.0,,70.79,,,,,,
,,2005 - 2006,,,,,,,,,,938.0,,63.34,,,,,,
,,2006 - 2007,,,,,,,,,,934.0,,64.29,,,,,,
,,2007 - 2008,,,,,,,,,,869.0,,66.77,,,,,,
,,2008 - 2009,,,,,,,,,,605.0,,65.54,,,,,,
,,2009 - 2010,,,,,,,,,,544.0,,72.21,,,,,,
,,2010 - 2011,,,,,,,,,,490.0,,70.1,,,,,,
,,2011 - 2012,,,,,,,,,,663.0,,71.74,,,,,,
,,2012 - 2013,,,,,,,,,,648.0,,80.06,,,,,,
,,2013 - 2014,,,,,,,,,,465.0,,84.88,,,,,,
,,2014 - 2015,,,,,,,,,,291.0,,60.24,,,,,,
,,2015 - 2016,,,,,,,,,,323.0,,70.31,,,,,,
,,2016 - 2017,,,,,,,,,,155.0,,50.23,,,,,,
,,2017 - 2018,,,,,,,,,,3.0,145.2,48.4,,,,,,
,,2018 - 2019,,,,,,,,,,86.0,,60.55,,,,,,
,,2019 - 2020,,,,,,,,,,8.0,481.6,60.2,,,,,,
,,2020 - 2021,,,,,,,,,,36.0,,44.95,,,,,,
,,2021 - 2022,,,,,,,,,,108.0,,63.3,,,,,,
,,2022 - 2023,,,,,,,,,,122.0,,46.0,,,,,,
,Baleshwar,2000 - 2001,200.0,,46.92,,,,,,,,,,,,,,,
,,2001 - 2002,157.0,,42.07,,,,,,,,,,,,,,,
,,2002 - 2003,253.0,,35.32,,,,,,,,,,,,,,,
,,2003 - 2004,118.0,,53.63,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,102.0,,48.76,,,,,,
,,2005 - 2006,,,,,,,,,,293.0,,49.09,,,,,,
,,2006 - 2007,,,,,,,,,,305.0,,52.43,,,,,,
,,2007 - 2008,,,,,,,,,,100.0,,34.99,,,,,,
,,2008 - 2009,,,,,,,,,,117.0,,37.91,,,,,,
,,2009 - 2010,,,,,,,,,,52.0,,51.56,,,,,,
,,2010 - 2011,,,,,,,,,,94.0,,47.57,,,,,,
,,2011 - 2012,,,,,,,,,,9.0,484.8,53.87,,,,,,
,,2012 - 2013,,,,,,,,,,63.0,,56.84,,,,,,
,,2013 - 2014,,,,,,,,,,71.0,,47.44,,,,,,
,,2014 - 2015,,,,,,,,,,187.0,,34.4,,,,,,
,,2015 - 2016,,,,,,,,,,508.0,,53.47,,,,,,
,,2016 - 2017,,,,,,,,,,9.0,568.8,63.2,,,,,,
,,2018 - 2019,,,,,,,,,,1.0,10.0,10.0,,,,,,
,,2019 - 2020,,,,,,,,,,11.0,404.8,36.8,,,,,,
,,2020 - 2021,,,,,,,,,,125.0,,56.8,,,,,,
,Bargarh,2000 - 2001,,,66.62,,,,,,,,,,,,,,,
,,2001 - 2002,,,70.87,,,,,,,,,,,,,,,
,,2002 - 2003,,,61.12,,,,,,,,,,,,,,,
,,2003 - 2004,,,74.66,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,72.89,,,,,,
,,2005 - 2006,,,,,,,,,,500.0,,67.66,,,,,,
,,2006 - 2007,,,,,,,,,,934.0,,68.73,,,,,,
,,2007 - 2008,,,,,,,,,,742.0,,64.13,,,,,,
,,2008 - 2009,,,,,,,,,,415.0,,66.51,,,,,,
,,2009 - 2010,,,,,,,,,,196.0,,69.59,,,,,,
,,2010 - 2011,,,,,,,,,,494.0,,69.61,,,,,,
,,2011 - 2012,,,,,,,,,,854.0,,74.8,,,,,,
,,2012 - 2013,,,,,,,,,,763.0,,81.85,,,,,,
,,2013 - 2014,,,,,,,,,,708.0,,78.63,,,,,,
,,2014 - 2015,,,,,,,,,,431.0,,84.17,,,,,,
,,2015 - 2016,,,,,,,,,,282.0,,78.83,,,,,,
,,2016 - 2017,,,,,,,,,,142.0,,91.24,,,,,,
,,2017 - 2018,,,,,,,,,,39.0,,85.2,,,,,,
,,2018 - 2019,,,,,,,,,,4.0,323.7,80.93,,,,,,
,,2019 - 2020,,,,,,,,,,39.0,,68.7,,,,,,
,,2020 - 2021,,,,,,,,,,4.0,360.0,90.0,,,,,,
,,2021 - 2022,,,,,,,,,,19.0,,84.4,,,,,,
,,2022 - 2023,,,,,,,,,,43.0,,91.68,,,,,,
,Bhadrak,2000 - 2001,310.0,,57.77,,,,,,,,,,,,,,,
,,2001 - 2002,143.0,,58.91,,,,,,,,,,,,,,,
,,2002 - 2003,252.0,,78.51,,,,,,,,,,,,,,,
,,2003 - 2004,256.0,,61.44,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,299.0,,59.32,,,,,,
,,2005 - 2006,,,,,,,,,,315.0,,66.82,,,,,,
,,2006 - 2007,,,,,,,,,,196.0,,61.08,,,,,,
,,2007 - 2008,,,,,,,,,,367.0,,57.98,,,,,,
,,2008 - 2009,,,,,,,,,,144.0,,61.72,,,,,,
,,2009 - 2010,,,,,,,,,,147.0,,52.31,,,,,,
,,2010 - 2011,,,,,,,,,,228.0,,71.94,,,,,,
,,2011 - 2012,,,,,,,,,,138.0,,48.36,,,,,,
,,2012 - 2013,,,,,,,,,,14.0,823.2,58.8,,,,,,
,,2013 - 2014,,,,,,,,,,116.0,,56.69,,,,,,
,,2014 - 2015,,,,,,,,,,117.0,,48.0,,,,,,
,,2015 - 2016,,,,,,,,,,101.0,,64.91,,,,,,
,,2016 - 2017,,,,,,,,,,77.0,,59.85,,,,,,
,,2017 - 2018,,,,,,,,,,24.0,,45.4,,,,,,
,,2018 - 2019,,,,,,,,,,104.0,,37.53,,,,,,
,,2019 - 2020,,,,,,,,,,39.0,,47.49,,,,,,
,,2020 - 2021,,,,,,,,,,80.0,,38.0,,,,,,
,,2021 - 2022,,,,,,,,,,61.0,,45.32,,,,,,
,,2022 - 2023,,,,,,,,,,44.0,,31.87,,,,,,
,Boudh,2000 - 2001,63.0,,45.19,,,,,,,,,,,,,,,
,,2001 - 2002,76.0,,43.65,,,,,,,,,,,,,,,
,,2002 - 2003,37.0,,43.57,,,,,,,,,,,,,,,
,,2003 - 2004,28.0,,47.01,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,25.0,,44.51,,,,,,
,,2005 - 2006,,,,,,,,,,11.0,560.1,50.92,,,,,,
,,2006 - 2007,,,,,,,,,,33.0,,50.78,,,,,,
,,2007 - 2008,,,,,,,,,,23.0,,53.65,,,,,,
,,2008 - 2009,,,,,,,,,,13.0,696.1,53.55,,,,,,
,,2009 - 2010,,,,,,,,,,11.0,624.8,56.8,,,,,,
,,2010 - 2011,,,,,,,,,,9.0,736.6,81.84,,,,,,
,,2011 - 2012,,,,,,,,,,15.0,808.3,53.89,,,,,,
,,2012 - 2013,,,,,,,,,,26.0,,61.93,,,,,,
,,2013 - 2014,,,,,,,,,,10.0,578.7,57.87,,,,,,
,,2014 - 2015,,,,,,,,,,3.0,174.4,58.13,,,,,,
,,2015 - 2016,,,,,,,,,,4.0,228.8,57.2,,,,,,
,,2018 - 2019,,,,,,,,,,3.0,167.4,55.8,,,,,,
,,2019 - 2020,,,,,,,,,,2.0,52.8,26.4,,,,,,
,,2020 - 2021,,,,,,,,,,8.0,368.0,46.0,,,,,,
,,2021 - 2022,,,,,,,,,,2.0,111.1,55.55,,,,,,
,,2022 - 2023,,,,,,,,,,1.0,77.0,77.0,,,,,,
,Cuttack,2000 - 2001,,,50.81,,,,,,,,,,,,,,,
,,2001 - 2002,,,51.93,,,,,,,,,,,,,,,
,,2002 - 2003,,,47.36,,,,,,,,,,,,,,,
,,2003 - 2004,,,45.28,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,55.02,,,,,,
,,2005 - 2006,,,,,,,,,,,,46.02,,,,,,
,,2006 - 2007,,,,,,,,,,,,55.4,,,,,,
,,2007 - 2008,,,,,,,,,,,,55.82,,,,,,
,,2008 - 2009,,,,,,,,,,,,48.07,,,,,,
,,2009 - 2010,,,,,,,,,,,,51.19,,,,,,
,,2010 - 2011,,,,,,,,,,,,57.62,,,,,,
,,2011 - 2012,,,,,,,,,,,,61.58,,,,,,
,,2012 - 2013,,,,,,,,,,,,61.91,,,,,,
,,2013 - 2014,,,,,,,,,,,,61.66,,,,,,
,,2014 - 2015,,,,,,,,,,956.0,,71.87,,,,,,
,,2015 - 2016,,,,,,,,,,861.0,,71.06,,,,,,
,,2016 - 2017,,,,,,,,,,715.0,,69.77,,,,,,
,,2017 - 2018,,,,,,,,,,113.0,,67.16,,,,,,
,,2018 - 2019,,,,,,,,,,564.0,,60.91,,,,,,
,,2019 - 2020,,,,,,,,,,992.0,,53.82,,,,,,
,,2020 - 2021,,,,,,,,,,890.0,,60.57,,,,,,
,,2021 - 2022,,,,,,,,,,705.0,,59.15,,,,,,
,,2022 - 2023,,,,,,,,,,489.0,,64.9,,,,,,
,Deogarh,2000 - 2001,67.0,,53.47,,,,,,,,,,,,,,,
,,2001 - 2002,46.0,,46.88,,,,,,,,,,,,,,,
,,2002 - 2003,60.0,,46.53,,,,,,,,,,,,,,,
,,2003 - 2004,60.0,,45.51,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,46.0,,50.5,,,,,,
,,2005 - 2006,,,,,,,,,,33.0,,50.73,,,,,,
,,2006 - 2007,,,,,,,,,,47.0,,50.16,,,,,,
,,2007 - 2008,,,,,,,,,,42.0,,49.29,,,,,,
,,2008 - 2009,,,,,,,,,,43.0,,48.47,,,,,,
,,2009 - 2010,,,,,,,,,,15.0,763.7,50.91,,,,,,
,,2010 - 2011,,,,,,,,,,29.0,,53.39,,,,,,
,,2011 - 2012,,,,,,,,,,21.0,,52.32,,,,,,
,,2012 - 2013,,,,,,,,,,12.0,555.8,46.32,,,,,,
,,2013 - 2014,,,,,,,,,,5.0,277.7,55.54,,,,,,
,,2014 - 2015,,,,,,,,,,11.0,542.5,49.32,,,,,,
,,2015 - 2016,,,,,,,,,,16.0,769.4,48.09,,,,,,
,,2016 - 2017,,,,,,,,,,4.0,130.1,32.53,,,,,,
,,2017 - 2018,,,,,,,,,,4.0,132.8,33.2,,,,,,
,,2018 - 2019,,,,,,,,,,14.0,599.2,42.8,,,,,,
,,2019 - 2020,,,,,,,,,,1.0,42.0,42.0,,,,,,
,,2021 - 2022,,,,,,,,,,20.0,910.0,45.5,,,,,,
,,2022 - 2023,,,,,,,,,,23.0,,48.95,,,,,,
,Dhenkanal,2000 - 2001,554.0,,52.66,,,,,,,,,,,,,,,
,,2001 - 2002,402.0,,62.99,,,,,,,,,,,,,,,
,,2002 - 2003,427.0,,58.89,,,,,,,,,,,,,,,
,,2003 - 2004,409.0,,63.47,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,656.0,,57.87,,,,,,
,,2005 - 2006,,,,,,,,,,787.0,,58.5,,,,,,
,,2006 - 2007,,,,,,,,,,,,61.67,,,,,,
,,2007 - 2008,,,,,,,,,,779.0,,65.22,,,,,,
,,2008 - 2009,,,,,,,,,,305.0,,63.55,,,,,,
,,2009 - 2010,,,,,,,,,,151.0,,78.31,,,,,,
,,2010 - 2011,,,,,,,,,,405.0,,64.35,,,,,,
,,2011 - 2012,,,,,,,,,,317.0,,69.74,,,,,,
,,2012 - 2013,,,,,,,,,,176.0,,75.09,,,,,,
,,2013 - 2014,,,,,,,,,,222.0,,77.26,,,,,,
,,2014 - 2015,,,,,,,,,,241.0,,69.6,,,,,,
,,2015 - 2016,,,,,,,,,,518.0,,63.41,,,,,,
,,2016 - 2017,,,,,,,,,,109.0,,70.84,,,,,,
,,2017 - 2018,,,,,,,,,,88.0,,72.88,,,,,,
,,2018 - 2019,,,,,,,,,,179.0,,86.8,,,,,,
,,2019 - 2020,,,,,,,,,,132.0,,56.04,,,,,,
,,2020 - 2021,,,,,,,,,,124.0,,70.33,,,,,,
,,2021 - 2022,,,,,,,,,,172.0,,67.64,,,,,,
,,2022 - 2023,,,,,,,,,,,,61.11,,,,,,
,Gajapati,2000 - 2001,108.0,,60.11,,,,,,,,,,,,,,,
,,2001 - 2002,247.0,,65.82,,,,,,,,,,,,,,,
,,2002 - 2003,297.0,,56.4,,,,,,,,,,,,,,,
,,2003 - 2004,296.0,,54.87,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,268.0,,46.9,,,,,,
,,2005 - 2006,,,,,,,,,,204.0,,60.89,,,,,,
,,2006 - 2007,,,,,,,,,,219.0,,57.16,,,,,,
,,2007 - 2008,,,,,,,,,,197.0,,56.27,,,,,,
,,2008 - 2009,,,,,,,,,,141.0,,53.2,,,,,,
,,2009 - 2010,,,,,,,,,,72.0,,54.8,,,,,,
,,2010 - 2011,,,,,,,,,,152.0,,63.85,,,,,,
,,2011 - 2012,,,,,,,,,,82.0,,74.91,,,,,,
,,2012 - 2013,,,,,,,,,,55.0,,56.96,,,,,,
,,2013 - 2014,,,,,,,,,,65.0,,66.8,,,,,,
,,2014 - 2015,,,,,,,,,,47.0,,53.07,,,,,,
,,2015 - 2016,,,,,,,,,,122.0,,56.2,,,,,,
,,2016 - 2017,,,,,,,,,,1.0,48.0,48.0,,,,,,
,,2017 - 2018,,,,,,,,,,10.0,606.0,60.6,,,,,,
,,2018 - 2019,,,,,,,,,,4.0,172.8,43.2,,,,,,
,,2021 - 2022,,,,,,,,,,16.0,659.2,41.2,,,,,,
,Ganjam,2000 - 2001,,,67.36,,,,,,,,,,,,,,,
,,2001 - 2002,,,77.35,,,,,,,,,,,,,,,
,,2002 - 2003,,,63.49,,,,,,,,,,,,,,,
,,2003 - 2004,,,73.35,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,77.3,,,,,,
,,2005 - 2006,,,,,,,,,,,,78.53,,,,,,
,,2006 - 2007,,,,,,,,,,,,82.04,,,,,,
,,2007 - 2008,,,,,,,,,,,,78.99,,,,,,
,,2008 - 2009,,,,,,,,,,,,72.31,,,,,,
,,2009 - 2010,,,,,,,,,,513.0,,69.74,,,,,,
,,2010 - 2011,,,,,,,,,,,,68.35,,,,,,
,,2011 - 2012,,,,,,,,,,,,74.92,,,,,,
,,2012 - 2013,,,,,,,,,,,,70.96,,,,,,
,,2013 - 2014,,,,,,,,,,,,28.68,,,,,,
,,2014 - 2015,,,,,,,,,,773.0,,76.34,,,,,,
,,2015 - 2016,,,,,,,,,,,,75.61,,,,,,
,,2016 - 2017,,,,,,,,,,368.0,,81.6,,,,,,
,,2017 - 2018,,,,,,,,,,199.0,,67.31,,,,,,
,,2018 - 2019,,,,,,,,,,734.0,,51.84,,,,,,
,,2019 - 2020,,,,,,,,,,210.0,,57.24,,,,,,
,,2020 - 2021,,,,,,,,,,249.0,,62.26,,,,,,
,,2021 - 2022,,,,,,,,,,393.0,,65.93,,,,,,
,,2022 - 2023,,,,,,,,,,129.0,,61.98,,,,,,
,Jagatsinghapur,2000 - 2001,219.0,,52.2,,,,,,,,,,,,,,,
,,2001 - 2002,55.0,,54.6,,,,,,,,,,,,,,,
,,2002 - 2003,289.0,,69.9,,,,,,,,,,,,,,,
,,2003 - 2004,712.0,,72.67,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,489.0,,69.06,,,,,,
,,2005 - 2006,,,,,,,,,,433.0,,75.91,,,,,,
,,2006 - 2007,,,,,,,,,,363.0,,72.6,,,,,,
,,2007 - 2008,,,,,,,,,,403.0,,88.98,,,,,,
,,2008 - 2009,,,,,,,,,,543.0,,52.74,,,,,,
,,2009 - 2010,,,,,,,,,,120.0,,53.83,,,,,,
,,2010 - 2011,,,,,,,,,,210.0,,53.45,,,,,,
,,2011 - 2012,,,,,,,,,,598.0,,59.8,,,,,,
,,2012 - 2013,,,,,,,,,,322.0,,76.8,,,,,,
,,2013 - 2014,,,,,,,,,,266.0,,69.29,,,,,,
,,2014 - 2015,,,,,,,,,,375.0,,58.62,,,,,,
,,2015 - 2016,,,,,,,,,,196.0,,62.27,,,,,,
,,2016 - 2017,,,,,,,,,,385.0,,46.23,,,,,,
,,2017 - 2018,,,,,,,,,,186.0,,48.4,,,,,,
,,2018 - 2019,,,,,,,,,,327.0,,62.04,,,,,,
,,2019 - 2020,,,,,,,,,,336.0,,39.11,,,,,,
,,2020 - 2021,,,,,,,,,,345.0,,54.95,,,,,,
,,2021 - 2022,,,,,,,,,,135.0,,55.8,,,,,,
,,2022 - 2023,,,,,,,,,,542.0,,54.38,,,,,,
,Jajapur,2000 - 2001,328.0,,34.0,,,,,,,,,,,,,,,
,,2001 - 2002,240.0,,37.53,,,,,,,,,,,,,,,
,,2002 - 2003,421.0,,42.34,,,,,,,,,,,,,,,
,,2003 - 2004,170.0,,33.86,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,239.0,,47.35,,,,,,
,,2005 - 2006,,,,,,,,,,234.0,,55.45,,,,,,
,,2006 - 2007,,,,,,,,,,411.0,,56.65,,,,,,
,,2007 - 2008,,,,,,,,,,434.0,,46.39,,,,,,
,,2008 - 2009,,,,,,,,,,117.0,,43.6,,,,,,
,,2009 - 2010,,,,,,,,,,666.0,,52.2,,,,,,
,,2010 - 2011,,,,,,,,,,111.0,,53.78,,,,,,
,,2011 - 2012,,,,,,,,,,574.0,,42.69,,,,,,
,,2012 - 2013,,,,,,,,,,805.0,,44.5,,,,,,
,,2013 - 2014,,,,,,,,,,,,43.83,,,,,,
,,2014 - 2015,,,,,,,,,,409.0,,44.31,,,,,,
,,2015 - 2016,,,,,,,,,,831.0,,39.41,,,,,,
,,2016 - 2017,,,,,,,,,,293.0,,47.54,,,,,,
,,2017 - 2018,,,,,,,,,,708.0,,44.98,,,,,,
,,2018 - 2019,,,,,,,,,,295.0,,39.13,,,,,,
,,2019 - 2020,,,,,,,,,,,,40.92,,,,,,
,,2020 - 2021,,,,,,,,,,986.0,,43.18,,,,,,
,,2021 - 2022,,,,,,,,,,616.0,,19.46,,,,,,
,,2022 - 2023,,,,,,,,,,917.0,,48.41,,,,,,
,Jharsuguda,2000 - 2001,69.0,,61.48,,,,,,,,,,,,,,,
,,2001 - 2002,51.0,,80.36,,,,,,,,,,,,,,,
,,2002 - 2003,53.0,,70.44,,,,,,,,,,,,,,,
,,2003 - 2004,119.0,,58.74,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,79.0,,70.97,,,,,,
,,2005 - 2006,,,,,,,,,,40.0,,62.94,,,,,,
,,2006 - 2007,,,,,,,,,,47.0,,77.2,,,,,,
,,2007 - 2008,,,,,,,,,,53.0,,63.25,,,,,,
,,2008 - 2009,,,,,,,,,,97.0,,82.2,,,,,,
,,2009 - 2010,,,,,,,,,,34.0,,78.89,,,,,,
,,2010 - 2011,,,,,,,,,,34.0,,85.89,,,,,,
,,2011 - 2012,,,,,,,,,,36.0,,91.6,,,,,,
,,2012 - 2013,,,,,,,,,,26.0,,91.08,,,,,,
,,2013 - 2014,,,,,,,,,,21.0,,66.94,,,,,,
,,2014 - 2015,,,,,,,,,,45.0,,57.46,,,,,,
,,2015 - 2016,,,,,,,,,,8.0,448.5,56.06,,,,,,
,,2016 - 2017,,,,,,,,,,51.0,,72.96,,,,,,
,,2017 - 2018,,,,,,,,,,1.0,63.2,63.2,,,,,,
,,2020 - 2021,,,,,,,,,,7.0,425.6,60.8,,,,,,
,,2021 - 2022,,,,,,,,,,28.0,,103.04,,,,,,
,,2022 - 2023,,,,,,,,,,16.0,,96.33,,,,,,
,Kalahandi,2000 - 2001,,,44.12,,,,,,,,,,,,,,,
,,2001 - 2002,163.0,,47.74,,,,,,,,,,,,,,,
,,2002 - 2003,274.0,,51.66,,,,,,,,,,,,,,,
,,2003 - 2004,399.0,,49.78,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,290.0,,44.73,,,,,,
,,2005 - 2006,,,,,,,,,,577.0,,57.5,,,,,,
,,2006 - 2007,,,,,,,,,,374.0,,49.52,,,,,,
,,2007 - 2008,,,,,,,,,,367.0,,44.14,,,,,,
,,2008 - 2009,,,,,,,,,,163.0,,46.5,,,,,,
,,2009 - 2010,,,,,,,,,,192.0,,51.42,,,,,,
,,2010 - 2011,,,,,,,,,,212.0,,50.81,,,,,,
,,2011 - 2012,,,,,,,,,,481.0,,45.05,,,,,,
,,2012 - 2013,,,,,,,,,,372.0,,55.43,,,,,,
,,2013 - 2014,,,,,,,,,,72.0,,52.0,,,,,,
,,2014 - 2015,,,,,,,,,,53.0,,49.05,,,,,,
,,2015 - 2016,,,,,,,,,,112.0,,55.86,,,,,,
,,2016 - 2017,,,,,,,,,,62.0,,48.0,,,,,,
,,2017 - 2018,,,,,,,,,,46.0,,57.3,,,,,,
,,2018 - 2019,,,,,,,,,,49.0,,115.8,,,,,,
,,2019 - 2020,,,,,,,,,,176.0,,53.8,,,,,,
,,2020 - 2021,,,,,,,,,,215.0,,58.1,,,,,,
,,2021 - 2022,,,,,,,,,,39.0,,58.4,,,,,,
,,2022 - 2023,,,,,,,,,,125.0,,66.8,,,,,,
,Kandhamal,2001 - 2002,22.0,,48.0,,,,,,,,,,,,,,,
,,2003 - 2004,2.0,76.8,38.4,,,,,,,,,,,,,,,
,,2005 - 2006,,,,,,,,,,7.0,334.6,47.8,,,,,,
,,2006 - 2007,,,,,,,,,,6.0,273.6,45.6,,,,,,
,,2007 - 2008,,,,,,,,,,1.0,25.7,25.7,,,,,,
,,2008 - 2009,,,,,,,,,,5.0,286.0,57.2,,,,,,
,,2009 - 2010,,,,,,,,,,2.0,118.4,59.2,,,,,,
,,2012 - 2013,,,,,,,,,,2.0,69.6,34.8,,,,,,
,Kendrapara,2000 - 2001,165.0,,43.3,,,,,,,,,,,,,,,
,,2001 - 2002,85.0,,40.93,,,,,,,,,,,,,,,
,,2002 - 2003,91.0,,48.29,,,,,,,,,,,,,,,
,,2003 - 2004,56.0,,47.87,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,94.0,,54.43,,,,,,
,,2005 - 2006,,,,,,,,,,84.0,,60.0,,,,,,
,,2006 - 2007,,,,,,,,,,86.0,,49.27,,,,,,
,,2007 - 2008,,,,,,,,,,80.0,,51.72,,,,,,
,,2008 - 2009,,,,,,,,,,40.0,,39.83,,,,,,
,,2009 - 2010,,,,,,,,,,71.0,,41.27,,,,,,
,,2010 - 2011,,,,,,,,,,183.0,,48.35,,,,,,
,,2011 - 2012,,,,,,,,,,251.0,,49.84,,,,,,
,,2012 - 2013,,,,,,,,,,103.0,,51.91,,,,,,
,,2013 - 2014,,,,,,,,,,170.0,,55.55,,,,,,
,,2014 - 2015,,,,,,,,,,53.0,,43.8,,,,,,
,,2015 - 2016,,,,,,,,,,66.0,,46.57,,,,,,
,,2016 - 2017,,,,,,,,,,41.0,,46.4,,,,,,
,,2017 - 2018,,,,,,,,,,22.0,,79.2,,,,,,
,,2018 - 2019,,,,,,,,,,79.0,,49.77,,,,,,
,,2019 - 2020,,,,,,,,,,182.0,,50.93,,,,,,
,,2020 - 2021,,,,,,,,,,26.0,,47.9,,,,,,
,,2021 - 2022,,,,,,,,,,43.0,,36.65,,,,,,
,,2022 - 2023,,,,,,,,,,28.0,,51.77,,,,,,
,Kendujhar,2000 - 2001,221.0,,45.67,,,,,,,,,,,,,,,
,,2001 - 2002,79.0,,48.93,,,,,,,,,,,,,,,
,,2002 - 2003,308.0,,33.38,,,,,,,,,,,,,,,
,,2003 - 2004,139.0,,52.08,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,72.0,,51.76,,,,,,
,,2005 - 2006,,,,,,,,,,89.0,,60.72,,,,,,
,,2006 - 2007,,,,,,,,,,121.0,,51.43,,,,,,
,,2007 - 2008,,,,,,,,,,48.0,,39.11,,,,,,
,,2008 - 2009,,,,,,,,,,12.0,703.5,58.63,,,,,,
,,2009 - 2010,,,,,,,,,,13.0,374.4,28.8,,,,,,
,,2010 - 2011,,,,,,,,,,32.0,,74.4,,,,,,
,,2011 - 2012,,,,,,,,,,73.0,,58.24,,,,,,
,,2012 - 2013,,,,,,,,,,9.0,646.5,71.83,,,,,,
,,2013 - 2014,,,,,,,,,,17.0,,78.06,,,,,,
,,2014 - 2015,,,,,,,,,,58.0,,78.8,,,,,,
,,2015 - 2016,,,,,,,,,,34.0,,67.6,,,,,,
,,2016 - 2017,,,,,,,,,,27.0,,56.27,,,,,,
,,2017 - 2018,,,,,,,,,,17.0,445.4,26.2,,,,,,
,,2018 - 2019,,,,,,,,,,7.0,351.2,50.17,,,,,,
,,2019 - 2020,,,,,,,,,,18.0,,82.0,,,,,,
,,2021 - 2022,,,,,,,,,,22.0,,54.0,,,,,,
,Khordha,2000 - 2001,181.0,,39.76,,,,,,,,,,,,,,,
,,2001 - 2002,162.0,,51.35,,,,,,,,,,,,,,,
,,2002 - 2003,150.0,,41.56,,,,,,,,,,,,,,,
,,2003 - 2004,460.0,,49.08,,,,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,183.0,,48.8,,,,,,
,,2005 - 2006,,,,,,,,,,482.0,,60.0,,,,,,
,,2006 - 2007,,,,,,,,,,715.0,,48.93,,,,,,
