state,district,year,potato_kharif_area_hectare,potato_kharif_production_tonne,potato_kharif_yield_tonne_per_hectare,potato_rabi_area_hectare,potato_rabi_production_tonne,potato_rabi_yield_tonne_per_hectare,potato_whole_year_area_hectare,potato_whole_year_production_tonne,potato_whole_year_yield_tonne_per_hectare,potato_winter_area_hectare,potato_winter_production_tonne,potato_winter_yield_tonne_per_hectare,potato_summer_area_hectare,potato_summer_production_tonne,potato_summer_yield_tonne_per_hectare
,,2016 - 2017,,,,,,,,,,58.0,197.0,3.4,134.0,755.0,5.63
,,2017 - 2018,,,,,,,,,,59.0,201.0,3.41,135.0,761.0,5.64
,,2018 - 2019,,,,,,,,,,59.0,201.0,3.41,136.0,767.0,5.64
,,2019 - 2020,,,,,,,,,,59.0,201.0,3.41,137.0,773.0,5.64
,,2020 - 2021,,,,,,,,,,58.0,197.0,3.4,136.0,767.0,5.64
,,2021 - 2022,,,,,,,,,,58.0,197.0,3.4,,,
,,2022 - 2023,,,,,,,,,,141.0,795.0,5.64,,,
,West khasi hills,2000 - 2001,,,,,,,,,6.62,,,,,,
,,2001 - 2002,,,,,,,,,8.64,,,,,,
,,2002 - 2003,,,,,,,,,7.03,,,,,,
,,2003 - 2004,,,,,,,,,6.87,,,,,,
,,2004 - 2005,,,,,,,,,6.88,,,,,,
,,2005 - 2006,,,,,,,,,8.34,,,,,,
,,2006 - 2007,,,,,,11.66,,,,,,,,,
,,2008 - 2009,,,,,,,,,8.26,,,,,,
,,2009 - 2010,,,,,,,,,8.28,,,,,,
,,2010 - 2011,,,,,,,,,8.65,,,,,,
,,2011 - 2012,,,,,,,,,8.73,,,,,,
,,2012 - 2013,,,,,,,,,8.91,,,,,,
,,2013 - 2014,,,,,,,,,7.29,,,,,,
,,2014 - 2015,,,,,,,,,,,,5.11,,,8.24
,,2015 - 2016,,,,,,,,,,,,5.23,,,8.3
,,2016 - 2017,,,,,,,,,,,,5.04,,,8.34
,,2017 - 2018,,,,,,,,,,,,5.04,,,8.34
,,2018 - 2019,,,,,,,,,,,,5.04,,,8.34
,,2019 - 2020,,,,,,,,,,,,5.04,,,8.35
,,2020 - 2021,,,,,,,,,,,,5.04,,,8.35
,,2021 - 2022,,,,,,,,,,,,5.04,,,
,,2022 - 2023,,,,,,,,,,,,8.34,,,
Mizoram,Aizawl,2000 - 2001,,,,,,,230.0,,10.0,,,,,,
,,2001 - 2002,,,,,,,110.0,880.0,8.0,,,,,,
,,2002 - 2003,,,,,,,122.0,202.0,1.66,,,,,,
,,2003 - 2004,,,,,,,60.0,85.0,1.42,,,,,,
,,2005 - 2006,,,,,,,195.0,318.0,1.63,,,,,,
,,2006 - 2007,33.0,218.0,6.61,,,,,,,,,,,,
,,2007 - 2008,25.0,57.0,2.28,,,,,,,,,,,,
,,2008 - 2009,16.0,37.0,2.31,,,,,,,,,,,,
,,2010 - 2011,13.0,90.0,6.92,,,,,,,,,,,,
,,2011 - 2012,22.0,39.0,1.77,,,,,,,,,,,,
,,2017 - 2018,2.0,2.0,1.0,,,,,,,,,,,,
,Champhai,2001 - 2002,,,,,,,146.0,267.0,1.83,,,,,,
,,2002 - 2003,,,,,,,137.0,274.0,2.0,,,,,,
,,2003 - 2004,,,,,,,50.0,55.0,1.1,,,,,,
,,2005 - 2006,,,,,,,138.0,,7.33,,,,,,
,,2006 - 2007,22.0,176.0,8.0,,,,,,,,,,,,
,,2007 - 2008,75.0,187.0,2.49,,,,,,,,,,,,
,,2008 - 2009,119.0,,10.03,,,,,,,,,,,,
,,2009 - 2010,141.0,,9.23,,,,,,,,,,,,
,,2010 - 2011,205.0,,10.03,,,,,,,,,,,,
,,2011 - 2012,123.0,,8.53,,,,,,,,,,,,
,,2013 - 2014,112.0,,10.89,,,,,,,,,,,,
,,2015 - 2016,,,,166.0,,10.43,,,,,,,,,
,,2016 - 2017,26.0,141.0,5.42,,,,,,,,,,,,
,,2017 - 2018,,,,10.0,145.0,14.5,,,,,,,,,
,,2018 - 2019,28.0,40.0,1.43,,,,,,,,,,,,
,,2019 - 2020,35.0,50.0,1.43,,,,,,,,,,,,
,,2020 - 2021,35.0,50.0,1.43,,,,,,,,,,,,
,,2021 - 2022,40.0,55.0,1.38,3.0,15.0,5.0,,,,,,,,,
,,2022 - 2023,,,,23.0,276.0,12.0,,,,,,,,,
,Kolasib,2001 - 2002,,,,,,,10.0,75.0,7.5,,,,,,
,,2003 - 2004,,,,,,,42.0,101.0,2.4,,,,,,
,,2005 - 2006,,,,,,,49.0,717.0,14.63,,,,,,
,,2006 - 2007,80.0,305.0,3.81,,,,,,,,,,,,
,,2007 - 2008,5.0,12.0,2.4,,,,,,,,,,,,
,,2008 - 2009,4.0,26.0,6.5,,,,,,,,,,,,
,,2009 - 2010,25.0,208.0,8.32,,,,,,,,,,,,
,,2010 - 2011,99.0,868.0,8.77,,,,,,,,,,,,
,,2011 - 2012,128.0,903.0,7.05,,,,,,,,,,,,
,,2012 - 2013,115.0,807.0,7.02,,,,,,,,,,,,
,,2013 - 2014,122.0,860.0,7.05,,,,,,,,,,,,
,,2014 - 2015,,,,130.0,915.0,7.04,,,,,,,,,
,,2015 - 2016,,,,136.0,952.0,7.0,,,,,,,,,
,,2020 - 2021,,,,27.0,125.0,4.63,,,,,,,,,
,,2021 - 2022,,,,28.0,129.0,4.61,,,,,,,,,
,,2022 - 2023,44.0,187.0,4.25,,,,,,,,,,,,
,Lawngtlai,2005 - 2006,,,,,,,2.0,10.0,5.0,,,,,,
,,2006 - 2007,7.0,8.0,1.14,,,,,,,,,,,,
,,2007 - 2008,12.0,14.0,1.17,,,,,,,,,,,,
,,2008 - 2009,88.0,98.0,1.11,,,,,,,,,,,,
,,2009 - 2010,60.0,480.0,8.0,,,,,,,,,,,,
,,2010 - 2011,34.0,290.0,8.53,,,,,,,,,,,,
,,2011 - 2012,40.0,320.0,8.0,,,,,,,,,,,,
,,2013 - 2014,45.0,345.0,7.67,,,,,,,,,,,,
,,2014 - 2015,,,,30.0,154.0,5.13,,,,,,,,,
,,2015 - 2016,,,,30.0,180.0,6.0,,,,,,,,,
,,2016 - 2017,52.0,288.0,5.54,43.0,250.0,5.81,,,,,,,,,
,,2017 - 2018,56.0,311.2,5.56,85.0,479.4,5.64,,,,,,,,,
,,2018 - 2019,33.0,213.0,6.45,29.0,167.0,5.76,,,,,,,,,
,,2019 - 2020,18.0,127.0,7.06,47.0,257.0,5.47,,,,,,,,,
,,2020 - 2021,18.0,127.0,7.06,47.0,259.0,5.51,,,,,,,,,
,,2021 - 2022,58.0,202.0,3.48,53.0,180.0,3.4,,,,,,,,,
,,2022 - 2023,50.0,285.0,5.7,65.0,565.0,8.69,,,,,,,,,
,Lunglei,2000 - 2001,,,,,,,80.0,129.0,1.61,,,,,,
,,2001 - 2002,,,,,,,110.0,249.0,2.26,,,,,,
,,2002 - 2003,,,,,,,110.0,250.0,2.27,,,,,,
,,2003 - 2004,,,,,,,51.0,324.0,6.35,,,,,,
,,2005 - 2006,,,,,,,110.0,146.0,1.33,,,,,,
,,2006 - 2007,99.0,176.0,1.78,,,,,,,,,,,,
,,2007 - 2008,95.0,380.0,4.0,,,,,,,,,,,,
,,2008 - 2009,33.0,150.0,4.55,,,,,,,,,,,,
,,2009 - 2010,39.0,119.0,3.05,,,,,,,,,,,,
,,2010 - 2011,22.0,90.0,4.09,,,,,,,,,,,,
,,2011 - 2012,,,,44.0,117.0,2.66,,,,,,,,,
,,2012 - 2013,,,,152.0,462.0,3.04,,,,,,,,,
,,2013 - 2014,4.0,12.0,3.0,,,,,,,,,,,,
,,2016 - 2017,28.0,8.0,0.29,,,,,,,,,,,,
,,2017 - 2018,,,,30.0,15.0,0.5,,,,,,,,,
,,2018 - 2019,,,,30.0,17.0,0.57,,,,,,,,,
,,2019 - 2020,,,,25.0,17.0,0.68,,,,,,,,,
,,2020 - 2021,,,,24.0,16.0,0.67,,,,,,,,,
,,2021 - 2022,,,,20.0,12.0,0.6,,,,,,,,,
,,2022 - 2023,,,,18.0,11.0,0.61,,,,,,,,,
,Mamit,2003 - 2004,,,,,,,6.0,40.0,6.67,,,,,,
,,2005 - 2006,,,,,,,41.0,229.0,5.59,,,,,,
,,2006 - 2007,20.0,40.0,2.0,,,,,,,,,,,,
,,2007 - 2008,18.0,24.0,1.33,,,,,,,,,,,,
,,2008 - 2009,9.0,65.0,7.22,,,,,,,,,,,,
,,2010 - 2011,16.0,40.0,2.5,16.0,89.0,5.56,,,,,,,,,
,,2011 - 2012,,,,46.0,417.0,9.07,,,,,,,,,
,,2012 - 2013,,,,19.0,171.0,9.0,,,,,,,,,
,,2013 - 2014,49.0,432.0,8.82,,,,,,,,,,,,
,,2014 - 2015,10.0,45.0,4.5,21.0,107.0,5.1,,,,,,,,,
,,2015 - 2016,,,,18.0,30.0,1.67,,,,,,,,,
,,2017 - 2018,,,,26.0,153.0,5.88,,,,,,,,,
,,2018 - 2019,,,,14.0,72.0,5.14,,,,,,,,,
,,2019 - 2020,,,,19.0,83.0,4.37,,,,,,,,,
,,2020 - 2021,,,,18.0,74.0,4.11,,,,,,,,,
,,2021 - 2022,,,,99.0,38.0,0.38,,,,,,,,,
,,2022 - 2023,,,,10.0,20.0,2.0,,,,,,,,,
,Saiha,2003 - 2004,,,,,,,154.0,288.0,1.87,,,,,,
,,2005 - 2006,,,,,,,386.0,,3.68,,,,,,
,,2006 - 2007,358.0,714.0,1.99,,,,,,,,,,,,
,,2007 - 2008,80.0,450.0,5.63,,,,,,,,,,,,
,,2009 - 2010,14.0,56.0,4.0,,,,,,,,,,,,
,,2010 - 2011,1.0,6.0,6.0,,,,,,,,,,,,
,,2011 - 2012,6.0,24.0,4.0,,,,,,,,,,,,
,,2013 - 2014,20.0,92.5,4.63,,,,,,,,,,,,
,,2014 - 2015,13.0,61.0,4.69,,,,,,,,,,,,
,,2015 - 2016,6.0,6.0,1.0,,,,,,,,,,,,
,,2017 - 2018,,,,6.0,5.5,0.92,,,,,,,,,
,Saitual,2020 - 2021,1.0,80.0,80.0,,,,,,,,,,,,
,,2021 - 2022,3.0,6.0,2.0,,,,,,,,,,,,
,,2022 - 2023,3.0,6.0,2.0,,,,,,,,,,,,
,Serchhip,2005 - 2006,,,,,,,32.0,39.0,1.22,,,,,,
,,2006 - 2007,20.0,15.0,0.75,,,,,,,,,,,,
,,2007 - 2008,20.0,34.0,1.7,,,,,,,,,,,,
,,2009 - 2010,5.0,70.0,14.0,,,,,,,,,,,,
,,2010 - 2011,25.0,169.0,6.76,,,,,,,,,,,,
Nagaland,Chumoukedima,2022 - 2023,,,,218.0,,11.19,,,,,,,,,
,Dimapur,2000 - 2001,,,,,,,780.0,,11.69,,,,,,
,,2001 - 2002,,,,,,,810.0,,10.38,,,,,,
,,2002 - 2003,,,,,,,,,10.34,,,,,,
,,2003 - 2004,,,,,,,,,9.42,,,,,,
,,2004 - 2005,,,,,,,,,6.13,,,,,,
,,2006 - 2007,640.0,,9.14,,,,,,,,,,,,
,,2007 - 2008,260.0,,19.42,,,,,,,,,,,,
,,2008 - 2009,330.0,,12.09,330.0,,11.82,,,,,,,,,
,,2009 - 2010,330.0,,9.39,200.0,,12.4,,,,,,,,,
,,2010 - 2011,310.0,,12.71,280.0,,12.43,,,,,,,,,
,,2011 - 2012,,,,640.0,,9.03,,,,,,,,,
,,2012 - 2013,,,,680.0,,10.04,,,,,,,,,
,,2013 - 2014,,,,710.0,,10.01,,,,,,,,,
,,2014 - 2015,,,,750.0,,10.19,,,,,,,,,
,,2015 - 2016,,,,800.0,,10.01,,,,,,,,,
,,2016 - 2017,,,,830.0,,10.01,,,,,,,,,
,,2017 - 2018,,,,830.0,,10.01,,,,,,,,,
,,2018 - 2019,,,,840.0,,10.01,,,,,,,,,
,,2019 - 2020,,,,842.0,,10.02,,,,,,,,,
,,2020 - 2021,,,,844.0,,10.02,,,,,,,,,
,,2021 - 2022,,,,355.0,,16.0,,,,,,,,,
,,2022 - 2023,,,,156.0,,11.21,,,,,,,,,
,Kiphire,2008 - 2009,150.0,,12.2,,,,,,,,,,,,
,,2009 - 2010,110.0,,9.36,,,,,,,,,,,,
,,2010 - 2011,100.0,,12.7,,,,,,,,,,,,
,,2011 - 2012,,,,120.0,,9.0,,,,,,,,,
,,2012 - 2013,,,,150.0,,9.93,,,,,,,,,
,,2013 - 2014,,,,150.0,,10.0,,,,,,,,,
,,2014 - 2015,,,,160.0,,10.19,,,,,,,,,
,,2015 - 2016,,,,160.0,,9.88,,,,,,,,,
,,2016 - 2017,,,,170.0,,10.0,,,,,,,,,
,,2017 - 2018,,,,180.0,,10.0,,,,,,,,,
,,2018 - 2019,,,,180.0,,10.0,,,,,,,,,
,,2019 - 2020,,,,180.0,,10.03,,,,,,,,,
,,2020 - 2021,,,,180.0,,10.06,,,,,,,,,
,,2021 - 2022,,,,47.0,379.0,8.06,,,,,,,,,
,,2022 - 2023,,,,122.0,,11.1,,,,,,,,,
,Kohima,2000 - 2001,,,,,,,320.0,,8.22,,,,,,
,,2001 - 2002,,,,,,,240.0,,12.17,,,,,,
,,2002 - 2003,,,,,,,390.0,,10.1,,,,,,
,,2003 - 2004,,,,,,,370.0,,7.57,,,,,,
,,2004 - 2005,,,,,,,,,7.72,,,,,,
,,2006 - 2007,830.0,,9.1,,,,,,,,,,,,
,,2007 - 2008,700.0,,11.86,,,,,,,,,,,,
,,2008 - 2009,590.0,,12.19,620.0,,12.39,,,,,,,,,
,,2009 - 2010,620.0,,9.5,770.0,,12.45,,,,,,,,,
,,2010 - 2011,590.0,,12.69,850.0,,12.41,,,,,,,,,
,,2011 - 2012,,,,,,9.04,,,,,,,,,
,,2012 - 2013,,,,,,10.1,,,,,,,,,
,,2013 - 2014,,,,,,10.04,,,,,,,,,
,,2014 - 2015,,,,,,10.31,,,,,,,,,
,,2015 - 2016,,,,,,10.05,,,,,,,,,
,,2016 - 2017,,,,,,10.01,,,,,,,,,
,,2017 - 2018,,,,,,10.01,,,,,,,,,
,,2018 - 2019,,,,,,10.01,,,,,,,,,
,,2019 - 2020,,,,,,10.02,,,,,,,,,
,,2020 - 2021,,,,,,10.02,,,,,,,,,
,,2021 - 2022,,,,800.0,,8.0,,,,,,,,,
,,2022 - 2023,,,,805.0,,11.2,,,,,,,,,
,Longleng,2008 - 2009,200.0,,12.3,,,,,,,,,,,,
,,2009 - 2010,190.0,,9.37,,,,,,,,,,,,
,,2010 - 2011,160.0,,12.94,,,,,,,,,,,,
,,2011 - 2012,,,,170.0,,9.0,,,,,,,,,
,,2012 - 2013,,,,190.0,,10.0,,,,,,,,,
,,2013 - 2014,,,,190.0,,10.0,,,,,,,,,
,,2014 - 2015,,,,190.0,,10.16,,,,,,,,,
,,2015 - 2016,,,,190.0,,9.74,,,,,,,,,
,,2016 - 2017,,,,200.0,,10.05,,,,,,,,,
,,2017 - 2018,,,,210.0,,9.81,,,,,,,,,
,,2018 - 2019,,,,210.0,,9.81,,,,,,,,,
,,2019 - 2020,,,,211.0,,9.79,,,,,,,,,
,,2020 - 2021,,,,212.0,,9.77,,,,,,,,,
,,2021 - 2022,,,,78.0,620.0,7.95,,,,,,,,,
,,2022 - 2023,,,,143.0,,11.17,,,,,,,,,
,Mokokchung,2000 - 2001,,,,,,,450.0,,11.22,,,,,,
,,2001 - 2002,,,,,,,350.0,,13.0,,,,,,
,,2002 - 2003,,,,,,,480.0,,13.02,,,,,,
,,2003 - 2004,,,,,,,470.0,,9.72,,,,,,
,,2004 - 2005,,,,,,,,,7.88,,,,,,
,,2006 - 2007,260.0,,8.85,,,,,,,,,,,,
,,2007 - 2008,200.0,,13.95,,,,,,,,,,,,
,,2008 - 2009,130.0,,12.23,490.0,,13.24,,,,,,,,,
,,2009 - 2010,200.0,,9.45,420.0,,12.38,,,,,,,,,
,,2010 - 2011,180.0,,12.72,500.0,,12.38,,,,,,,,,
,,2011 - 2012,,,,710.0,,9.03,,,,,,,,,
,,2012 - 2013,,,,730.0,,10.0,,,,,,,,,
,,2013 - 2014,,,,740.0,,10.01,,,,,,,,,
,,2014 - 2015,,,,740.0,,10.01,,,,,,,,,
,,2015 - 2016,,,,740.0,,10.01,,,,,,,,,
,,2016 - 2017,,,,760.0,,10.0,,,,,,,,,
,,2017 - 2018,,,,760.0,,10.0,,,,,,,,,
,,2018 - 2019,,,,760.0,,10.0,,,,,,,,,
,,2019 - 2020,,,,762.0,,10.0,,,,,,,,,
,,2020 - 2021,,,,764.0,,10.01,,,,,,,,,
,,2021 - 2022,,,,158.0,900.0,5.7,,,,,,,,,
,,2022 - 2023,,,,416.0,,11.17,,,,,,,,,
,Mon,2000 - 2001,,,,,,,410.0,,10.12,,,,,,
,,2001 - 2002,,,,,,,320.0,,12.56,,,,,,
,,2002 - 2003,,,,,,,490.0,,11.57,,,,,,
,,2003 - 2004,,,,,,,440.0,,8.3,,,,,,
,,2004 - 2005,,,,,,,850.0,,5.05,,,,,,
,,2006 - 2007,430.0,,8.58,,,,,,,,,,,,
,,2007 - 2008,300.0,,13.83,,,,,,,,,,,,
,,2008 - 2009,320.0,,12.38,100.0,,12.8,,,,,,,,,
,,2009 - 2010,300.0,,9.4,110.0,,12.36,,,,,,,,,
,,2010 - 2011,270.0,,12.7,190.0,,12.37,,,,,,,,,
,,2011 - 2012,,,,480.0,,9.02,,,,,,,,,
,,2012 - 2013,,,,490.0,,9.9,,,,,,,,,
,,2013 - 2014,,,,490.0,,10.0,,,,,,,,,
,,2014 - 2015,,,,490.0,,10.18,,,,,,,,,
,,2015 - 2016,,,,490.0,,9.96,,,,,,,,,
,,2016 - 2017,,,,500.0,,9.98,,,,,,,,,
,,2017 - 2018,,,,500.0,,9.98,,,,,,,,,
,,2018 - 2019,,,,500.0,,10.02,,,,,,,,,
,,2019 - 2020,,,,501.0,,10.03,,,,,,,,,
,,2020 - 2021,,,,502.0,,10.04,,,,,,,,,
,,2021 - 2022,,,,895.0,,4.3,,,,,,,,,
,,2022 - 2023,,,,339.0,,11.1,,,,,,,,,
,Noklak,2021 - 2022,,,,240.0,,7.5,,,,,,,,,
,,2022 - 2023,,,,262.0,,11.18,,,,,,,,,
,Nuiland,2022 - 2023,,,,248.0,,11.21,,,,,,,,,
,Peren,2008 - 2009,70.0,950.0,13.57,110.0,,12.27,,,,,,,,,
,,2009 - 2010,170.0,,9.41,,,,,,,,,,,,
,,2010 - 2011,140.0,,12.79,,,,,,,,,,,,
,,2011 - 2012,,,,160.0,,9.0,,,,,,,,,
,,2012 - 2013,,,,180.0,,10.0,,,,,,,,,
,,2013 - 2014,,,,190.0,,10.0,,,,,,,,,
,,2014 - 2015,,,,210.0,,10.19,,,,,,,,,
,,2015 - 2016,,,,210.0,,9.76,,,,,,,,,
,,2016 - 2017,,,,220.0,,9.95,,,,,,,,,
,,2017 - 2018,,,,220.0,,10.05,,,,,,,,,
,,2018 - 2019,,,,220.0,,10.05,,,,,,,,,
,,2019 - 2020,,,,221.0,,10.03,,,,,,,,,
,,2020 - 2021,,,,221.0,,10.06,,,,,,,,,
,,2021 - 2022,,,,111.0,,10.0,,,,,,,,,
,,2022 - 2023,,,,399.0,,11.21,,,,,,,,,
,Phek,2000 - 2001,,,,,,,920.0,,10.98,,,,,,
,,2001 - 2002,,,,,,,700.0,,12.29,,,,,,
,,2002 - 2003,,,,,,,990.0,,11.6,,,,,,
,,2003 - 2004,,,,,,,860.0,,9.5,,,,,,
,,2004 - 2005,,,,,,,,,6.44,,,,,,
,,2006 - 2007,460.0,,8.89,,,,,,,,,,,,
,,2007 - 2008,470.0,,12.72,,,,,,,,,,,,
,,2008 - 2009,480.0,,12.33,400.0,,12.3,,,,,,,,,
,,2009 - 2010,510.0,,9.43,590.0,,12.39,,,,,,,,,
,,2010 - 2011,480.0,,12.69,670.0,,12.39,,,,,,,,,
,,2011 - 2012,,,,,,9.04,,,,,,,,,
,,2012 - 2013,,,,,,10.07,,,,,,,,,
,,2013 - 2014,,,,,,10.03,,,,,,,,,
,,2014 - 2015,,,,,,10.27,,,,,,,,,
,,2015 - 2016,,,,,,10.07,,,,,,,,,
,,2016 - 2017,,,,,,10.02,,,,,,,,,
,,2017 - 2018,,,,,,10.02,,,,,,,,,
,,2018 - 2019,,,,,,10.01,,,,,,,,,
,,2019 - 2020,,,,,,10.01,,,,,,,,,
,,2020 - 2021,,,,,,10.01,,,,,,,,,
,,2021 - 2022,,,,530.0,,10.0,,,,,,,,,
,,2022 - 2023,,,,852.0,,11.18,,,,,,,,,
,Shamator,2022 - 2023,,,,206.0,,11.19,,,,,,,,,
,Tseminyu,2022 - 2023,,,,109.0,,11.17,,,,,,,,,
,Tuensang,2000 - 2001,,,,,,,460.0,,10.61,,,,,,
,,2001 - 2002,,,,,,,370.0,,11.95,,,,,,
,,2002 - 2003,,,,,,,570.0,,10.7,,,,,,
,,2003 - 2004,,,,,,,560.0,,7.14,,,,,,
,,2004 - 2005,,,,,,,920.0,,5.66,,,,,,
,,2006 - 2007,380.0,,9.08,,,,,,,,,,,,
,,2007 - 2008,260.0,,15.23,,,,,,,,,,,,
,,2008 - 2009,160.0,,12.25,,,,,,,,,,,,
,,2009 - 2010,150.0,,9.4,700.0,,12.37,,,,,,,,,
,,2010 - 2011,130.0,,12.69,770.0,,12.42,,,,,,,,,
,,2011 - 2012,,,,910.0,,9.02,,,,,,,,,
,,2012 - 2013,,,,940.0,,9.79,,,,,,,,,
,,2013 - 2014,,,,950.0,,10.01,,,,,,,,,
,,2014 - 2015,,,,950.0,,10.02,,,,,,,,,
,,2015 - 2016,,,,950.0,,9.99,,,,,,,,,
,,2016 - 2017,,,,960.0,,10.0,,,,,,,,,
,,2017 - 2018,,,,960.0,,10.0,,,,,,,,,
,,2018 - 2019,,,,960.0,,10.0,,,,,,,,,
,,2019 - 2020,,,,963.0,,10.0,,,,,,,,,
,,2020 - 2021,,,,966.0,,10.0,,,,,,,,,
,,2022 - 2023,,,,447.0,,11.13,,,,,,,,,
,Wokha,2000 - 2001,,,,,,,720.0,,10.35,,,,,,
,,2001 - 2002,,,,,,,450.0,,12.87,,,,,,
,,2002 - 2003,,,,,,,720.0,,12.1,,,,,,
,,2003 - 2004,,,,,,,650.0,,7.55,,,,,,
,,2004 - 2005,,,,,,,,,6.83,,,,,,
,,2006 - 2007,350.0,,8.91,,,,,,,,,,,,
,,2007 - 2008,200.0,,18.85,,,,,,,,,,,,
,,2008 - 2009,280.0,,12.57,250.0,,11.12,,,,,,,,,
,,2009 - 2010,270.0,,9.48,160.0,,12.38,,,,,,,,,
,,2010 - 2011,240.0,,12.71,240.0,,12.42,,,,,,,,,
,,2011 - 2012,,,,510.0,,9.02,,,,,,,,,
,,2012 - 2013,,,,540.0,,10.0,,,,,,,,,
,,2013 - 2014,,,,540.0,,10.02,,,,,,,,,
,,2014 - 2015,,,,560.0,,10.2,,,,,,,,,
,,2015 - 2016,,,,560.0,,9.98,,,,,,,,,
,,2016 - 2017,,,,570.0,,9.98,,,,,,,,,
,,2017 - 2018,,,,570.0,,10.0,,,,,,,,,
,,2018 - 2019,,,,570.0,,10.02,,,,,,,,,
,,2019 - 2020,,,,572.0,,10.01,,,,,,,,,
,,2020 - 2021,,,,574.0,,10.01,,,,,,,,,
,,2021 - 2022,,,,18.0,360.0,20.0,,,,,,,,,
,,2022 - 2023,,,,388.0,,11.13,,,,,,,,,
,Zunheboto,2000 - 2001,,,,,,,480.0,,9.4,,,,,,
,,2001 - 2002,,,,,,,310.0,,11.97,,,,,,
,,2002 - 2003,,,,,,,530.0,,10.6,,,,,,
,,2003 - 2004,,,,,,,510.0,,7.18,,,,,,
,,2004 - 2005,,,,,,,,,6.94,,,,,,
,,2006 - 2007,150.0,,9.13,,,,,,,,,,,,
,,2007 - 2008,110.0,,16.82,,,,,,,,,,,,
,,2008 - 2009,200.0,,12.1,400.0,,12.38,,,,,,,,,
,,2009 - 2010,180.0,,9.39,,,,,,,,,,,,
,,2010 - 2011,150.0,,12.8,,,,,,,,,,,,
,,2011 - 2012,,,,170.0,,9.0,,,,,,,,,
,,2012 - 2013,,,,210.0,,9.95,,,,,,,,,
,,2013 - 2014,,,,220.0,,10.0,,,,,,,,,
,,2014 - 2015,,,,230.0,,10.17,,,,,,,,,
,,2015 - 2016,,,,230.0,,10.04,,,,,,,,,
,,2016 - 2017,,,,240.0,,10.0,,,,,,,,,
,,2017 - 2018,,,,240.0,,10.0,,,,,,,,,
,,2018 - 2019,,,,240.0,,10.0,,,,,,,,,
,,2019 - 2020,,,,240.0,,10.03,,,,,,,,,
,,2020 - 2021,,,,241.0,,10.02,,,,,,,,,
,,2021 - 2022,,,,100.0,500.0,5.0,,,,,,,,,
,,2022 - 2023,,,,163.0,,11.16,,,,,,,,,
Odisha,Anugul,2000 - 2001,,,,,,,468.0,,9.03,,,,,,
,,2001 - 2002,,,,,,,490.0,,10.64,,,,,,
,,2002 - 2003,,,,,,,459.0,,8.78,,,,,,
,,2003 - 2004,,,,,,,554.0,,8.94,,,,,,
,,2004 - 2005,,,,,,,,,,576.0,,9.23,,,
,,2005 - 2006,,,,,,,,,,503.0,,9.0,,,
,,2006 - 2007,,,,,,,,,,470.0,,9.36,,,
,,2007 - 2008,,,,,,,,,,606.0,,9.04,,,
,,2008 - 2009,,,,,,,,,,599.0,,10.66,,,
,,2009 - 2010,,,,,,,,,,721.0,,10.86,,,
,,2010 - 2011,,,,,,,,,,423.0,,10.96,,,
,,2011 - 2012,,,,,,,,,,557.0,,8.98,,,
,,2012 - 2013,,,,,,,,,,446.0,,10.16,,,
,,2013 - 2014,,,,,,,,,,443.0,,10.63,,,
,,2014 - 2015,,,,,,,,,,550.0,,11.5,,,
,,2015 - 2016,,,,,,,,,,430.0,,10.28,,,
,,2016 - 2017,,,,,,,,,,576.0,,11.44,,,
,,2017 - 2018,,,,,,,,,,429.0,,12.39,,,
,,2018 - 2019,,,,,,,,,,520.0,,12.29,,,
,,2019 - 2020,,,,,,,,,,394.0,,12.66,,,
,,2020 - 2021,,,,,,,,,,303.0,,14.52,,,
,,2021 - 2022,,,,,,,,,,770.0,,13.31,,,
,,2022 - 2023,,,,,,,,,,,,13.49,,,
,Balangir,2000 - 2001,,,,,,,43.0,307.8,7.16,,,,,,
,,2001 - 2002,,,,,,,52.0,443.0,8.52,,,,,,
,,2002 - 2003,,,,,,,63.0,414.7,6.58,,,,,,
,,2003 - 2004,,,,,,,6.0,48.9,8.15,,,,,,
,,2004 - 2005,,,,,,,,,,15.0,116.6,7.77,,,
,,2005 - 2006,,,,,,,,,,18.0,124.7,6.93,,,
,,2006 - 2007,,,,,,,,,,32.0,227.2,7.1,,,
,,2007 - 2008,,,,,,,,,,8.0,43.7,5.46,,,
,,2008 - 2009,,,,,,,,,,70.0,526.4,7.52,,,
,,2009 - 2010,,,,,,,,,,95.0,798.1,8.4,,,
,,2010 - 2011,,,,,,,,,,25.0,224.9,9.0,,,
,,2011 - 2012,,,,,,,,,,11.0,59.4,5.4,,,
,,2012 - 2013,,,,,,,,,,47.0,429.1,9.13,,,
,,2013 - 2014,,,,,,,,,,2.0,21.3,10.65,,,
,,2014 - 2015,,,,,,,,,,28.0,192.4,6.87,,,
,,2015 - 2016,,,,,,,,,,10.0,66.1,6.61,,,
,,2016 - 2017,,,,,,,,,,403.0,,22.66,,,
,,2018 - 2019,,,,,,,,,,1.0,7.7,7.7,,,
,,2019 - 2020,,,,,,,,,,35.0,192.9,5.51,,,
,,2020 - 2021,,,,,,,,,,3.0,20.8,6.93,,,
,,2021 - 2022,,,,,,,,,,244.0,,7.76,,,
,,2022 - 2023,,,,,,,,,,141.0,,11.62,,,
,Baleshwar,2000 - 2001,,,,,,,268.0,,13.01,,,,,,
,,2001 - 2002,,,,,,,257.0,,10.87,,,,,,
