state,district,year,moong_rabi_area_hectare,moong_rabi_production_tonne,moong_rabi_yield_tonne_per_hectare,moong_kharif_area_hectare,moong_kharif_production_tonne,moong_kharif_yield_tonne_per_hectare,moong_summer_area_hectare,moong_summer_production_tonne,moong_summer_yield_tonne_per_hectare,moong_whole_year_area_hectare,moong_whole_year_production_tonne,moong_whole_year_yield_tonne_per_hectare,moong_autumn_area_hectare,moong_autumn_production_tonne,moong_autumn_yield_tonne_per_hectare,moong_winter_area_hectare,moong_winter_production_tonne,moong_winter_yield_tonne_per_hectare
,Bandipora,2007 - 2008,,,,115.0,40.9,0.36,,,,,,,,,,,,
,,2009 - 2010,,,,149.0,53.1,0.36,,,,,,,,,,,,
,,2010 - 2011,,,,120.0,42.8,0.36,,,,,,,,,,,,
,,2011 - 2012,,,,60.0,21.5,0.36,,,,,,,,,,,,
,,2012 - 2013,,,,76.0,27.2,0.36,,,,,,,,,,,,
,,2015 - 2016,,,,74.0,26.5,0.36,,,,,,,,,,,,
,,2016 - 2017,,,,74.0,26.5,0.36,,,,,,,,,,,,
,,2017 - 2018,,,,74.0,26.6,0.36,,,,,,,,,,,,
,,2018 - 2019,,,,74.0,26.6,0.36,,,,,,,,,,,,
,,2019 - 2020,,,,75.0,27.0,0.36,,,,,,,,,,,,
,,2020 - 2021,,,,74.0,26.6,0.36,,,,,,,,,,,,
,Baramulla,2001 - 2002,,,,,375.0,0.36,,,,,,,,,,,,
,,2002 - 2003,,,,642.0,229.0,0.36,,,,,,,,,,,,
,,2003 - 2004,,,,354.0,126.0,0.36,,,,,,,,,,,,
,,2004 - 2005,,,,368.0,131.0,0.36,,,,,,,,,,,,
,,2005 - 2006,,,,326.0,116.0,0.36,,,,,,,,,,,,
,,2006 - 2007,,,,435.0,154.8,0.36,,,,,,,,,,,,
,,2007 - 2008,,,,73.0,26.0,0.36,,,,,,,,,,,,
,,2009 - 2010,,,,150.0,53.4,0.36,,,,,,,,,,,,
,,2010 - 2011,,,,405.0,144.2,0.36,,,,,,,,,,,,
,,2011 - 2012,,,,720.0,256.4,0.36,,,,,,,,,,,,
,,2012 - 2013,,,,720.0,256.4,0.36,,,,,,,,,,,,
,,2014 - 2015,,,,432.0,153.8,0.36,,,,,,,,,,,,
,,2015 - 2016,,,,146.0,52.0,0.36,,,,,,,,,,,,
,,2016 - 2017,,,,145.0,51.6,0.36,,,,,,,,,,,,
,,2017 - 2018,,,,436.0,155.2,0.36,,,,,,,,,,,,
,,2018 - 2019,,,,118.0,42.0,0.36,,,,,,,,,,,,
,,2019 - 2020,,,,118.0,42.0,0.36,,,,,,,,,,,,
,,2020 - 2021,,,,132.0,47.0,0.36,,,,,,,,,,,,
,Doda,2001 - 2002,,,,31.0,13.0,0.42,,,,,,,,,,,,
,,2005 - 2006,,,,75.0,34.3,0.46,,,,,,,,,,,,
,,2006 - 2007,,,,13.0,5.9,0.45,,,,,,,,,,,,
,,2010 - 2011,,,,11.0,3.3,0.3,,,,,,,,,,,,
,,2016 - 2017,,,,1.0,0.5,0.5,,,,,,,,,,,,
,Ganderbal,2007 - 2008,,,,51.0,24.9,0.49,,,,,,,,,,,,
,,2010 - 2011,,,,21.0,12.1,0.58,,,,,,,,,,,,
,,2011 - 2012,,,,6.0,3.5,0.58,,,,,,,,,,,,
,,2012 - 2013,,,,13.0,7.6,0.58,,,,,,,,,,,,
,,2014 - 2015,,,,13.0,7.6,0.58,,,,,,,,,,,,
,Jammu,2001 - 2002,,,,282.0,141.0,0.5,,,,,,,,,,,,
,,2002 - 2003,,,,345.0,172.0,0.5,,,,,,,,,,,,
,,2003 - 2004,,,,46.0,23.0,0.5,,,,,,,,,,,,
,,2004 - 2005,,,,102.0,51.0,0.5,,,,,,,,,,,,
,,2005 - 2006,,,,203.0,101.5,0.5,,,,,,,,,,,,
,,2006 - 2007,,,,30.0,15.0,0.5,,,,,,,,,,,,
,,2007 - 2008,,,,3.0,1.5,0.5,,,,,,,,,,,,
,,2010 - 2011,,,,2.0,1.0,0.5,,,,,,,,,,,,
,,2011 - 2012,,,,1.0,0.5,0.5,,,,,,,,,,,,
,,2012 - 2013,,,,2.0,1.0,0.5,,,,,,,,,,,,
,,2014 - 2015,,,,42.0,21.6,0.51,,,,,,,,,,,,
,,2016 - 2017,,,,451.0,309.2,0.69,,,,,,,,,,,,
,,2018 - 2019,,,,64.0,32.0,0.5,,,,,,,,,,,,
,Kathua,2002 - 2003,,,,20.0,11.0,0.55,,,,,,,,,,,,
,,2004 - 2005,,,,5.0,3.0,0.6,,,,,,,,,,,,
,,2005 - 2006,,,,6.0,3.4,0.57,,,,,,,,,,,,
,,2006 - 2007,,,,4.0,2.3,0.58,,,,,,,,,,,,
,,2007 - 2008,,,,5.0,2.9,0.58,,,,,,,,,,,,
,,2010 - 2011,,,,1.0,0.5,0.5,,,,,,,,,,,,
,,2012 - 2013,56.0,67.2,1.2,,,,,,,,,,,,,,,
,,2013 - 2014,56.0,67.2,1.2,,,,,,,,,,,,,,,
,,2015 - 2016,3.0,0.9,0.3,,,,,,,,,,,,,,,
,,2016 - 2017,,,,4.0,2.0,0.5,,,,,,,,,,,,
,Kishtwar,2007 - 2008,,,,2.0,0.9,0.45,,,,,,,,,,,,
,,2012 - 2013,,,,1.0,0.7,0.7,,,,,,,,,,,,
,Kulgam,2007 - 2008,,,,195.0,100.5,0.52,,,,,,,,,,,,
,,2009 - 2010,,,,199.0,102.6,0.52,,,,,,,,,,,,
,,2011 - 2012,,,,255.0,131.6,0.52,,,,,,,,,,,,
,,2012 - 2013,,,,244.0,125.9,0.52,,,,,,,,,,,,
,,2014 - 2015,,,,77.0,39.7,0.52,,,,,,,,,,,,
,,2015 - 2016,,,,25.0,12.9,0.52,,,,,,,,,,,,
,,2016 - 2017,,,,32.0,16.5,0.52,,,,,,,,,,,,
,,2017 - 2018,,,,29.0,15.0,0.52,,,,,,,,,,,,
,,2018 - 2019,,,,32.0,16.5,0.52,,,,,,,,,,,,
,,2019 - 2020,,,,32.0,16.5,0.52,,,,,,,,,,,,
,,2020 - 2021,,,,32.0,16.5,0.52,,,,,,,,,,,,
,Leh ladakh,2011 - 2012,2.0,0.5,0.25,,,,,,,,,,,,,,,
,Pulwama,2001 - 2002,,,,93.0,38.0,0.41,,,,,,,,,,,,
,,2002 - 2003,,,,444.0,180.0,0.41,,,,,,,,,,,,
,,2003 - 2004,,,,84.0,34.0,0.4,,,,,,,,,,,,
,,2004 - 2005,,,,110.0,45.0,0.41,,,,,,,,,,,,
,,2005 - 2006,,,,180.0,72.8,0.4,,,,,,,,,,,,
,,2006 - 2007,,,,171.0,69.2,0.4,,,,,,,,,,,,
,,2007 - 2008,,,,90.0,36.4,0.4,,,,,,,,,,,,
,,2009 - 2010,,,,100.0,40.5,0.41,,,,,,,,,,,,
,,2010 - 2011,,,,99.0,40.1,0.41,,,,,,,,,,,,
,,2011 - 2012,,,,146.0,291.7,2.0,,,,,,,,,,,,
,,2012 - 2013,,,,98.0,195.8,2.0,,,,,,,,,,,,
,,2014 - 2015,,,,23.0,46.0,2.0,,,,,,,,,,,,
,,2015 - 2016,,,,11.0,5.6,0.51,,,,,,,,,,,,
,,2016 - 2017,,,,15.0,7.6,0.51,,,,,,,,,,,,
,,2017 - 2018,,,,15.0,7.7,0.51,,,,,,,,,,,,
,,2018 - 2019,,,,19.0,9.7,0.51,,,,,,,,,,,,
,,2019 - 2020,,,,19.0,9.7,0.51,,,,,,,,,,,,
,,2020 - 2021,,,,34.0,17.4,0.51,,,,,,,,,,,,
,Rajauri,2004 - 2005,,,,1.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,22.0,11.0,0.5,,,,,,,,,,,,
,Reasi,2007 - 2008,,,,4.0,2.6,0.65,,,,,,,,,,,,
,,2009 - 2010,,,,1.0,0.7,0.7,,,,,,,,,,,,
,,2010 - 2011,,,,1.0,0.7,0.7,,,,,,,,,,,,
,,2011 - 2012,,,,1.0,0.7,0.7,,,,,,,,,,,,
,,2012 - 2013,,,,1.0,0.7,0.7,,,,,,,,,,,,
,,2015 - 2016,,,,13.0,9.1,0.7,,,,,,,,,,,,
,Samba,2007 - 2008,,,,25.0,12.5,0.5,,,,,,,,,,,,
,,2009 - 2010,,,,34.0,17.0,0.5,,,,,,,,,,,,
,,2010 - 2011,,,,28.0,14.0,0.5,,,,,,,,,,,,
,,2011 - 2012,,,,34.0,17.0,0.5,,,,,,,,,,,,
,,2012 - 2013,,,,34.0,17.0,0.5,,,,,,,,,,,,
,,2015 - 2016,,,,1.0,0.5,0.5,,,,,,,,,,,,
,,2016 - 2017,,,,1.0,0.5,0.5,,,,,,,,,,,,
,,2020 - 2021,,,,8.0,6.3,0.79,,,,,,,,,,,,
,Srinagar,2001 - 2002,,,,91.0,45.0,0.49,,,,,,,,,,,,
,,2002 - 2003,,,,81.0,40.0,0.49,,,,,,,,,,,,
,,2003 - 2004,,,,91.0,45.0,0.49,,,,,,,,,,,,
,,2004 - 2005,,,,90.0,44.0,0.49,,,,,,,,,,,,
,,2005 - 2006,,,,90.0,44.2,0.49,,,,,,,,,,,,
,,2006 - 2007,,,,9.0,4.4,0.49,,,,,,,,,,,,
,,2007 - 2008,,,,2.0,1.0,0.5,,,,,,,,,,,,
,Udhampur,2001 - 2002,,,,82.0,54.0,0.66,,,,,,,,,,,,
,,2002 - 2003,,,,50.0,33.0,0.66,,,,,,,,,,,,
,,2003 - 2004,,,,31.0,21.0,0.68,,,,,,,,,,,,
,,2004 - 2005,,,,10.0,7.0,0.7,,,,,,,,,,,,
,,2005 - 2006,,,,21.0,13.9,0.66,,,,,,,,,,,,
,,2006 - 2007,,,,223.0,147.6,0.66,,,,,,,,,,,,
,,2007 - 2008,,,,34.0,22.5,0.66,,,,,,,,,,,,
,,2009 - 2010,,,,12.0,8.0,0.67,,,,,,,,,,,,
,,2010 - 2011,,,,22.0,14.7,0.67,,,,,,,,,,,,
,,2011 - 2012,,,,14.0,7.0,0.5,,,,,,,,,,,,
,,2012 - 2013,,,,21.0,10.5,0.5,,,,,,,,,,,,
,,2016 - 2017,,,,3.0,1.5,0.5,,,,,,,,,,,,
,,2017 - 2018,,,,3.0,1.5,0.5,,,,,,,,,,,,
,,2018 - 2019,,,,14.0,7.0,0.5,,,,,,,,,,,,
,,2019 - 2020,,,,3.0,1.5,0.5,,,,,,,,,,,,
,,2020 - 2021,,,,13.0,6.5,0.5,,,,,,,,,,,,
Jharkhand,Bokaro,2017 - 2018,,,,,494.0,0.49,,,,,,,,,,,,
,,2018 - 2019,,,,949.0,464.0,0.49,,,,,,,,,,,,
,,2019 - 2020,,,,701.0,771.0,1.1,,,,,,,,,,,,
,,2020 - 2021,,,,956.0,,1.3,956.0,,1.3,,,,,,,,,
,,2021 - 2022,,,,922.0,738.0,0.8,,,,,,,,,,,,
,,2022 - 2023,,,,805.0,,1.3,,,,,,,,,,,,
,Chatra,2017 - 2018,,,,710.0,582.0,0.82,,,,,,,,,,,,
,,2018 - 2019,,,,806.0,677.0,0.84,,,,,,,,,,,,
,,2019 - 2020,,,,546.0,464.0,0.85,,,,,,,,,,,,
,,2020 - 2021,,,,745.0,641.0,0.86,745.0,641.0,0.86,,,,,,,,,
,,2021 - 2022,,,,728.0,626.0,0.86,,,,,,,,,,,,
,,2022 - 2023,,,,491.0,417.0,0.85,,,,,,,,,,,,
,Deoghar,2017 - 2018,,,,750.0,450.0,0.6,,,,,,,,,,,,
,,2018 - 2019,,,,803.0,482.0,0.6,,,,,,,,,,,,
,,2019 - 2020,,,,584.0,526.0,0.9,,,,,,,,,,,,
,,2020 - 2021,,,,661.0,595.0,0.9,661.0,595.0,0.9,,,,,,,,,
,,2021 - 2022,,,,289.0,260.0,0.9,,,,,,,,,,,,
,,2022 - 2023,,,,125.0,113.0,0.9,,,,,,,,,,,,
,Dhanbad,2017 - 2018,,,,464.0,408.0,0.88,,,,,,,,,,,,
,,2018 - 2019,,,,384.0,307.0,0.8,,,,,,,,,,,,
,,2019 - 2020,,,,334.0,267.0,0.8,,,,,,,,,,,,
,,2020 - 2021,,,,484.0,387.0,0.8,484.0,387.0,0.8,,,,,,,,,
,,2021 - 2022,,,,485.0,388.0,0.8,,,,,,,,,,,,
,,2022 - 2023,,,,273.0,218.0,0.8,,,,,,,,,,,,
,Dumka,2017 - 2018,,,,,946.0,0.78,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.78,,,,,,,,,,,,
,,2019 - 2020,,,,,,0.89,,,,,,,,,,,,
,,2020 - 2021,,,,,971.0,0.85,,971.0,0.85,,,,,,,,,
,,2021 - 2022,,,,466.0,396.0,0.85,,,,,,,,,,,,
,,2022 - 2023,,,,87.0,74.0,0.85,,,,,,,,,,,,
,East singhbum,2017 - 2018,,,,,,0.79,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.58,,,,,,,,,,,,
,,2019 - 2020,,,,,,0.58,,,,,,,,,,,,
,,2020 - 2021,,,,,852.0,0.63,,852.0,0.63,,,,,,,,,
,,2021 - 2022,,,,175.0,111.0,0.63,,,,,,,,,,,,
,,2022 - 2023,,,,390.0,252.0,0.65,,,,,,,,,,,,
,Garhwa,2017 - 2018,,,,,406.0,0.4,,,,,,,,,,,,
,,2018 - 2019,,,,306.0,63.0,0.21,,,,,,,,,,,,
,,2019 - 2020,,,,333.0,68.0,0.2,,,,,,,,,,,,
,,2020 - 2021,,,,225.0,165.0,0.73,225.0,165.0,0.73,,,,,,,,,
,,2021 - 2022,,,,215.0,158.0,0.73,,,,,,,,,,,,
,,2022 - 2023,,,,120.0,84.0,0.7,,,,,,,,,,,,
,Giridih,2017 - 2018,,,,905.0,789.0,0.87,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.87,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.27,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.96,,,0.96,,,,,,,,,
,,2021 - 2022,,,,,,0.97,,,,,,,,,,,,
,,2022 - 2023,,,,766.0,762.0,0.99,,,,,,,,,,,,
,Godda,2017 - 2018,,,,579.0,521.0,0.9,,,,,,,,,,,,
,,2018 - 2019,,,,621.0,559.0,0.9,,,,,,,,,,,,
,,2019 - 2020,,,,452.0,416.0,0.92,,,,,,,,,,,,
,,2020 - 2021,,,,37.0,33.0,0.89,37.0,33.0,0.89,,,,,,,,,
,,2021 - 2022,,,,670.0,422.0,0.63,,,,,,,,,,,,
,,2022 - 2023,,,,829.0,456.0,0.55,,,,,,,,,,,,
,Gumla,2017 - 2018,,,,,934.0,0.92,,,,,,,,,,,,
,,2018 - 2019,,,,570.0,590.0,1.04,,,,,,,,,,,,
,,2019 - 2020,,,,,,1.03,,,,,,,,,,,,
,,2020 - 2021,,,,,,1.03,,,1.03,,,,,,,,,
,,2021 - 2022,,,,,,0.72,,,,,,,,,,,,
,,2022 - 2023,,,,630.0,510.0,0.81,,,,,,,,,,,,
,Hazaribagh,2017 - 2018,,,,705.0,606.0,0.86,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.86,,,,,,,,,,,,
,,2019 - 2020,,,,751.0,638.0,0.85,,,,,,,,,,,,
,,2020 - 2021,,,,935.0,804.0,0.86,935.0,888.0,0.95,,,,,,,,,
,,2021 - 2022,,,,,916.0,0.85,,,,,,,,,,,,
,,2022 - 2023,,,,689.0,517.0,0.75,,,,,,,,,,,,
,Jamtara,2017 - 2018,,,,41.0,41.0,1.0,,,,,,,,,,,,
,,2018 - 2019,,,,84.0,67.0,0.8,,,,,,,,,,,,
,,2019 - 2020,,,,164.0,139.0,0.85,,,,,,,,,,,,
,,2020 - 2021,,,,141.0,141.0,1.0,141.0,141.0,1.0,,,,,,,,,
,,2021 - 2022,,,,150.0,158.0,1.05,,,,,,,,,,,,
,,2022 - 2023,,,,96.0,82.0,0.85,,,,,,,,,,,,
,Khunti,2017 - 2018,,,,807.0,734.0,0.91,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.89,,,,,,,,,,,,
,,2019 - 2020,,,,96.0,44.0,0.46,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.8,,,0.8,,,,,,,,,
,,2021 - 2022,,,,868.0,694.0,0.8,,,,,,,,,,,,
,,2022 - 2023,,,,867.0,650.0,0.75,,,,,,,,,,,,
,Koderma,2017 - 2018,,,,865.0,519.0,0.6,,,,,,,,,,,,
,,2018 - 2019,,,,706.0,494.0,0.7,,,,,,,,,,,,
,,2019 - 2020,,,,511.0,307.0,0.6,,,,,,,,,,,,
,,2020 - 2021,,,,511.0,307.0,0.6,514.0,463.0,0.9,,,,,,,,,
,,2021 - 2022,,,,679.0,611.0,0.9,,,,,,,,,,,,
,,2022 - 2023,,,,587.0,528.0,0.9,,,,,,,,,,,,
,Latehar,2017 - 2018,,,,383.0,313.0,0.82,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.82,,,,,,,,,,,,
,,2019 - 2020,,,,967.0,790.0,0.82,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.82,,,0.82,,,,,,,,,
,,2021 - 2022,,,,,,0.82,,,,,,,,,,,,
,,2022 - 2023,,,,413.0,337.0,0.82,,,,,,,,,,,,
,Lohardaga,2017 - 2018,,,,138.0,62.0,0.45,,,,,,,,,,,,
,,2018 - 2019,,,,337.0,152.0,0.45,,,,,,,,,,,,
,,2019 - 2020,,,,783.0,352.0,0.45,,,,,,,,,,,,
,,2020 - 2021,,,,770.0,347.0,0.45,770.0,347.0,0.45,,,,,,,,,
,,2021 - 2022,,,,240.0,108.0,0.45,,,,,,,,,,,,
,,2022 - 2023,,,,280.0,126.0,0.45,,,,,,,,,,,,
,Pakur,2017 - 2018,,,,86.0,56.0,0.65,,,,,,,,,,,,
,,2018 - 2019,,,,557.0,241.0,0.43,,,,,,,,,,,,
,,2020 - 2021,,,,807.0,565.0,0.7,807.0,565.0,0.7,,,,,,,,,
,,2021 - 2022,,,,212.0,148.0,0.7,,,,,,,,,,,,
,,2022 - 2023,,,,11.0,8.0,0.73,,,,,,,,,,,,
,Palamu,2017 - 2018,,,,983.0,799.0,0.81,,,,,,,,,,,,
,,2018 - 2019,,,,,426.0,0.41,,,,,,,,,,,,
,,2019 - 2020,,,,,938.0,0.82,,,,,,,,,,,,
,,2020 - 2021,,,,589.0,483.0,0.82,589.0,477.0,0.81,,,,,,,,,
,,2021 - 2022,,,,660.0,565.0,0.86,,,,,,,,,,,,
,,2022 - 2023,,,,120.0,103.0,0.86,,,,,,,,,,,,
,Ramgarh,2017 - 2018,,,,430.0,366.0,0.85,,,,,,,,,,,,
,,2018 - 2019,,,,520.0,442.0,0.85,,,,,,,,,,,,
,,2019 - 2020,,,,358.0,304.0,0.85,,,,,,,,,,,,
,,2020 - 2021,,,,407.0,346.0,0.85,407.0,387.0,0.95,,,,,,,,,
,,2021 - 2022,,,,560.0,426.0,0.76,,,,,,,,,,,,
,,2022 - 2023,,,,426.0,324.0,0.76,,,,,,,,,,,,
,Ranchi,2017 - 2018,,,,,,0.8,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.75,,,,,,,,,,,,
,,2019 - 2020,,,,,,0.8,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.8,,,0.8,,,,,,,,,
,,2021 - 2022,,,,,,0.8,,,,,,,,,,,,
,,2022 - 2023,,,,,,0.8,,,,,,,,,,,,
,Sahebganj,2017 - 2018,,,,246.0,279.0,1.13,,,,,,,,,,,,
,,2018 - 2019,,,,129.0,146.0,1.13,,,,,,,,,,,,
,,2019 - 2020,,,,10.0,11.0,1.1,,,,,,,,,,,,
,,2020 - 2021,,,,317.0,360.0,1.14,317.0,360.0,1.14,,,,,,,,,
,,2021 - 2022,,,,103.0,117.0,1.14,,,,,,,,,,,,
,Saraikela kharsawan,2017 - 2018,,,,,,0.9,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.7,,,,,,,,,,,,
,,2019 - 2020,,,,,,0.7,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.7,,,1.3,,,,,,,,,
,,2021 - 2022,,,,,,0.7,,,,,,,,,,,,
,,2022 - 2023,,,,,,0.7,,,,,,,,,,,,
,Simdega,2017 - 2018,,,,,900.0,0.9,,,,,,,,,,,,
,,2018 - 2019,,,,,900.0,0.9,,,,,,,,,,,,
,,2019 - 2020,,,,974.0,877.0,0.9,,,,,,,,,,,,
,,2020 - 2021,,,,997.0,947.0,0.95,997.0,947.0,0.95,,,,,,,,,
,,2021 - 2022,,,,995.0,945.0,0.95,,,,,,,,,,,,
,,2022 - 2023,,,,96.0,86.0,0.9,,,,,,,,,,,,
,West singhbhum,2017 - 2018,,,,,,0.86,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.82,,,,,,,,,,,,
,,2019 - 2020,,,,,,0.79,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.83,,,0.83,,,,,,,,,
,,2021 - 2022,,,,,,0.76,,,,,,,,,,,,
,,2022 - 2023,,,,,,0.82,,,,,,,,,,,,
Karnataka,Bagalkot,2000 - 2001,,,,,,0.43,,,,,,,,,,,,
,,2001 - 2002,,,,,501.0,0.22,,,,,,,,,,,,
,,2002 - 2003,,,,,330.0,0.02,,,,,,,,,,,,
,,2003 - 2004,,,,969.0,56.0,0.06,,,,,,,,,,,,
,,2004 - 2005,,,,,,0.11,,,,,,,,,,,,
,,2005 - 2006,,,,,,0.12,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.05,,,,,,,,,,,,
,,2007 - 2008,,,,,,0.2,,,,,,,,,,,,
,,2008 - 2009,,,,,321.0,0.02,,,,,,,,,,,,
,,2009 - 2010,,,,,,0.13,,,,,,,,,,,,
,,2010 - 2011,,,,,,0.15,,,,,,,,,,,,
,,2011 - 2012,,,,,,0.17,,,,,,,,,,,,
,,2012 - 2013,,,,925.0,48.0,0.05,,,,,,,,,,,,
,,2013 - 2014,,,,,,0.13,,,,,,,,,,,,
,,2014 - 2015,,,,,,0.18,,,,,,,,,,,,
,,2015 - 2016,,,,,,0.05,,,,,,,,,,,,
,,2016 - 2017,,,,,,0.22,,,,,,,,,,,,
,,2017 - 2018,,,,,,0.13,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.21,,,,,,,,,,,,
,,2019 - 2020,65.0,16.0,0.25,,,0.18,1.0,,0.0,,,,,,,,,
,,2020 - 2021,47.0,14.0,0.3,,,0.19,1.0,0.22,0.22,,,,,,,,,
,,2021 - 2022,,,,,,0.29,,,,,,,,,,,,
,,2022 - 2023,,,,,,0.27,,,,,,,,,,,,
,Bangalore rural,2000 - 2001,8.0,2.0,0.25,363.0,151.0,0.42,,,,,,,,,,,,
,,2001 - 2002,4.0,1.0,0.25,93.0,24.0,0.26,,,,,,,,,,,,
,,2002 - 2003,,,,22.0,1.0,0.05,,,,,,,,,,,,
,,2003 - 2004,,,,20.0,3.0,0.15,,,,,,,,,,,,
,,2004 - 2005,,,,64.0,10.0,0.16,,,,,,,,,,,,
,,2005 - 2006,,,,29.0,7.0,0.24,,,,,,,,,,,,
,,2006 - 2007,,,,66.0,8.0,0.12,,,,,,,,,,,,
,,2007 - 2008,,,,6.0,1.0,0.17,,,,,,,,,,,,
,,2008 - 2009,,,,14.0,2.0,0.14,,,,,,,,,,,,
,,2009 - 2010,,,,6.0,1.0,0.17,,,,,,,,,,,,
,,2010 - 2011,,,,23.0,6.0,0.26,,,,,,,,,,,,
,,2011 - 2012,,,,10.0,3.0,0.3,,,,,,,,,,,,
,,2012 - 2013,,,,5.0,2.0,0.4,,,,,,,,,,,,
,,2013 - 2014,,,,11.0,3.0,0.27,,,,,,,,,,,,
,,2014 - 2015,,,,7.0,1.0,0.14,,,,,,,,,,,,
,,2015 - 2016,,,,3.0,,0.0,,,,,,,,,,,,
,,2016 - 2017,,,,11.0,3.0,0.27,,,,,,,,,,,,
,,2018 - 2019,,,,7.0,2.0,0.29,,,,,,,,,,,,
,,2019 - 2020,,,,5.0,2.0,0.4,19.0,3.0,0.16,,,,,,,,,
,,2020 - 2021,9.0,3.0,0.33,14.0,6.0,0.43,,,,,,,,,,,,
,,2021 - 2022,,,,16.0,6.0,0.38,,,,,,,,,,,,
,,2022 - 2023,,,,17.0,6.0,0.35,,,,,,,,,,,,
,Belgaum,2000 - 2001,178.0,48.0,0.27,,,0.25,,,,,,,,,,,,
,,2001 - 2002,20.0,6.0,0.3,,,0.23,,,,,,,,,,,,
,,2002 - 2003,49.0,9.0,0.18,,,0.04,,,,,,,,,,,,
,,2003 - 2004,36.0,11.0,0.31,,223.0,0.05,,,,,,,,,,,,
,,2004 - 2005,94.0,23.0,0.24,,,0.09,,,,,,,,,,,,
,,2005 - 2006,113.0,33.0,0.29,,,0.19,,,,,,,,,,,,
,,2006 - 2007,175.0,53.0,0.3,,,0.1,,,,,,,,,,,,
,,2007 - 2008,31.0,10.0,0.32,,,0.19,,,,,,,,,,,,
,,2008 - 2009,104.0,27.0,0.26,,,0.09,,,,,,,,,,,,
,,2009 - 2010,158.0,41.0,0.26,,,0.13,,,,,,,,,,,,
,,2010 - 2011,159.0,42.0,0.26,,,0.24,,,,,,,,,,,,
,,2011 - 2012,94.0,31.0,0.33,,,0.24,,,,,,,,,,,,
,,2012 - 2013,55.0,13.0,0.24,,792.0,0.2,,,,,,,,,,,,
,,2013 - 2014,66.0,17.0,0.26,,,0.23,,,,,,,,,,,,
,,2014 - 2015,65.0,21.0,0.32,,,0.18,,,,,,,,,,,,
,,2015 - 2016,39.0,12.0,0.31,,,0.09,,,,,,,,,,,,
,,2016 - 2017,38.0,3.0,0.08,,,0.3,,,,,,,,,,,,
,,2017 - 2018,8.0,1.0,0.13,,,0.33,,,,,,,,,,,,
,,2018 - 2019,8.0,2.0,0.25,,,0.55,,,,,,,,,,,,
,,2019 - 2020,60.0,15.0,0.25,,,0.4,,,,,,,,,,,,
,,2020 - 2021,591.0,176.0,0.3,,,0.44,43.0,6.0,0.14,,,,,,,,,
,,2021 - 2022,303.0,93.0,0.31,,,0.46,,,,,,,,,,,,
,,2022 - 2023,123.0,38.0,0.31,,,0.46,,,,,,,,,,,,
,Bellary,2000 - 2001,137.0,37.0,0.27,,,0.43,,,,,,,,,,,,
,,2001 - 2002,24.0,7.0,0.29,,409.0,0.19,,,,,,,,,,,,
,,2002 - 2003,,,,,386.0,0.1,,,,,,,,,,,,
,,2003 - 2004,,,,,59.0,0.05,,,,,,,,,,,,
,,2004 - 2005,102.0,25.0,0.25,,,0.33,,,,,,,,,,,,
,,2005 - 2006,108.0,32.0,0.3,,412.0,0.13,,,,,,,,,,,,
,,2006 - 2007,60.0,18.0,0.3,,420.0,0.16,,,,,,,,,,,,
,,2007 - 2008,116.0,38.0,0.33,,439.0,0.15,,,,,,,,,,,,
,,2008 - 2009,50.0,13.0,0.26,,88.0,0.08,,,,,,,,,,,,
,,2009 - 2010,15.0,4.0,0.27,,278.0,0.21,,,,,,,,,,,,
,,2010 - 2011,26.0,7.0,0.27,469.0,105.0,0.22,,,,,,,,,,,,
,,2011 - 2012,5.0,2.0,0.4,273.0,51.0,0.19,,,,,,,,,,,,
,,2012 - 2013,94.0,22.0,0.23,116.0,35.0,0.3,,,,,,,,,,,,
,,2013 - 2014,8.0,2.0,0.25,118.0,30.0,0.25,,,,,,,,,,,,
,,2014 - 2015,2.0,1.0,0.5,76.0,12.0,0.16,,,,,,,,,,,,
,,2015 - 2016,,,,285.0,41.0,0.14,13.0,4.0,0.31,,,,,,,,,
,,2016 - 2017,,,,264.0,52.0,0.2,,,,,,,,,,,,
,,2018 - 2019,7.0,2.0,0.29,326.0,116.0,0.36,,,,,,,,,,,,
,,2019 - 2020,20.0,5.0,0.25,202.0,65.0,0.32,,,,,,,,,,,,
,,2020 - 2021,46.0,14.0,0.3,156.0,63.0,0.4,5.0,1.0,0.2,,,,,,,,,
