state,district,year,sesamum_summer_area_hectare,sesamum_summer_production_tonne,sesamum_summer_yield_tonne_per_hectare,sesamum_rabi_area_hectare,sesamum_rabi_production_tonne,sesamum_rabi_yield_tonne_per_hectare,sesamum_kharif_area_hectare,sesamum_kharif_production_tonne,sesamum_kharif_yield_tonne_per_hectare,sesamum_winter_area_hectare,sesamum_winter_production_tonne,sesamum_winter_yield_tonne_per_hectare,sesamum_whole_year_area_hectare,sesamum_whole_year_production_tonne,sesamum_whole_year_yield_tonne_per_hectare,sesamum_autumn_area_hectare,sesamum_autumn_production_tonne,sesamum_autumn_yield_tonne_per_hectare
,,2004 - 2005,,,,,,,,700.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,,900.0,0.2,,,,,,,,,
,,2006 - 2007,,,,,,,,400.0,0.16,,,,,,,,,
,,2007 - 2008,,,,,,,,700.0,0.3,,,,,,,,,
,,2008 - 2009,,,,,,,,300.0,0.19,,,,,,,,,
,,2009 - 2010,,,,,,,,400.0,0.36,,,,,,,,,
,,2010 - 2011,,,,,,,900.0,300.0,0.33,,,,,,,,,
,,2011 - 2012,,,,,,,900.0,300.0,0.33,,,,,,,,,
,,2012 - 2013,,,,,,,700.0,100.0,0.14,,,,,,,,,
,,2013 - 2014,,,,,,,500.0,100.0,0.2,,,,,,,,,
,,2016 - 2017,212.0,40.0,0.19,80.0,20.0,0.25,474.0,130.0,0.27,,,,,,,,,
,,2017 - 2018,186.0,40.0,0.22,38.0,10.0,0.26,401.0,75.0,0.19,,,,,,,,,
,,2018 - 2019,541.0,14.0,0.03,38.0,4.0,0.11,789.0,205.0,0.26,,,,,,,,,
,,2019 - 2020,59.0,12.0,0.2,100.0,27.0,0.27,869.0,35.0,0.04,,,,,,,,,
,,2020 - 2021,,288.29,0.14,98.98,27.22,0.28,868.84,172.38,0.2,,,,,,,,,
,,2021 - 2022,,351.67,0.14,98.97,70.71,0.71,868.84,118.77,0.14,,,,,,,,,
,,2022 - 2023,,848.0,0.16,93.91,31.46,0.34,605.99,134.9,0.22,,,,,,,,,
Manipur,Chandel,2000 - 2001,,,,,,,220.0,110.0,0.5,,,,,,,,,
,,2001 - 2002,,,,,,,350.0,170.0,0.49,,,,,,,,,
,,2002 - 2003,,,,,,,30.0,20.0,0.67,,,,,,,,,
,,2003 - 2004,,,,,,,30.0,20.0,0.67,,,,,,,,,
,,2004 - 2005,,,,,,,70.0,30.0,0.43,,,,,,,,,
,,2005 - 2006,,,,,,,150.0,80.0,0.53,,,,,,,,,
,,2006 - 2007,,,,,,,100.0,50.0,0.5,,,,,,,,,
,,2007 - 2008,,,,,,,20.0,10.0,0.5,,,,,,,,,
,Churachandpur,2000 - 2001,,,,,,,900.0,440.0,0.49,,,,,,,,,
,,2003 - 2004,,,,,,,750.0,370.0,0.49,,,,,,,,,
,,2004 - 2005,,,,,,,,920.0,0.49,,,,,,,,,
,,2005 - 2006,,,,,,,810.0,400.0,0.49,,,,,,,,,
,,2006 - 2007,,,,,,,,890.0,0.49,,,,,,,,,
,,2007 - 2008,,,,,,,890.0,440.0,0.49,,,,,,,,,
,Senapati,2000 - 2001,,,,,,,140.0,70.0,0.5,,,,,,,,,
,,2001 - 2002,,,,,,,50.0,20.0,0.4,,,,,,,,,
,Tamenglong,2001 - 2002,,,,,,,10.0,10.0,1.0,,,,,,,,,
,,2003 - 2004,,,,,,,30.0,10.0,0.33,,,,,,,,,
,,2005 - 2006,,,,,,,190.0,90.0,0.47,,,,,,,,,
Meghalaya,East garo hills,2000 - 2001,,,,,,,285.0,149.0,0.52,,,,,,,,,
,,2001 - 2002,,,,,,,279.0,141.0,0.51,,,,,,,,,
,,2002 - 2003,,,,,,,272.0,137.0,0.5,,,,,,,,,
,,2003 - 2004,,,,,,,260.0,131.0,0.5,,,,,,,,,
,,2004 - 2005,,,,,,,260.0,130.0,0.5,,,,,,,,,
,,2005 - 2006,,,,,,,253.0,127.0,0.5,,,,,,,,,
,,2006 - 2007,,,,248.0,124.0,0.5,,,,,,,,,,,,
,,2007 - 2008,,,,,,,244.0,122.0,0.5,,,,,,,,,
,,2008 - 2009,,,,,,,247.0,124.0,0.5,,,,,,,,,
,,2009 - 2010,,,,,,,241.0,122.0,0.51,,,,,,,,,
,,2010 - 2011,,,,,,,238.0,119.0,0.5,,,,,,,,,
,,2011 - 2012,,,,,,,240.0,122.0,0.51,,,,,,,,,
,,2012 - 2013,,,,,,,331.0,261.0,0.79,,,,,,,,,
,,2013 - 2014,,,,,,,255.0,209.0,0.82,,,,,,,,,
,,2014 - 2015,,,,,,,256.0,217.0,0.85,,,,,,,,,
,,2015 - 2016,,,,257.0,232.0,0.9,,,,,,,,,,,,
,,2016 - 2017,,,,262.0,234.0,0.89,,,,,,,,,,,,
,,2017 - 2018,,,,262.0,235.0,0.9,,,,,,,,,,,,
,,2018 - 2019,,,,263.0,237.0,0.9,,,,,,,,,,,,
,,2019 - 2020,,,,263.0,237.0,0.9,,,,,,,,,,,,
,,2020 - 2021,,,,264.0,239.0,0.91,,,,,,,,,,,,
,,2022 - 2023,,,,,,,265.0,241.0,0.91,,,,,,,,,
,East jaintia hills,2000 - 2001,,,,,,,34.0,17.0,0.5,,,,,,,,,
,,2001 - 2002,,,,,,,33.0,15.0,0.45,,,,,,,,,
,,2002 - 2003,,,,,,,34.0,16.0,0.47,,,,,,,,,
,,2003 - 2004,,,,,,,33.0,15.0,0.45,,,,,,,,,
,,2004 - 2005,,,,,,,33.0,16.0,0.48,,,,,,,,,
,,2005 - 2006,,,,,,,34.0,19.0,0.56,,,,,,,,,
,,2006 - 2007,,,,34.0,16.0,0.47,,,,,,,,,,,,
,,2007 - 2008,,,,,,,34.0,17.0,0.5,,,,,,,,,
,,2008 - 2009,,,,,,,34.0,17.0,0.5,,,,,,,,,
,,2009 - 2010,,,,,,,23.0,11.0,0.48,,,,,,,,,
,,2010 - 2011,,,,,,,26.0,12.0,0.46,,,,,,,,,
,,2011 - 2012,,,,,,,26.0,13.0,0.5,,,,,,,,,
,,2012 - 2013,,,,,,,36.0,27.0,0.75,,,,,,,,,
,,2013 - 2014,,,,,,,10.0,7.0,0.7,,,,,,,,,
,,2014 - 2015,,,,,,,10.0,8.0,0.8,,,,,,,,,
,,2015 - 2016,,,,10.0,9.0,0.9,,,,,,,,,,,,
,,2016 - 2017,,,,11.0,9.0,0.82,,,,,,,,,,,,
,,2017 - 2018,,,,11.0,9.0,0.82,,,,,,,,,,,,
,,2018 - 2019,,,,11.0,9.0,0.82,,,,,,,,,,,,
,,2019 - 2020,,,,12.0,10.0,0.83,,,,,,,,,,,,
,,2020 - 2021,,,,12.0,10.0,0.83,,,,,,,,,,,,
,,2022 - 2023,,,,,,,12.0,10.0,0.83,,,,,,,,,
,East khasi hills,2000 - 2001,,,,,,,39.0,18.0,0.46,,,,,,,,,
,,2001 - 2002,,,,,,,40.0,20.0,0.5,,,,,,,,,
,,2002 - 2003,,,,,,,41.0,20.0,0.49,,,,,,,,,
,,2003 - 2004,,,,,,,41.0,17.0,0.41,,,,,,,,,
,,2004 - 2005,,,,,,,41.0,25.0,0.61,,,,,,,,,
,,2005 - 2006,,,,,,,42.0,26.0,0.62,,,,,,,,,
,,2006 - 2007,,,,46.0,32.0,0.7,,,,,,,,,,,,
,,2007 - 2008,,,,,,,47.0,35.0,0.74,,,,,,,,,
,,2008 - 2009,,,,,,,49.0,55.0,1.12,,,,,,,,,
,,2009 - 2010,,,,,,,45.0,32.0,0.71,,,,,,,,,
,,2010 - 2011,,,,,,,51.0,40.0,0.78,,,,,,,,,
,,2011 - 2012,,,,,,,53.0,43.0,0.81,,,,,,,,,
,,2012 - 2013,,,,,,,71.0,93.0,1.31,,,,,,,,,
,,2013 - 2014,,,,,,,72.0,100.0,1.39,,,,,,,,,
,,2014 - 2015,,,,,,,73.0,105.0,1.44,,,,,,,,,
,,2015 - 2016,,,,74.0,110.0,1.49,,,,,,,,,,,,
,,2016 - 2017,,,,76.0,112.0,1.47,,,,,,,,,,,,
,,2017 - 2018,,,,78.0,115.0,1.47,,,,,,,,,,,,
,,2018 - 2019,,,,80.0,118.0,1.48,,,,,,,,,,,,
,,2019 - 2020,,,,80.0,118.0,1.48,,,,,,,,,,,,
,,2020 - 2021,,,,80.0,118.0,1.48,,,,,,,,,,,,
,,2022 - 2023,,,,,,,80.0,118.0,1.48,,,,,,,,,
,North garo hills,2013 - 2014,,,,,,,77.0,71.0,0.92,,,,,,,,,
,,2014 - 2015,,,,,,,77.0,76.0,0.99,,,,,,,,,
,,2015 - 2016,,,,77.0,79.0,1.03,,,,,,,,,,,,
,,2016 - 2017,,,,78.0,80.0,1.03,,,,,,,,,,,,
,,2017 - 2018,,,,79.0,81.0,1.03,,,,,,,,,,,,
,,2018 - 2019,,,,79.0,81.0,1.03,,,,,,,,,,,,
,,2019 - 2020,,,,79.0,81.0,1.03,,,,,,,,,,,,
,,2020 - 2021,,,,79.0,81.0,1.03,,,,,,,,,,,,
,,2022 - 2023,,,,,,,79.0,81.0,1.03,,,,,,,,,
,Ri bhoi,2000 - 2001,,,,,,,9.0,7.0,0.78,,,,,,,,,
,,2001 - 2002,,,,,,,6.0,6.0,1.0,,,,,,,,,
,,2002 - 2003,,,,,,,6.0,7.0,1.17,,,,,,,,,
,,2003 - 2004,,,,,,,6.0,6.0,1.0,,,,,,,,,
,,2015 - 2016,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2016 - 2017,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2017 - 2018,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2018 - 2019,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2019 - 2020,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2020 - 2021,,,,1.0,1.0,1.0,,,,,,,,,,,,
,,2022 - 2023,,,,,,,2.0,2.0,1.0,,,,,,,,,
,South garo hills,2000 - 2001,,,,,,,168.0,86.0,0.51,,,,,,,,,
,,2001 - 2002,,,,,,,165.0,86.0,0.52,,,,,,,,,
,,2002 - 2003,,,,,,,163.0,84.0,0.52,,,,,,,,,
,,2003 - 2004,,,,,,,158.0,82.0,0.52,,,,,,,,,
,,2004 - 2005,,,,,,,163.0,84.0,0.52,,,,,,,,,
,,2005 - 2006,,,,,,,156.0,80.0,0.51,,,,,,,,,
,,2006 - 2007,,,,155.0,80.0,0.52,,,,,,,,,,,,
,,2007 - 2008,,,,,,,155.0,78.0,0.5,,,,,,,,,
,,2008 - 2009,,,,,,,153.0,76.0,0.5,,,,,,,,,
,,2009 - 2010,,,,,,,153.0,78.0,0.51,,,,,,,,,
,,2010 - 2011,,,,,,,150.0,77.0,0.51,,,,,,,,,
,,2011 - 2012,,,,,,,152.0,79.0,0.52,,,,,,,,,
,,2012 - 2013,,,,,,,210.0,169.0,0.8,,,,,,,,,
,,2013 - 2014,,,,,,,211.0,182.0,0.86,,,,,,,,,
,,2014 - 2015,,,,,,,215.0,187.0,0.87,,,,,,,,,
,,2015 - 2016,,,,217.0,192.0,0.88,,,,,,,,,,,,
,,2016 - 2017,,,,217.0,194.0,0.89,,,,,,,,,,,,
,,2017 - 2018,,,,219.0,196.0,0.89,,,,,,,,,,,,
,,2018 - 2019,,,,220.0,198.0,0.9,,,,,,,,,,,,
,,2019 - 2020,,,,220.0,198.0,0.9,,,,,,,,,,,,
,,2020 - 2021,,,,221.0,200.0,0.9,,,,,,,,,,,,
,,2022 - 2023,,,,,,,222.0,202.0,0.91,,,,,,,,,
,South west garo hills,2013 - 2014,,,,,,,441.0,422.0,0.96,,,,,,,,,
,,2014 - 2015,,,,,,,442.0,433.0,0.98,,,,,,,,,
,,2015 - 2016,,,,444.0,457.0,1.03,,,,,,,,,,,,
,,2016 - 2017,,,,549.0,464.0,0.85,,,,,,,,,,,,
,,2017 - 2018,,,,551.0,467.0,0.85,,,,,,,,,,,,
,,2018 - 2019,,,,552.0,469.0,0.85,,,,,,,,,,,,
,,2019 - 2020,,,,552.0,469.0,0.85,,,,,,,,,,,,
,,2020 - 2021,,,,553.0,472.0,0.85,,,,,,,,,,,,
,,2022 - 2023,,,,,,,554.0,475.0,0.86,,,,,,,,,
,South west khasi hills,2013 - 2014,,,,,,,6.0,8.0,1.33,,,,,,,,,
,,2014 - 2015,,,,,,,6.0,9.0,1.5,,,,,,,,,
,,2015 - 2016,,,,7.0,10.0,1.43,,,,,,,,,,,,
,,2016 - 2017,,,,7.0,10.0,1.43,,,,,,,,,,,,
,,2017 - 2018,,,,7.0,10.0,1.43,,,,,,,,,,,,
,,2018 - 2019,,,,7.0,10.0,1.43,,,,,,,,,,,,
,,2019 - 2020,,,,7.0,10.0,1.43,,,,,,,,,,,,
,,2020 - 2021,,,,7.0,10.0,1.43,,,,,,,,,,,,
,,2022 - 2023,,,,,,,7.0,10.0,1.43,,,,,,,,,
,West garo hills,2000 - 2001,,,,,,,774.0,409.0,0.53,,,,,,,,,
,,2001 - 2002,,,,,,,789.0,417.0,0.53,,,,,,,,,
,,2002 - 2003,,,,,,,,585.0,0.53,,,,,,,,,
,,2003 - 2004,,,,,,,,588.0,0.53,,,,,,,,,
,,2004 - 2005,,,,,,,,592.0,0.53,,,,,,,,,
,,2005 - 2006,,,,,,,,599.0,0.54,,,,,,,,,
,,2006 - 2007,,,,,606.0,0.54,,,,,,,,,,,,
,,2007 - 2008,,,,,,,,607.0,0.54,,,,,,,,,
,,2008 - 2009,,,,,,,,600.0,0.54,,,,,,,,,
,,2009 - 2010,,,,,,,,592.0,0.54,,,,,,,,,
,,2010 - 2011,,,,,,,,584.0,0.54,,,,,,,,,
,,2011 - 2012,,,,,,,,590.0,0.54,,,,,,,,,
,,2012 - 2013,,,,,,,,,0.84,,,,,,,,,
,,2013 - 2014,,,,,,,,939.0,0.87,,,,,,,,,
,,2014 - 2015,,,,,,,,967.0,0.9,,,,,,,,,
,,2015 - 2016,,,,,,0.93,,,,,,,,,,,,
,,2016 - 2017,,,,,,0.93,,,,,,,,,,,,
,,2017 - 2018,,,,,,0.93,,,,,,,,,,,,
,,2018 - 2019,,,,,,0.93,,,,,,,,,,,,
,,2019 - 2020,,,,,,0.93,,,,,,,,,,,,
,,2020 - 2021,,,,,,0.94,,,,,,,,,,,,
,,2022 - 2023,,,,,,,,,0.94,,,,,,,,,
,West jaintia hills,2013 - 2014,,,,,,,27.0,22.0,0.81,,,,,,,,,
,,2014 - 2015,,,,,,,28.0,23.0,0.82,,,,,,,,,
,,2015 - 2016,,,,29.0,25.0,0.86,,,,,,,,,,,,
,,2016 - 2017,,,,29.0,25.0,0.86,,,,,,,,,,,,
,,2017 - 2018,,,,30.0,26.0,0.87,,,,,,,,,,,,
,,2018 - 2019,,,,30.0,26.0,0.87,,,,,,,,,,,,
,,2019 - 2020,,,,31.0,27.0,0.87,,,,,,,,,,,,
,,2020 - 2021,,,,31.0,27.0,0.87,,,,,,,,,,,,
,,2022 - 2023,,,,,,,39.0,38.0,0.97,,,,,,,,,
,West khasi hills,2000 - 2001,,,,,,,8.0,8.0,1.0,,,,,,,,,
,,2001 - 2002,,,,,,,19.0,9.0,0.47,,,,,,,,,
,,2002 - 2003,,,,,,,18.0,9.0,0.5,,,,,,,,,
,,2003 - 2004,,,,,,,18.0,10.0,0.56,,,,,,,,,
,,2004 - 2005,,,,,,,20.0,13.0,0.65,,,,,,,,,
,,2005 - 2006,,,,,,,23.0,17.0,0.74,,,,,,,,,
,,2006 - 2007,,,,24.0,18.0,0.75,,,,,,,,,,,,
,,2007 - 2008,,,,,,,24.0,18.0,0.75,,,,,,,,,
,,2008 - 2009,,,,,,,24.0,19.0,0.79,,,,,,,,,
,,2009 - 2010,,,,,,,22.0,18.0,0.82,,,,,,,,,
,,2010 - 2011,,,,,,,28.0,20.0,0.71,,,,,,,,,
,,2011 - 2012,,,,,,,28.0,20.0,0.71,,,,,,,,,
,,2012 - 2013,,,,,,,39.0,43.0,1.1,,,,,,,,,
,,2013 - 2014,,,,,,,34.0,38.0,1.12,,,,,,,,,
,,2014 - 2015,,,,,,,35.0,41.0,1.17,,,,,,,,,
,,2015 - 2016,,,,36.0,44.0,1.22,,,,,,,,,,,,
,,2016 - 2017,,,,36.0,44.0,1.22,,,,,,,,,,,,
,,2017 - 2018,,,,36.0,44.0,1.22,,,,,,,,,,,,
,,2018 - 2019,,,,36.0,44.0,1.22,,,,,,,,,,,,
,,2019 - 2020,,,,37.0,45.0,1.22,,,,,,,,,,,,
,,2020 - 2021,,,,37.0,45.0,1.22,,,,,,,,,,,,
,,2022 - 2023,,,,,,,37.0,45.0,1.22,,,,,,,,,
Mizoram,Aizawl,2000 - 2001,,,,,,,,724.0,0.61,,,,,,,,,
,,2001 - 2002,,,,,,,993.0,478.0,0.48,,,,,,,,,
,,2002 - 2003,,,,,,,787.0,435.0,0.55,,,,,,,,,
,,2003 - 2004,,,,,,,260.0,215.0,0.83,,,,,,,,,
,,2004 - 2005,,,,,,,410.0,344.0,0.84,,,,,,,,,
,,2005 - 2006,,,,,,,511.0,264.0,0.52,,,,,,,,,
,,2010 - 2011,,,,,,,208.0,165.0,0.79,,,,,,,,,
,,2011 - 2012,,,,,,,130.0,77.0,0.59,,,,,,,,,
,,2012 - 2013,,,,,,,120.0,133.0,1.11,,,,,,,,,
,,2013 - 2014,,,,,,,103.0,111.0,1.08,,,,,,,,,
,,2014 - 2015,,,,,,,104.0,93.0,0.89,,,,,,,,,
,,2015 - 2016,,,,,,,93.0,97.0,1.04,,,,,,,,,
,,2016 - 2017,,,,,,,89.0,72.0,0.81,,,,,,,,,
,,2017 - 2018,,,,,,,94.0,87.0,0.93,,,,,,,,,
,,2018 - 2019,,,,,,,114.0,101.0,0.89,,,,,,,,,
,,2019 - 2020,,,,,,,114.0,80.0,0.7,,,,,,,,,
,,2020 - 2021,,,,,,,38.0,39.0,1.03,,,,,,,,,
,,2021 - 2022,,,,,,,44.0,51.0,1.16,,,,,,,,,
,,2022 - 2023,,,,,,,64.0,78.0,1.22,,,,,,,,,
,Champhai,2000 - 2001,,,,,,,80.0,62.0,0.78,,,,,,,,,
,,2001 - 2002,,,,,,,398.0,152.0,0.38,,,,,,,,,
,,2002 - 2003,,,,,,,331.0,132.0,0.4,,,,,,,,,
,,2003 - 2004,,,,,,,110.0,60.0,0.55,,,,,,,,,
,,2004 - 2005,,,,,,,120.0,59.0,0.49,,,,,,,,,
,,2005 - 2006,,,,,,,103.0,58.0,0.56,,,,,,,,,
,,2010 - 2011,,,,,,,175.0,116.0,0.66,,,,,,,,,
,,2011 - 2012,,,,,,,196.0,156.0,0.8,,,,,,,,,
,,2012 - 2013,,,,,,,100.0,79.0,0.79,,,,,,,,,
,,2013 - 2014,,,,,,,128.0,103.0,0.8,,,,,,,,,
,,2014 - 2015,,,,,,,108.0,87.0,0.81,,,,,,,,,
,,2015 - 2016,,,,,,,94.0,76.0,0.81,,,,,,,,,
,,2016 - 2017,,,,,,,95.0,74.0,0.78,,,,,,,,,
,,2017 - 2018,,,,,,,96.3,47.6,0.49,,,,,,,,,
,,2018 - 2019,,,,,,,50.0,37.0,0.74,,,,,,,,,
,,2019 - 2020,,,,,,,46.0,35.0,0.76,,,,,,,,,
,,2021 - 2022,,,,,,,3.0,3.0,1.0,,,,,,,,,
,,2022 - 2023,,,,,,,22.0,19.0,0.86,,,,,,,,,
,Hnahthial,2020 - 2021,,,,,,,18.0,20.0,1.11,,,,,,,,,
,,2021 - 2022,,,,,,,20.0,14.0,0.7,,,,,,,,,
,,2022 - 2023,,,,,,,18.0,20.0,1.11,,,,,,,,,
,Khawzawl,2020 - 2021,,,,,,,5.0,7.0,1.4,,,,,,,,,
,Kolasib,2000 - 2001,,,,,,,,625.0,0.31,,,,,,,,,
,,2001 - 2002,,,,,,,,628.0,0.31,,,,,,,,,
,,2002 - 2003,,,,,,,,755.0,0.6,,,,,,,,,
,,2003 - 2004,,,,,,,680.0,408.0,0.6,,,,,,,,,
,,2004 - 2005,,,,,,,581.0,256.0,0.44,,,,,,,,,
,,2005 - 2006,,,,,,,256.0,145.0,0.57,,,,,,,,,
,,2010 - 2011,,,,,,,130.0,83.0,0.64,,,,,,,,,
,,2011 - 2012,,,,,,,133.0,96.0,0.72,,,,,,,,,
,,2012 - 2013,,,,,,,83.0,71.0,0.86,,,,,,,,,
,,2013 - 2014,,,,,,,93.0,83.0,0.89,,,,,,,,,
,,2014 - 2015,,,,,,,94.0,84.0,0.89,,,,,,,,,
,,2015 - 2016,,,,,,,99.0,89.0,0.9,,,,,,,,,
,,2016 - 2017,,,,,,,94.0,86.0,0.91,,,,,,,,,
,,2017 - 2018,,,,,,,87.0,78.0,0.9,,,,,,,,,
,,2018 - 2019,,,,,,,87.0,79.0,0.91,,,,,,,,,
,,2019 - 2020,,,,,,,81.0,60.0,0.74,,,,,,,,,
,,2020 - 2021,,,,,,,77.0,59.0,0.77,,,,,,,,,
,,2021 - 2022,,,,,,,90.0,69.0,0.77,,,,,,,,,
,,2022 - 2023,,,,,,,100.0,66.0,0.66,,,,,,,,,
,Lawngtlai,2004 - 2005,,,,,,,215.0,92.0,0.43,,,,,,,,,
,,2005 - 2006,,,,,,,140.0,60.0,0.43,,,,,,,,,
,,2010 - 2011,,,,,,,57.0,25.0,0.44,,,,,,,,,
,,2011 - 2012,,,,,,,66.0,26.0,0.39,,,,,,,,,
,,2012 - 2013,,,,,,,72.0,29.0,0.4,,,,,,,,,
,,2013 - 2014,,,,,,,117.0,47.0,0.4,,,,,,,,,
,,2014 - 2015,,,,,,,120.0,48.0,0.4,,,,,,,,,
,,2015 - 2016,,,,,,,160.0,71.0,0.44,,,,,,,,,
,,2016 - 2017,,,,,,,172.0,76.0,0.44,,,,,,,,,
,,2017 - 2018,,,,,,,197.0,87.4,0.44,,,,,,,,,
,,2018 - 2019,,,,,,,197.0,168.0,0.85,,,,,,,,,
,,2019 - 2020,,,,,,,197.0,135.0,0.69,,,,,,,,,
,,2020 - 2021,,,,,,,198.0,132.0,0.67,,,,,,,,,
,,2021 - 2022,,,,,,,467.0,205.0,0.44,,,,,,,,,
,,2022 - 2023,,,,,,,353.0,203.0,0.58,,,,,,,,,
,Lunglei,2000 - 2001,,,,,,,513.0,636.0,1.24,,,,,,,,,
,,2001 - 2002,,,,,,,575.0,483.0,0.84,,,,,,,,,
,,2002 - 2003,,,,,,,567.0,484.0,0.85,,,,,,,,,
,,2003 - 2004,,,,,,,570.0,399.0,0.7,,,,,,,,,
,,2004 - 2005,,,,,,,301.0,216.0,0.72,,,,,,,,,
,,2005 - 2006,,,,,,,538.0,304.0,0.57,,,,,,,,,
,,2010 - 2011,,,,,,,297.0,144.0,0.48,,,,,,,,,
,,2011 - 2012,,,,,,,310.0,205.0,0.66,,,,,,,,,
,,2012 - 2013,,,,,,,173.0,128.0,0.74,,,,,,,,,
,,2013 - 2014,,,,,,,180.0,169.0,0.94,,,,,,,,,
,,2014 - 2015,,,,,,,178.0,166.0,0.93,,,,,,,,,
,,2015 - 2016,,,,,,,205.0,180.0,0.88,,,,,,,,,
,,2016 - 2017,,,,,,,160.0,105.0,0.66,,,,,,,,,
,,2017 - 2018,,,,,,,64.0,45.0,0.7,,,,,,,,,
,,2018 - 2019,,,,,,,66.0,57.0,0.86,,,,,,,,,
,,2019 - 2020,,,,,,,63.0,63.0,1.0,,,,,,,,,
,,2020 - 2021,,,,,,,48.0,49.0,1.02,,,,,,,,,
,,2021 - 2022,,,,,,,46.0,52.0,1.13,,,,,,,,,
,,2022 - 2023,,,,,,,46.0,52.0,1.13,,,,,,,,,
,Mamit,2003 - 2004,,,,,,,,798.0,0.6,,,,,,,,,
,,2004 - 2005,,,,,,,809.0,442.0,0.55,,,,,,,,,
,,2005 - 2006,,,,,,,970.0,621.0,0.64,,,,,,,,,
,,2010 - 2011,,,,,,,442.0,221.0,0.5,,,,,,,,,
,,2011 - 2012,,,,,,,64.0,28.0,0.44,,,,,,,,,
,,2012 - 2013,,,,,,,74.0,37.0,0.5,,,,,,,,,
,,2013 - 2014,,,,,,,64.0,34.0,0.53,,,,,,,,,
,,2014 - 2015,,,,,,,80.0,48.0,0.6,,,,,,,,,
,,2015 - 2016,,,,,,,114.0,61.0,0.54,,,,,,,,,
,,2016 - 2017,,,,,,,124.0,72.0,0.58,,,,,,,,,
,,2017 - 2018,,,,,,,121.0,69.0,0.57,,,,,,,,,
,,2018 - 2019,,,,,,,129.0,69.0,0.53,,,,,,,,,
,,2019 - 2020,,,,,,,130.0,73.0,0.56,,,,,,,,,
,,2020 - 2021,,,,,,,132.0,86.0,0.65,,,,,,,,,
,,2021 - 2022,,,,,,,80.0,32.0,0.4,,,,,,,,,
,,2022 - 2023,,,,,,,25.0,8.0,0.32,,,,,,,,,
,Saiha,2003 - 2004,,,,,,,335.0,139.0,0.41,,,,,,,,,
,,2004 - 2005,,,,,,,115.0,63.0,0.55,,,,,,,,,
,,2005 - 2006,,,,,,,82.0,58.0,0.71,,,,,,,,,
,,2010 - 2011,,,,,,,5.0,0.3,0.06,,,,,,,,,
,,2011 - 2012,,,,,,,5.0,0.9,0.18,,,,,,,,,
,,2012 - 2013,,,,,,,3.0,0.6,0.2,,,,,,,,,
,,2013 - 2014,,,,,,,1.0,0.3,0.3,,,,,,,,,
,,2014 - 2015,,,,,,,6.0,12.0,2.0,,,,,,,,,
,,2015 - 2016,,,,,,,8.0,6.0,0.75,,,,,,,,,
,,2016 - 2017,,,,,,,7.0,6.0,0.86,,,,,,,,,
,,2017 - 2018,,,,,,,7.0,5.1,0.73,,,,,,,,,
,,2018 - 2019,,,,,,,7.0,6.0,0.86,,,,,,,,,
,,2019 - 2020,,,,,,,5.0,4.5,0.9,,,,,,,,,
,,2020 - 2021,,,,,,,5.0,4.0,0.8,,,,,,,,,
,,2021 - 2022,,,,,,,3.0,3.0,1.0,,,,,,,,,
,,2022 - 2023,,,,,,,3.0,2.0,0.67,,,,,,,,,
,Saitual,2020 - 2021,,,,,,,45.0,40.0,0.89,,,,,,,,,
,,2021 - 2022,,,,,,,65.0,69.0,1.06,,,,,,,,,
,,2022 - 2023,,,,,,,20.0,16.0,0.8,,,,,,,,,
,Serchhip,2004 - 2005,,,,,,,16.0,9.0,0.56,,,,,,,,,
,,2010 - 2011,,,,,,,48.0,16.0,0.33,,,,,,,,,
,,2011 - 2012,,,,,,,50.0,16.0,0.32,,,,,,,,,
,,2012 - 2013,,,,,,,72.0,29.0,0.4,,,,,,,,,
,,2013 - 2014,,,,,,,88.0,27.0,0.31,,,,,,,,,
,,2014 - 2015,,,,,,,95.0,70.0,0.74,,,,,,,,,
,,2015 - 2016,,,,,,,95.0,70.0,0.74,,,,,,,,,
,,2016 - 2017,,,,,,,109.0,81.0,0.74,,,,,,,,,
,,2017 - 2018,,,,,,,99.0,63.9,0.65,,,,,,,,,
,,2018 - 2019,,,,,,,120.0,77.0,0.64,,,,,,,,,
,,2019 - 2020,,,,,,,120.0,78.0,0.65,,,,,,,,,
,,2020 - 2021,,,,,,,120.0,78.0,0.65,,,,,,,,,
,,2021 - 2022,,,,,,,120.0,72.0,0.6,,,,,,,,,
,,2022 - 2023,,,,,,,120.0,72.0,0.6,,,,,,,,,
Nagaland,Chumoukedima,2022 - 2023,,,,,,,296.0,178.0,0.6,,,,,,,,,
,Dimapur,2000 - 2001,,,,,,,460.0,520.0,1.13,,,,,,,,,
,,2001 - 2002,,,,,,0.8,,,,,,,,,,,,
,,2002 - 2003,,,,,,,,,0.9,,,,,,,,,
,,2003 - 2004,,,,,,,560.0,550.0,0.98,,,,,,,,,
,,2004 - 2005,,,,,,,120.0,110.0,0.92,,,,,,,,,
,,2005 - 2006,,,,,,,880.0,710.0,0.81,,,,,,,,,
