state,district,year,wheat_rabi_area_hectare,wheat_rabi_production_tonne,wheat_rabi_yield_tonne_per_hectare,wheat_kharif_area_hectare,wheat_kharif_production_tonne,wheat_kharif_yield_tonne_per_hectare,wheat_winter_area_hectare,wheat_winter_production_tonne,wheat_winter_yield_tonne_per_hectare,wheat_whole_year_area_hectare,wheat_whole_year_production_tonne,wheat_whole_year_yield_tonne_per_hectare,wheat_summer_area_hectare,wheat_summer_production_tonne,wheat_summer_yield_tonne_per_hectare
,,2014 - 2015,,,,,,,,,,,,,3.0,3.5,1.17
,,2015 - 2016,,,,,,,,,,,,,4.0,4.6,1.15
,,2022 - 2023,,,,,,,,,,,,,2.0,1.8,0.9
,Boudh,2000 - 2001,40.0,42.5,1.06,,,,,,,,,,,,
,,2001 - 2002,61.0,66.1,1.08,,,,,,,,,,,,
,,2002 - 2003,25.0,34.6,1.38,,,,,,,,,,,,
,,2003 - 2004,104.0,153.5,1.48,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,46.0,51.7,1.12
,,2005 - 2006,,,,,,,,,,,,,79.0,116.6,1.48
,,2006 - 2007,,,,,,,,,,,,,94.0,113.2,1.2
,,2007 - 2008,,,,,,,,,,,,,60.0,110.2,1.84
,,2008 - 2009,,,,,,,,,,,,,103.0,147.6,1.43
,,2009 - 2010,,,,,,,,,,,,,46.0,55.3,1.2
,,2010 - 2011,,,,,,,,,,,,,33.0,41.8,1.27
,,2011 - 2012,,,,,,,,,,,,,41.0,91.6,2.23
,,2012 - 2013,,,,,,,,,,,,,36.0,64.4,1.79
,,2013 - 2014,,,,,,,,,,,,,29.0,55.3,1.91
,,2014 - 2015,,,,,,,,,,,,,5.0,7.8,1.56
,,2015 - 2016,,,,,,,,,,,,,1.0,1.6,1.6
,,2016 - 2017,,,,,,,,,,,,,1.0,0.9,0.9
,Cuttack,2000 - 2001,11.0,15.7,1.43,,,,,,,,,,,,
,,2001 - 2002,42.0,46.6,1.11,,,,,,,,,,,,
,,2002 - 2003,56.0,70.3,1.26,,,,,,,,,,,,
,,2003 - 2004,71.0,89.3,1.26,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,75.0,81.2,1.08
,,2005 - 2006,,,,,,,,,,,,,55.0,73.6,1.34
,,2006 - 2007,,,,,,,,,,,,,59.0,74.6,1.26
,,2007 - 2008,,,,,,,,,,,,,144.0,202.3,1.4
,,2008 - 2009,,,,,,,,,,,,,89.0,102.4,1.15
,,2009 - 2010,,,,,,,,,,,,,48.0,72.0,1.5
,,2010 - 2011,,,,,,,,,,,,,20.0,21.5,1.08
,,2011 - 2012,,,,,,,,,,,,,9.0,13.3,1.48
,,2012 - 2013,,,,,,,,,,,,,4.0,9.1,2.28
,Deogarh,2000 - 2001,98.0,98.5,1.01,,,,,,,,,,,,
,,2001 - 2002,253.0,320.3,1.27,,,,,,,,,,,,
,,2002 - 2003,86.0,106.0,1.23,,,,,,,,,,,,
,,2003 - 2004,136.0,188.5,1.39,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,100.0,119.3,1.19
,,2005 - 2006,,,,,,,,,,,,,248.0,322.6,1.3
,,2006 - 2007,,,,,,,,,,,,,145.0,170.2,1.17
,,2007 - 2008,,,,,,,,,,,,,144.0,211.7,1.47
,,2008 - 2009,,,,,,,,,,,,,72.0,105.1,1.46
,,2009 - 2010,,,,,,,,,,,,,108.0,146.3,1.35
,,2010 - 2011,,,,,,,,,,,,,28.0,39.5,1.41
,,2011 - 2012,,,,,,,,,,,,,12.0,17.3,1.44
,,2012 - 2013,,,,,,,,,,,,,34.0,64.4,1.89
,,2013 - 2014,,,,,,,,,,,,,8.0,15.6,1.95
,,2014 - 2015,,,,,,,,,,,,,4.0,7.1,1.78
,,2015 - 2016,,,,,,,,,,,,,2.0,3.9,1.95
,Dhenkanal,2000 - 2001,24.0,23.8,0.99,,,,,,,,,,,,
,,2001 - 2002,38.0,50.8,1.34,,,,,,,,,,,,
,,2002 - 2003,9.0,10.3,1.14,,,,,,,,,,,,
,,2003 - 2004,27.0,43.4,1.61,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,18.0,28.9,1.61
,,2005 - 2006,,,,,,,,,,,,,20.0,24.2,1.21
,,2006 - 2007,,,,,,,,,,,,,25.0,38.2,1.53
,,2007 - 2008,,,,,,,,,,,,,6.0,7.9,1.32
,,2008 - 2009,,,,,,,,,,,,,28.0,37.3,1.33
,,2009 - 2010,,,,,,,,,,,,,2.0,2.5,1.25
,,2010 - 2011,,,,,,,,,,,,,5.0,5.2,1.04
,,2011 - 2012,,,,,,,,,,,,,4.0,3.9,0.98
,,2013 - 2014,,,,,,,,,,,,,3.0,7.4,2.47
,,2015 - 2016,,,,,,,,,,,,,8.0,9.1,1.14
,,2017 - 2018,,,,,,,,,,,,,1.0,0.9,0.9
,,2020 - 2021,,,,,,,,,,,,,1.0,0.5,0.5
,,2021 - 2022,,,,,,,,,,,,,1.0,3.2,3.2
,,2022 - 2023,,,,,,,,,,,,,1.0,1.2,1.2
,Gajapati,2000 - 2001,1.0,0.1,0.1,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,3.0,0.5,0.17
,Ganjam,2001 - 2002,1.0,0.3,0.3,,,,,,,,,,,,
,,2007 - 2008,,,,,,,,,,,,,4.0,8.4,2.1
,,2014 - 2015,,,,,,,,,,,,,1.0,0.5,0.5
,Jagatsinghapur,2000 - 2001,8.0,13.2,1.65,,,,,,,,,,,,
,,2003 - 2004,7.0,10.8,1.54,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,3.0,4.4,1.47
,,2011 - 2012,,,,,,,,,,,,,1.0,1.2,1.2
,Jajapur,2000 - 2001,35.0,31.3,0.89,,,,,,,,,,,,
,,2001 - 2002,42.0,46.0,1.1,,,,,,,,,,,,
,,2002 - 2003,3.0,1.9,0.63,,,,,,,,,,,,
,,2003 - 2004,54.0,86.6,1.6,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,34.0,34.2,1.01
,,2005 - 2006,,,,,,,,,,,,,18.0,18.0,1.0
,,2006 - 2007,,,,,,,,,,,,,24.0,25.3,1.05
,,2007 - 2008,,,,,,,,,,,,,96.0,124.0,1.29
,,2008 - 2009,,,,,,,,,,,,,76.0,81.5,1.07
,,2009 - 2010,,,,,,,,,,,,,11.0,16.2,1.47
,,2010 - 2011,,,,,,,,,,,,,8.0,12.3,1.54
,,2011 - 2012,,,,,,,,,,,,,10.0,10.5,1.05
,,2012 - 2013,,,,,,,,,,,,,1.0,1.6,1.6
,,2013 - 2014,,,,,,,,,,,,,13.0,17.1,1.32
,,2014 - 2015,,,,,,,,,,,,,17.0,33.9,1.99
,,2022 - 2023,,,,,,,,,,,,,1.0,0.8,0.8
,Jharsuguda,2000 - 2001,520.0,817.8,1.57,,,,,,,,,,,,
,,2001 - 2002,416.0,581.6,1.4,,,,,,,,,,,,
,,2002 - 2003,154.0,216.2,1.4,,,,,,,,,,,,
,,2003 - 2004,112.0,167.6,1.5,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,84.0,79.3,0.94
,,2005 - 2006,,,,,,,,,,,,,88.0,112.5,1.28
,,2006 - 2007,,,,,,,,,,,,,106.0,160.8,1.52
,,2007 - 2008,,,,,,,,,,,,,260.0,359.6,1.38
,,2008 - 2009,,,,,,,,,,,,,286.0,502.5,1.76
,,2009 - 2010,,,,,,,,,,,,,100.0,135.1,1.35
,,2010 - 2011,,,,,,,,,,,,,84.0,107.6,1.28
,,2011 - 2012,,,,,,,,,,,,,14.0,17.9,1.28
,,2012 - 2013,,,,,,,,,,,,,5.0,7.0,1.4
,,2013 - 2014,,,,,,,,,,,,,17.0,25.6,1.51
,,2021 - 2022,,,,,,,,,,,,,7.0,18.7,2.67
,Kalahandi,2000 - 2001,67.0,93.7,1.4,,,,,,,,,,,,
,,2001 - 2002,43.0,29.9,0.7,,,,,,,,,,,,
,,2002 - 2003,72.0,65.2,0.91,,,,,,,,,,,,
,,2003 - 2004,93.0,124.1,1.33,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,160.0,155.2,0.97
,,2005 - 2006,,,,,,,,,,,,,84.0,64.6,0.77
,,2006 - 2007,,,,,,,,,,,,,33.0,35.2,1.07
,,2007 - 2008,,,,,,,,,,,,,17.0,15.7,0.92
,,2008 - 2009,,,,,,,,,,,,,76.0,88.1,1.16
,,2009 - 2010,,,,,,,,,,,,,40.0,41.7,1.04
,,2010 - 2011,,,,,,,,,,,,,10.0,16.4,1.64
,,2011 - 2012,,,,,,,,,,,,,24.0,31.7,1.32
,,2012 - 2013,,,,,,,,,,,,,7.0,13.0,1.86
,,2014 - 2015,,,,,,,,,,,,,1.0,1.5,1.5
,,2015 - 2016,,,,,,,,,,,,,1.0,0.1,0.1
,,2016 - 2017,,,,,,,,,,,,,2.0,1.0,0.5
,,2017 - 2018,,,,,,,,,,,,,1.0,2.6,2.6
,,2018 - 2019,,,,,,,,,,,,,2.0,2.7,1.35
,,2021 - 2022,,,,,,,,,,,,,3.0,0.4,0.13
,Kandhamal,2000 - 2001,4.0,3.1,0.78,,,,,,,,,,,,
,,2001 - 2002,5.0,5.0,1.0,,,,,,,,,,,,
,,2002 - 2003,19.0,23.4,1.23,,,,,,,,,,,,
,,2003 - 2004,32.0,30.8,0.96,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,4.0,4.8,1.2
,,2005 - 2006,,,,,,,,,,,,,1.0,1.0,1.0
,,2006 - 2007,,,,,,,,,,,,,3.0,3.0,1.0
,,2008 - 2009,,,,,,,,,,,,,1.0,1.9,1.9
,,2009 - 2010,,,,,,,,,,,,,4.0,6.4,1.6
,,2010 - 2011,,,,,,,,,,,,,1.0,0.8,0.8
,,2012 - 2013,,,,,,,,,,,,,5.0,1.9,0.38
,Kendrapara,2000 - 2001,23.0,27.1,1.18,,,,,,,,,,,,
,,2003 - 2004,8.0,9.7,1.21,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,7.0,7.8,1.11
,,2005 - 2006,,,,,,,,,,,,,23.0,33.9,1.47
,,2006 - 2007,,,,,,,,,,,,,18.0,22.4,1.24
,,2007 - 2008,,,,,,,,,,,,,5.0,7.3,1.46
,,2008 - 2009,,,,,,,,,,,,,94.0,87.1,0.93
,,2009 - 2010,,,,,,,,,,,,,2.0,2.4,1.2
,,2010 - 2011,,,,,,,,,,,,,2.0,2.6,1.3
,,2011 - 2012,,,,,,,,,,,,,3.0,2.3,0.77
,,2012 - 2013,,,,,,,,,,,,,7.0,3.9,0.56
,,2013 - 2014,,,,,,,,,,,,,3.0,6.3,2.1
,,2018 - 2019,,,,,,,,,,,,,1.0,2.7,2.7
,Kendujhar,2000 - 2001,,,1.29,,,,,,,,,,,,
,,2001 - 2002,521.0,597.6,1.15,,,,,,,,,,,,
,,2002 - 2003,312.0,317.1,1.02,,,,,,,,,,,,
,,2003 - 2004,266.0,393.1,1.48,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,375.0,459.9,1.23
,,2005 - 2006,,,,,,,,,,,,,205.0,266.1,1.3
,,2006 - 2007,,,,,,,,,,,,,292.0,479.2,1.64
,,2007 - 2008,,,,,,,,,,,,,359.0,506.4,1.41
,,2008 - 2009,,,,,,,,,,,,,215.0,353.7,1.65
,,2009 - 2010,,,,,,,,,,,,,341.0,486.2,1.43
,,2010 - 2011,,,,,,,,,,,,,433.0,669.8,1.55
,,2011 - 2012,,,,,,,,,,,,,141.0,238.2,1.69
,,2012 - 2013,,,,,,,,,,,,,84.0,105.2,1.25
,,2013 - 2014,,,,,,,,,,,,,58.0,92.7,1.6
,,2014 - 2015,,,,,,,,,,,,,28.0,58.9,2.1
,,2015 - 2016,,,,,,,,,,,,,73.0,116.3,1.59
,,2017 - 2018,,,,,,,,,,,,,25.0,57.3,2.29
,Khordha,2003 - 2004,38.0,53.7,1.41,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,2.0,3.9,1.95
,,2005 - 2006,,,,,,,,,,,,,12.0,3.7,0.31
,,2006 - 2007,,,,,,,,,,,,,4.0,3.7,0.93
,,2009 - 2010,,,,,,,,,,,,,7.0,5.8,0.83
,,2010 - 2011,,,,,,,,,,,,,2.0,2.3,1.15
,,2011 - 2012,,,,,,,,,,,,,1.0,1.0,1.0
,,2014 - 2015,,,,,,,,,,,,,1.0,0.9,0.9
,Koraput,2000 - 2001,25.0,44.5,1.78,,,,,,,,,,,,
,,2001 - 2002,12.0,20.3,1.69,,,,,,,,,,,,
,,2003 - 2004,6.0,5.8,0.97,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,50.0,121.3,2.43
,,2005 - 2006,,,,,,,,,,,,,31.0,50.9,1.64
,,2006 - 2007,,,,,,,,,,,,,1.0,2.0,2.0
,,2007 - 2008,,,,,,,,,,,,,67.0,85.2,1.27
,,2008 - 2009,,,,,,,,,,,,,76.0,123.2,1.62
,,2009 - 2010,,,,,,,,,,,,,26.0,38.3,1.47
,,2010 - 2011,,,,,,,,,,,,,16.0,21.5,1.34
,,2011 - 2012,,,,,,,,,,,,,6.0,9.7,1.62
,,2012 - 2013,,,,,,,,,,,,,4.0,7.1,1.78
,,2013 - 2014,,,,,,,,,,,,,1.0,3.5,3.5
,,2018 - 2019,,,,,,,,,,,,,9.0,16.9,1.88
,Mayurbhanj,2000 - 2001,,,1.29,,,,,,,,,,,,
,,2001 - 2002,494.0,545.4,1.1,,,,,,,,,,,,
,,2002 - 2003,626.0,619.4,0.99,,,,,,,,,,,,
,,2003 - 2004,469.0,577.8,1.23,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,549.0,663.9,1.21
,,2005 - 2006,,,,,,,,,,,,,394.0,517.9,1.31
,,2006 - 2007,,,,,,,,,,,,,479.0,660.5,1.38
,,2007 - 2008,,,,,,,,,,,,,668.0,,1.5
,,2008 - 2009,,,,,,,,,,,,,656.0,741.5,1.13
,,2009 - 2010,,,,,,,,,,,,,699.0,,1.52
,,2010 - 2011,,,,,,,,,,,,,644.0,826.3,1.28
,,2011 - 2012,,,,,,,,,,,,,311.0,448.9,1.44
,,2012 - 2013,,,,,,,,,,,,,121.0,180.4,1.49
,,2013 - 2014,,,,,,,,,,,,,129.0,181.5,1.41
,,2014 - 2015,,,,,,,,,,,,,91.0,137.5,1.51
,,2015 - 2016,,,,,,,,,,,,,58.0,83.4,1.44
,,2016 - 2017,,,,,,,,,,,,,4.0,4.4,1.1
,,2017 - 2018,,,,,,,,,,,,,12.0,20.0,1.67
,,2018 - 2019,,,,,,,,,,,,,56.0,87.3,1.56
,,2019 - 2020,,,,,,,,,,,,,33.0,47.6,1.44
,,2020 - 2021,,,,,,,,,,,,,72.0,87.3,1.21
,,2021 - 2022,,,,,,,,,,,,,28.0,38.8,1.39
,,2022 - 2023,,,,,,,,,,,,,24.0,36.6,1.53
,Nabarangpur,2000 - 2001,39.0,41.4,1.06,,,,,,,,,,,,
,,2001 - 2002,16.0,21.2,1.33,,,,,,,,,,,,
,,2002 - 2003,149.0,280.6,1.88,,,,,,,,,,,,
,,2003 - 2004,75.0,129.9,1.73,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,42.0,57.1,1.36
,,2005 - 2006,,,,,,,,,,,,,72.0,116.9,1.62
,,2006 - 2007,,,,,,,,,,,,,47.0,68.3,1.45
,,2007 - 2008,,,,,,,,,,,,,221.0,348.5,1.58
,,2008 - 2009,,,,,,,,,,,,,42.0,92.1,2.19
,,2009 - 2010,,,,,,,,,,,,,100.0,158.0,1.58
,,2010 - 2011,,,,,,,,,,,,,38.0,67.1,1.77
,,2012 - 2013,,,,,,,,,,,,,3.0,3.6,1.2
,,2013 - 2014,,,,,,,,,,,,,9.0,5.9,0.66
,,2015 - 2016,,,,,,,,,,,,,20.0,26.1,1.31
,,2018 - 2019,,,,,,,,,,,,,3.0,9.8,3.27
,,2019 - 2020,,,,,,,,,,,,,2.0,3.1,1.55
,,2020 - 2021,,,,,,,,,,,,,1.0,2.7,2.7
,Nayagarh,2000 - 2001,22.0,31.1,1.41,,,,,,,,,,,,
,,2001 - 2002,1.0,0.1,0.1,,,,,,,,,,,,
,,2002 - 2003,3.0,2.0,0.67,,,,,,,,,,,,
,,2003 - 2004,40.0,74.3,1.86,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,5.0,12.2,2.44
,,2005 - 2006,,,,,,,,,,,,,4.0,3.1,0.78
,,2006 - 2007,,,,,,,,,,,,,3.0,2.6,0.87
,,2007 - 2008,,,,,,,,,,,,,8.0,12.2,1.53
,,2008 - 2009,,,,,,,,,,,,,8.0,6.6,0.83
,,2009 - 2010,,,,,,,,,,,,,2.0,4.0,2.0
,,2010 - 2011,,,,,,,,,,,,,3.0,1.9,0.63
,,2011 - 2012,,,,,,,,,,,,,1.0,1.0,1.0
,,2020 - 2021,,,,,,,,,,,,,1.0,1.4,1.4
,Nuapada,2000 - 2001,78.0,75.8,0.97,,,,,,,,,,,,
,,2001 - 2002,26.0,14.6,0.56,,,,,,,,,,,,
,,2002 - 2003,81.0,85.1,1.05,,,,,,,,,,,,
,,2003 - 2004,52.0,65.1,1.25,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,20.0,16.6,0.83
,,2005 - 2006,,,,,,,,,,,,,92.0,97.7,1.06
,,2006 - 2007,,,,,,,,,,,,,4.0,3.1,0.78
,,2007 - 2008,,,,,,,,,,,,,61.0,100.6,1.65
,,2008 - 2009,,,,,,,,,,,,,33.0,49.2,1.49
,,2009 - 2010,,,,,,,,,,,,,34.0,30.2,0.89
,,2010 - 2011,,,,,,,,,,,,,51.0,60.7,1.19
,,2011 - 2012,,,,,,,,,,,,,7.0,9.3,1.33
,,2012 - 2013,,,,,,,,,,,,,1.0,1.7,1.7
,,2013 - 2014,,,,,,,,,,,,,2.0,1.6,0.8
,,2014 - 2015,,,,,,,,,,,,,2.0,3.4,1.7
,,2019 - 2020,,,,,,,,,,,,,1.0,2.4,2.4
,Puri,2000 - 2001,3.0,1.6,0.53,,,,,,,,,,,,
,,2001 - 2002,242.0,455.2,1.88,,,,,,,,,,,,
,,2003 - 2004,15.0,19.0,1.27,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,4.0,3.7,0.93
,,2006 - 2007,,,,,,,,,,,,,73.0,75.0,1.03
,,2007 - 2008,,,,,,,,,,,,,8.0,6.9,0.86
,,2008 - 2009,,,,,,,,,,,,,5.0,5.7,1.14
,,2010 - 2011,,,,,,,,,,,,,3.0,4.6,1.53
,,2011 - 2012,,,,,,,,,,,,,11.0,15.9,1.45
,Rayagada,2001 - 2002,14.0,15.4,1.1,,,,,,,,,,,,
,,2002 - 2003,8.0,3.8,0.48,,,,,,,,,,,,
,,2003 - 2004,14.0,18.4,1.31,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,28.0,29.0,1.04
,,2005 - 2006,,,,,,,,,,,,,26.0,25.8,0.99
,,2006 - 2007,,,,,,,,,,,,,29.0,30.9,1.07
,,2007 - 2008,,,,,,,,,,,,,17.0,5.8,0.34
,,2008 - 2009,,,,,,,,,,,,,9.0,9.9,1.1
,,2009 - 2010,,,,,,,,,,,,,1.0,0.7,0.7
,Sambalpur,2000 - 2001,450.0,692.1,1.54,,,,,,,,,,,,
,,2001 - 2002,544.0,860.1,1.58,,,,,,,,,,,,
,,2002 - 2003,253.0,363.3,1.44,,,,,,,,,,,,
,,2003 - 2004,268.0,402.1,1.5,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,230.0,286.6,1.25
,,2005 - 2006,,,,,,,,,,,,,294.0,432.4,1.47
,,2006 - 2007,,,,,,,,,,,,,380.0,622.4,1.64
,,2007 - 2008,,,,,,,,,,,,,306.0,480.3,1.57
,,2008 - 2009,,,,,,,,,,,,,356.0,679.2,1.91
,,2009 - 2010,,,,,,,,,,,,,302.0,451.5,1.5
,,2010 - 2011,,,,,,,,,,,,,113.0,165.3,1.46
,,2011 - 2012,,,,,,,,,,,,,29.0,56.6,1.95
,,2012 - 2013,,,,,,,,,,,,,39.0,108.7,2.79
,,2013 - 2014,,,,,,,,,,,,,31.0,26.0,0.84
,,2014 - 2015,,,,,,,,,,,,,12.0,10.0,0.83
,,2015 - 2016,,,,,,,,,,,,,48.0,37.0,0.77
,,2018 - 2019,,,,,,,,,,,,,3.0,1.9,0.63
,,2019 - 2020,,,,,,,,,,,,,5.0,4.1,0.82
,,2020 - 2021,,,,,,,,,,,,,11.0,24.8,2.25
,,2021 - 2022,,,,,,,,,,,,,3.0,6.6,2.2
,,2022 - 2023,,,,,,,,,,,,,64.0,82.8,1.29
,Sonepur,2000 - 2001,105.0,137.4,1.31,,,,,,,,,,,,
,,2001 - 2002,7.0,5.4,0.77,,,,,,,,,,,,
,,2002 - 2003,3.0,4.2,1.4,,,,,,,,,,,,
,,2003 - 2004,27.0,35.2,1.3,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,23.0,33.6,1.46
,,2005 - 2006,,,,,,,,,,,,,62.0,100.3,1.62
,,2006 - 2007,,,,,,,,,,,,,61.0,116.4,1.91
,,2007 - 2008,,,,,,,,,,,,,126.0,185.2,1.47
,,2008 - 2009,,,,,,,,,,,,,78.0,135.0,1.73
,,2009 - 2010,,,,,,,,,,,,,28.0,55.0,1.96
,,2010 - 2011,,,,,,,,,,,,,42.0,67.3,1.6
,,2011 - 2012,,,,,,,,,,,,,50.0,86.8,1.74
,,2012 - 2013,,,,,,,,,,,,,41.0,96.0,2.34
,,2013 - 2014,,,,,,,,,,,,,34.0,73.3,2.16
,,2014 - 2015,,,,,,,,,,,,,18.0,34.6,1.92
,Sundargarh,2000 - 2001,,,1.62,,,,,,,,,,,,
,,2001 - 2002,,,1.71,,,,,,,,,,,,
,,2002 - 2003,,,1.33,,,,,,,,,,,,
,,2003 - 2004,,,1.59,,,,,,,,,,,,
,,2004 - 2005,,,,,,,,,,,,,,,1.45
,,2005 - 2006,,,,,,,,,,,,,755.0,,1.65
,,2006 - 2007,,,,,,,,,,,,,988.0,,1.81
,,2007 - 2008,,,,,,,,,,,,,,,1.9
,,2008 - 2009,,,,,,,,,,,,,,,1.81
,,2009 - 2010,,,,,,,,,,,,,,,1.66
,,2010 - 2011,,,,,,,,,,,,,806.0,,1.75
,,2011 - 2012,,,,,,,,,,,,,517.0,,1.93
,,2012 - 2013,,,,,,,,,,,,,515.0,,2.14
,,2013 - 2014,,,,,,,,,,,,,251.0,438.2,1.75
,,2014 - 2015,,,,,,,,,,,,,208.0,340.9,1.64
,,2015 - 2016,,,,,,,,,,,,,140.0,191.2,1.37
,,2016 - 2017,,,,,,,,,,,,,45.0,71.4,1.59
,,2017 - 2018,,,,,,,,,,,,,22.0,40.4,1.84
,,2018 - 2019,,,,,,,,,,,,,62.0,133.9,2.16
,,2019 - 2020,,,,,,,,,,,,,30.0,40.9,1.36
,,2020 - 2021,,,,,,,,,,,,,44.0,84.0,1.91
,,2021 - 2022,,,,,,,,,,,,,104.0,191.3,1.84
,,2022 - 2023,,,,,,,,,,,,,49.0,91.1,1.86
Punjab,Amritsar,2000 - 2001,,,4.68,,,,,,,,,,,,
,,2001 - 2002,,,4.68,,,,,,,,,,,,
,,2002 - 2003,,,4.25,,,,,,,,,,,,
,,2003 - 2004,,,4.3,,,,,,,,,,,,
,,2004 - 2005,,,4.28,,,,,,,,,,,,
,,2005 - 2006,,,4.43,,,,,,,,,,,,
,,2006 - 2007,,,4.15,,,,,,,,,,,,
,,2007 - 2008,,,4.4,,,,,,,,,,,,
,,2008 - 2009,,,4.05,,,,,,,,,,,,
,,2009 - 2010,,,4.07,,,,,,,,,,,,
,,2010 - 2011,,,4.29,,,,,,,,,,,,
,,2011 - 2012,,,4.97,,,,,,,,,,,,
,,2012 - 2013,,,4.65,,,,,,,,,,,,
,,2013 - 2014,,,4.97,,,,,,,,,,,,
,,2014 - 2015,,,3.91,,,,,,,,,,,,
,,2015 - 2016,,,4.48,,,,,,,,,,,,
,,2016 - 2017,,,4.95,,,,,,,,,,,,
,,2017 - 2018,,,4.87,,,,,,,,,,,,
,,2018 - 2019,,,4.81,,,,,,,,,,,,
,,2019 - 2020,,,4.53,,,,,,,,,,,,
,,2020 - 2021,,,4.76,,,,,,,,,,,,
,,2021 - 2022,,,4.45,,,,,,,,,,,,
,,2022 - 2023,,,4.79,,,,,,,,,,,,
,Barnala,2007 - 2008,,,4.78,,,,,,,,,,,,
,,2008 - 2009,,,4.86,,,,,,,,,,,,
,,2009 - 2010,,,4.56,,,,,,,,,,,,
,,2010 - 2011,,,4.97,,,,,,,,,,,,
,,2011 - 2012,,,5.35,,,,,,,,,,,,
,,2012 - 2013,,,4.97,,,,,,,,,,,,
,,2013 - 2014,,,5.23,,,,,,,,,,,,
,,2014 - 2015,,,4.62,,,,,,,,,,,,
,,2015 - 2016,,,4.91,,,,,,,,,,,,
,,2016 - 2017,,,5.49,,,,,,,,,,,,
,,2017 - 2018,,,5.34,,,,,,,,,,,,
,,2018 - 2019,,,5.57,,,,,,,,,,,,
,,2019 - 2020,,,5.25,,,,,,,,,,,,
,,2020 - 2021,,,4.8,,,,,,,,,,,,
,,2021 - 2022,,,4.57,,,,,,,,,,,,
,,2022 - 2023,,,5.06,,,,,,,,,,,,
,Bathinda,2000 - 2001,,,4.17,,,,,,,,,,,,
,,2001 - 2002,,,3.91,,,,,,,,,,,,
,,2002 - 2003,,,4.18,,,,,,,,,,,,
,,2003 - 2004,,,3.89,,,,,,,,,,,,
,,2004 - 2005,,,4.12,,,,,,,,,,,,
,,2005 - 2006,,,3.93,,,,,,,,,,,,
,,2006 - 2007,,,4.26,,,,,,,,,,,,
,,2007 - 2008,,,4.36,,,,,,,,,,,,
,,2008 - 2009,,,4.63,,,,,,,,,,,,
,,2009 - 2010,,,4.04,,,,,,,,,,,,
,,2010 - 2011,,,4.61,,,,,,,,,,,,
,,2011 - 2012,,,5.0,,,,,,,,,,,,
,,2012 - 2013,,,4.79,,,,,,,,,,,,
,,2013 - 2014,,,4.96,,,,,,,,,,,,
,,2014 - 2015,,,4.8,,,,,,,,,,,,
,,2015 - 2016,,,4.68,,,,,,,,,,,,
,,2016 - 2017,,,5.3,,,,,,,,,,,,
,,2017 - 2018,,,5.3,,,,,,,,,,,,
,,2018 - 2019,,,5.6,,,,,,,,,,,,
,,2019 - 2020,,,5.42,,,,,,,,,,,,
,,2020 - 2021,,,4.95,,,,,,,,,,,,
,,2021 - 2022,,,4.41,,,,,,,,,,,,
,,2022 - 2023,,,4.95,,,,,,,,,,,,
,Faridkot,2000 - 2001,,,4.72,,,,,,,,,,,,
,,2001 - 2002,,,4.47,,,,,,,,,,,,
,,2002 - 2003,,,4.23,,,,,,,,,,,,
,,2003 - 2004,,,4.04,,,,,,,,,,,,
,,2004 - 2005,,,4.27,,,,,,,,,,,,
,,2005 - 2006,,,4.16,,,,,,,,,,,,
,,2006 - 2007,,,4.14,,,,,,,,,,,,
,,2007 - 2008,,,4.35,,,,,,,,,,,,
,,2008 - 2009,,,4.66,,,,,,,,,,,,
,,2009 - 2010,,,4.11,,,,,,,,,,,,
,,2010 - 2011,,,4.81,,,,,,,,,,,,
,,2011 - 2012,,,5.26,,,,,,,,,,,,
,,2012 - 2013,,,4.73,,,,,,,,,,,,
,,2013 - 2014,,,5.18,,,,,,,,,,,,
,,2014 - 2015,,,4.81,,,,,,,,,,,,
,,2015 - 2016,,,4.7,,,,,,,,,,,,
,,2016 - 2017,,,5.21,,,,,,,,,,,,
,,2017 - 2018,,,5.34,,,,,,,,,,,,
,,2018 - 2019,,,5.34,,,,,,,,,,,,
