state,district,year,maize_rabi_yield_tonne_per_hectare
,,2007 - 2008,2.81
,,2008 - 2009,2.63
,,2009 - 2010,3.05
,,2010 - 2011,3.01
,,2011 - 2012,2.23
,,2012 - 2013,3.13
,,2013 - 2014,3.55
,,2014 - 2015,2.39
,,2015 - 2016,1.03
,,2016 - 2017,0.8
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,1.95
,,2020 - 2021,1.57
,,2021 - 2022,1.83
,,2022 - 2023,2.83
,Ballia,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.37
,,2004 - 2005,4.24
,,2005 - 2006,
,,2006 - 2007,2.9
,,2007 - 2008,2.67
,,2008 - 2009,2.62
,,2009 - 2010,3.06
,,2010 - 2011,3.0
,,2011 - 2012,2.23
,,2012 - 2013,3.13
,,2013 - 2014,3.55
,,2014 - 2015,1.49
,,2015 - 2016,1.67
,,2016 - 2017,1.69
,,2017 - 2018,2.03
,,2018 - 2019,2.01
,,2019 - 2020,1.98
,,2020 - 2021,2.6
,,2021 - 2022,2.79
,,2022 - 2023,2.82
,Balrampur,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.23
,,2012 - 2013,
,,2013 - 2014,3.55
,,2014 - 2015,2.39
,,2015 - 2016,1.03
,,2016 - 2017,0.81
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,1.95
,,2020 - 2021,1.58
,,2021 - 2022,
,,2022 - 2023,2.83
,Banda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,3.55
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Barabanki,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.25
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,3.0
,,2011 - 2012,2.41
,,2012 - 2013,
,,2013 - 2014,3.5
,,2014 - 2015,2.4
,,2015 - 2016,2.23
,,2016 - 2017,2.83
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.82
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.78
,Bareilly,2000 - 2001,1.63
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,2.24
,,2016 - 2017,3.0
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,2.75
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Basti,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.43
,,2004 - 2005,4.6
,,2005 - 2006,
,,2006 - 2007,3.17
,,2007 - 2008,2.8
,,2008 - 2009,2.67
,,2009 - 2010,3.0
,,2010 - 2011,3.0
,,2011 - 2012,2.41
,,2012 - 2013,3.15
,,2013 - 2014,3.58
,,2014 - 2015,3.0
,,2015 - 2016,2.2
,,2016 - 2017,3.0
,,2017 - 2018,3.0
,,2018 - 2019,3.0
,,2019 - 2020,2.83
,,2020 - 2021,2.66
,,2021 - 2022,2.77
,,2022 - 2023,2.82
,Bijnor,2000 - 2001,
,,2001 - 2002,2.0
,,2002 - 2003,1.13
,,2003 - 2004,1.4
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,2.8
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.4
,,2012 - 2013,
,,2013 - 2014,3.53
,,2014 - 2015,2.5
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Budaun,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,2.5
,,2015 - 2016,2.17
,,2016 - 2017,2.79
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,2.83
,Bulandshahr,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.83
,,2017 - 2018,
,,2018 - 2019,2.81
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,2.86
,,2022 - 2023,
,Chandauli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,1.36
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,2.86
,,2008 - 2009,2.6
,,2009 - 2010,
,,2010 - 2011,3.0
,,2011 - 2012,2.4
,,2012 - 2013,3.14
,,2013 - 2014,3.55
,,2014 - 2015,2.4
,,2015 - 2016,2.21
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.81
,,2019 - 2020,2.86
,,2020 - 2021,2.64
,,2021 - 2022,2.79
,,2022 - 2023,
,Chitrakoot,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,2.8
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,2.83
,Deoria,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.1
,,2003 - 2004,1.37
,,2004 - 2005,3.13
,,2005 - 2006,
,,2006 - 2007,2.34
,,2007 - 2008,2.73
,,2008 - 2009,2.62
,,2009 - 2010,3.05
,,2010 - 2011,3.0
,,2011 - 2012,2.68
,,2012 - 2013,3.13
,,2013 - 2014,3.55
,,2014 - 2015,3.62
,,2015 - 2016,3.61
,,2016 - 2017,3.04
,,2017 - 2018,3.23
,,2018 - 2019,3.39
,,2019 - 2020,3.31
,,2020 - 2021,3.04
,,2021 - 2022,3.75
,,2022 - 2023,2.81
,Etah,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.5
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.33
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.81
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.82
,Etawah,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.5
,,2014 - 2015,2.5
,,2015 - 2016,2.29
,,2016 - 2017,2.84
,,2017 - 2018,3.0
,,2018 - 2019,2.81
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.75
,Faizabad,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.5
,,2004 - 2005,4.64
,,2005 - 2006,
,,2006 - 2007,3.15
,,2007 - 2008,2.81
,,2008 - 2009,2.63
,,2009 - 2010,3.05
,,2010 - 2011,3.01
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.56
,,2014 - 2015,2.39
,,2015 - 2016,2.2
,,2016 - 2017,2.81
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.83
,,2020 - 2021,2.66
,,2021 - 2022,2.86
,,2022 - 2023,2.82
,Farrukhabad,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,2.2
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.67
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.82
,Fatehpur,2000 - 2001,1.67
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,
,,2004 - 2005,5.0
,,2005 - 2006,
,,2006 - 2007,3.0
,,2007 - 2008,3.0
,,2008 - 2009,2.63
,,2009 - 2010,
,,2010 - 2011,3.0
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.53
,,2014 - 2015,2.39
,,2015 - 2016,2.0
,,2016 - 2017,2.81
,,2017 - 2018,3.0
,,2018 - 2019,2.67
,,2019 - 2020,2.67
,,2020 - 2021,2.65
,,2021 - 2022,2.8
,,2022 - 2023,
,Firozabad,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,3.56
,,2014 - 2015,
,,2015 - 2016,2.21
,,2016 - 2017,2.8
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.88
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,2.78
,Gautam buddha nagar,2000 - 2001,1.5
,,2001 - 2002,1.5
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.5
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ghaziabad,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,5.0
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ghazipur,2000 - 2001,1.6
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.5
,,2004 - 2005,4.67
,,2005 - 2006,
,,2006 - 2007,3.11
,,2007 - 2008,2.82
,,2008 - 2009,2.63
,,2009 - 2010,
,,2010 - 2011,3.01
,,2011 - 2012,2.37
,,2012 - 2013,
,,2013 - 2014,3.56
,,2014 - 2015,2.39
,,2015 - 2016,2.2
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.81
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.0
,Gonda,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.5
,,2004 - 2005,4.64
,,2005 - 2006,
,,2006 - 2007,3.15
,,2007 - 2008,2.8
,,2008 - 2009,2.62
,,2009 - 2010,3.05
,,2010 - 2011,3.0
,,2011 - 2012,2.23
,,2012 - 2013,3.13
,,2013 - 2014,3.55
,,2014 - 2015,2.39
,,2015 - 2016,1.03
,,2016 - 2017,0.81
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,1.95
,,2020 - 2021,1.59
,,2021 - 2022,1.83
,,2022 - 2023,2.83
,Gorakhpur,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.39
,,2004 - 2005,4.67
,,2005 - 2006,
,,2006 - 2007,3.25
,,2007 - 2008,2.71
,,2008 - 2009,2.6
,,2009 - 2010,3.06
,,2010 - 2011,3.0
,,2011 - 2012,2.68
,,2012 - 2013,3.11
,,2013 - 2014,3.58
,,2014 - 2015,3.61
,,2015 - 2016,3.6
,,2016 - 2017,3.5
,,2017 - 2018,3.47
,,2018 - 2019,3.4
,,2019 - 2020,3.5
,,2020 - 2021,3.12
,,2021 - 2022,
,,2022 - 2023,2.83
,Hamirpur,2000 - 2001,
,,2001 - 2002,2.0
,,2003 - 2004,
,,2004 - 2005,
,,2007 - 2008,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,3.55
,,2015 - 2016,2.2
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,Hapur,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hardoi,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.1
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.39
,,2012 - 2013,
,,2013 - 2014,3.55
,,2014 - 2015,2.39
,,2015 - 2016,2.0
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,2.67
,,2022 - 2023,2.83
,Hathras,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.12
,,2003 - 2004,1.0
,,2004 - 2005,5.0
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.78
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.64
,,2021 - 2022,
,,2022 - 2023,
,Jalaun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.0
,,2011 - 2012,2.5
,,2012 - 2013,3.0
,,2013 - 2014,3.55
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.65
,,2021 - 2022,2.8
,,2022 - 2023,
,Jaunpur,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.55
,,2014 - 2015,2.4
,,2015 - 2016,2.2
,,2016 - 2017,2.79
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.82
,Jhansi,2000 - 2001,1.5
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,3.0
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.55
,,2014 - 2015,
,,2015 - 2016,2.19
,,2016 - 2017,2.8
,,2017 - 2018,
,,2018 - 2019,2.8
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kannauj,2000 - 2001,1.63
,,2001 - 2002,1.63
,,2002 - 2003,1.12
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.0
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,3.13
,,2013 - 2014,3.57
,,2014 - 2015,2.42
,,2015 - 2016,2.2
,,2016 - 2017,2.79
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.84
,,2020 - 2021,2.67
,,2021 - 2022,2.79
,,2022 - 2023,2.82
,Kanpur dehat,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.6
,,2009 - 2010,
,,2010 - 2011,3.0
,,2011 - 2012,2.41
,,2012 - 2013,3.0
,,2013 - 2014,3.6
,,2014 - 2015,2.38
,,2015 - 2016,2.2
,,2016 - 2017,2.75
,,2017 - 2018,3.0
,,2018 - 2019,2.81
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,2.75
,,2022 - 2023,2.86
,Kanpur nagar,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,2.83
,,2008 - 2009,
,,2009 - 2010,3.06
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,3.2
,,2013 - 2014,3.55
,,2014 - 2015,2.39
,,2015 - 2016,2.2
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.83
,Kasganj,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.41
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.67
,Kaushambi,2000 - 2001,1.5
,,2001 - 2002,1.63
,,2002 - 2003,1.09
,,2003 - 2004,
,,2004 - 2005,4.64
,,2006 - 2007,3.18
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,3.08
,,2010 - 2011,
,,2011 - 2012,2.39
,,2012 - 2013,3.14
,,2013 - 2014,3.55
,,2014 - 2015,2.39
,,2015 - 2016,2.23
,,2016 - 2017,2.79
,,2017 - 2018,
,,2018 - 2019,2.8
,,2019 - 2020,
,,2020 - 2021,2.63
,,2021 - 2022,
,,2022 - 2023,2.8
,Kheri,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.36
,,2004 - 2005,4.65
,,2005 - 2006,
,,2006 - 2007,3.25
,,2007 - 2008,
,,2008 - 2009,2.75
,,2009 - 2010,3.0
,,2010 - 2011,3.0
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.53
,,2014 - 2015,2.39
,,2015 - 2016,2.2
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.87
,,2020 - 2021,2.5
,,2021 - 2022,
,,2022 - 2023,2.82
,Kushi nagar,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.37
,,2004 - 2005,6.2
,,2005 - 2006,
,,2006 - 2007,4.08
,,2007 - 2008,2.91
,,2008 - 2009,2.63
,,2009 - 2010,3.06
,,2010 - 2011,3.0
,,2011 - 2012,2.68
,,2012 - 2013,3.13
,,2013 - 2014,3.55
,,2014 - 2015,3.61
,,2015 - 2016,3.61
,,2016 - 2017,3.75
,,2017 - 2018,3.56
,,2018 - 2019,3.39
,,2019 - 2020,3.6
,,2020 - 2021,3.18
,,2021 - 2022,2.3
,,2022 - 2023,2.82
,Lalitpur,2000 - 2001,
,,2001 - 2002,2.0
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,2.0
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.75
,,2021 - 2022,
,,2022 - 2023,
,Lucknow,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.33
,,2004 - 2005,4.5
,,2005 - 2006,
,,2006 - 2007,3.0
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.0
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,3.5
,,2014 - 2015,2.38
,,2015 - 2016,
,,2016 - 2017,2.67
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,2.8
,,2020 - 2021,3.0
,,2021 - 2022,2.75
,,2022 - 2023,
,Maharajganj,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.25
,,2004 - 2005,4.75
,,2005 - 2006,
,,2006 - 2007,3.25
,,2007 - 2008,3.0
,,2008 - 2009,3.0
,,2009 - 2010,3.05
,,2010 - 2011,
,,2011 - 2012,2.63
,,2012 - 2013,3.0
,,2013 - 2014,3.55
,,2014 - 2015,3.63
,,2015 - 2016,
,,2016 - 2017,3.33
,,2017 - 2018,3.5
,,2018 - 2019,3.33
,,2019 - 2020,3.5
,,2020 - 2021,3.17
,,2021 - 2022,2.79
,,2022 - 2023,2.81
,Mahoba,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.4
,,2012 - 2013,
,,2013 - 2014,3.55
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.79
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mainpuri,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.1
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.38
,,2012 - 2013,
,,2013 - 2014,3.53
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,2.79
,,2017 - 2018,3.0
,,2018 - 2019,2.81
,,2019 - 2020,2.83
,,2020 - 2021,2.65
,,2021 - 2022,
,,2022 - 2023,2.82
,Mathura,2000 - 2001,1.6
,,2001 - 2002,1.62
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,2.17
,,2016 - 2017,2.78
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mau,2000 - 2001,1.61
,,2001 - 2002,1.63
,,2002 - 2003,1.1
,,2003 - 2004,1.36
,,2004 - 2005,4.24
,,2005 - 2006,
,,2006 - 2007,2.9
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.0
,,2012 - 2013,
,,2013 - 2014,3.56
,,2014 - 2015,1.5
,,2015 - 2016,
,,2016 - 2017,1.69
,,2017 - 2018,2.0
,,2018 - 2019,2.0
,,2019 - 2020,2.0
,,2020 - 2021,2.57
,,2021 - 2022,
,,2022 - 2023,2.82
,Meerut,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,3.0
,,2013 - 2014,
,,2014 - 2015,2.38
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,3.0
,Mirzapur,2000 - 2001,1.67
,,2001 - 2002,1.67
,,2002 - 2003,1.0
,,2003 - 2004,1.33
,,2004 - 2005,4.63
,,2005 - 2006,
,,2006 - 2007,3.16
,,2007 - 2008,2.79
,,2008 - 2009,2.63
,,2009 - 2010,3.06
,,2010 - 2011,3.0
,,2011 - 2012,2.38
,,2012 - 2013,3.12
,,2013 - 2014,3.55
,,2014 - 2015,2.36
,,2015 - 2016,2.2
,,2016 - 2017,2.8
,,2017 - 2018,3.0
,,2018 - 2019,2.8
,,2019 - 2020,2.83
,,2020 - 2021,0.82
,,2021 - 2022,2.78
,,2022 - 2023,2.82
,Moradabad,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,2.4
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,2.25
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muzaffarnagar,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.11
,,2003 - 2004,1.0
,,2004 - 2005,4.67
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.64
,,2021 - 2022,
,,2022 - 2023,
,Pilibhit,2000 - 2001,1.62
,,2001 - 2002,1.63
,,2002 - 2003,1.1
,,2003 - 2004,
,,2004 - 2005,
